,X,collisions,max_supported_sensors
0,0,0.0,0.0
1,5,0.0,0.00035492148148147894
2,10,0.00502283105022831,0.0007137333333333276
3,15,0.0,0.0010716474074073984
4,20,0.0,0.00142926222222221
5,25,0.0,0.001785081481481466
6,30,0.0,0.002144491851851833
7,35,0.0,0.002501208888888867
8,40,0.0,0.002861517037037012
9,45,0.0,0.003216139259259436
10,50,0.0,0.003573155555556131
11,55,0.0036446470811227123,0.003933164444445422
12,60,0.001669829222011385,0.004287487407408781
13,65,0.0,0.00464809481481659
14,70,0.0,0.005003614814816987
15,75,0.0,0.005360032592595164
16,80,0.0,0.005718844444447416
17,85,0.0,0.006071671111114477
18,90,0.0,0.006439460740744517
19,95,0.001055662188099808,0.006787798518522683
20,100,0.0005013673655423883,0.007145413333337898
21,105,0.0,0.0075030281481531114
22,110,0.0,0.007861840000005364
23,115,0.0008721506442021803,0.00821885629630206
24,120,0.0,0.008583354074080243
25,125,0.0008020415603353991,0.00893258962963619
26,130,0.0007712532865907099,0.009287211851858808
27,135,0.0014851067526212886,0.009659490370377742
28,140,0.0,0.01000603259260035
29,145,0.000691932693819783,0.010366041481489643
30,150,0.0016405893969314903,0.010718868148156703
31,155,0.0022488556358154317,0.01108216888889785
32,160,0.0003134796238244514,0.011436192592601948
33,165,0.0018232886510729201,0.011794405925935681
34,170,0.0014611172798260884,0.012156509629639697
35,175,0.001146281177185717,0.012508737777786653
36,180,0.0013802278808598973,0.012872038518526164
37,185,0.0016258162996944433,0.013226660740747185
38,190,0.0005278944211157768,0.0135755970370423
39,195,0.0002451266487685304,0.013945182222226234
40,200,0.001241338616923196,0.014299205925928739
41,205,0.0017125252576436398,0.014644850370372013
42,210,0.0016602799752786362,0.015003961481481908
43,215,0.001611279462767763,0.015369057777776968
44,220,0.0,0.015728168888886864
45,225,0.0017718606635192375,0.01609236740740415
46,230,0.0015056589096137374,0.016447588148143687
47,235,0.0023473399627090977,0.016796225185179543
48,240,0.0018522492678656772,0.017144263703696885
49,245,0.002866107953116,0.017509060740732687
50,250,0.002005762218021865,0.01786966814813887
51,255,0.0005719216634010047,0.018225487407396927
52,260,0.0024976549214530616,0.01858639407406237
53,265,0.001892017705448734,0.018944008888875975
54,270,0.0007259743147258721,0.019300725925911803
55,275,0.0018233658898908027,0.019658939259243925
56,280,0.0023186091955404975,0.0200117659259094
57,285,0.0020943354663712447,0.020375964444426683
58,290,0.0015484277871812442,0.020724900740721797
59,295,0.0032211151864174788,0.0210896977777576
60,300,0.0013294767876681215,0.021453597037015628
61,305,0.003280212258135349,0.021796548148125577
62,310,0.0020948249483491942,0.02215595851849473
63,315,0.0026980539332927,0.022520157037012014
64,320,0.0015666617767755228,0.022878071111084877
65,325,0.0021391216207748095,0.023225511111083702
66,330,0.0009114134014808182,0.023589410370341728
67,335,0.0017823342872692824,0.023946426666636815
68,340,0.0022118263171693247,0.024303442962932183
69,345,0.002165987874626712,0.024670035555526836
70,350,0.002864406677357226,0.025022263703676963
71,355,0.0027988771871405365,0.02537419259256783
72,360,0.002899397228624859,0.02572013629627348
73,365,0.001911190053380445,0.02607445925923843
74,370,0.002297185251924781,0.026450328888870174
75,375,0.002260551233936178,0.026804651851835126
76,380,0.0018410706963528233,0.027160770370355646
77,385,0.003759553129758098,0.027507312592579818
78,390,0.0030623159536746223,0.02787091259258186
79,395,0.002025247098848418,0.028235709629620947
80,400,0.002376061444475959,0.028588835555548857
81,405,0.0035683621479718256,0.028935377777773025
82,410,0.0023112212575211065,0.029314539259256638
83,415,0.0030032634800265675,0.029669759999999375
84,420,0.002018803400063365,0.03001420740740872
85,425,0.002230262977436898,0.0303775081481515
86,430,0.004521544209041797,0.030721357037042322
87,435,0.003337739695514129,0.03108735111111845
88,440,0.0026155739083229884,0.03145334518519458
89,445,0.002919144114013432,0.031804077037048406
90,450,0.0027753499175819756,0.032163188148161534
91,455,0.002534098979716337,0.03252648888890432
92,460,0.001961599293528766,0.032888891851869315
93,465,0.0035478525127061377,0.03323274074076014
94,470,0.0032869063621839703,0.033601128888910356
95,475,0.003981623913267522,0.03395664888891235
96,480,0.0029153717438752114,0.03430349037039578
97,485,0.0038153923698010074,0.03466709037039783
