,X,collisions,max_supported_sensors
0,0,0.0,0.0
1,5,0.0,0.002858524444444424
2,10,0.0,0.005712260740740695
3,15,0.0,0.008585149629629557
4,20,0.0,0.011460432592592495
5,25,0.0,0.01430459259259247
6,30,0.0,0.01718226962962948
7,35,0.0013698630136986301,0.019997700740740566
8,40,0.002508551881413911,0.022892136296296096
9,45,0.0054203678792263885,0.025762631111112565
10,50,0.01198584915557267,0.028611579259263893
11,55,0.007210585858611411,0.0314629214814893
12,60,0.007443985322267857,0.03427595851852948
13,65,0.0068760983795847375,0.037160817777791955
14,70,0.008589094872310868,0.04007680000001743
15,75,0.0026751801437305397,0.042889837037057614
16,80,0.005555014501584445,0.04575075555557933
17,85,0.007620131284992585,0.048602097777804734
18,90,0.008845925612985325,0.051405558518548604
19,95,0.011545434492621694,0.05429041777781109
20,100,0.009002291873532516,0.057180065185221715
21,105,0.014322093143807252,0.06005295407411382
22,110,0.008616423688553655,0.06294260148152445
23,115,0.01173225187763794,0.06577239703708317
24,120,0.00791682299778327,0.06863331555560488
25,125,0.010793955239889366,0.07148705185190436
26,130,0.013099900523770788,0.07431684740746308
27,135,0.015144718817529487,0.0771873422222811
28,140,0.015006933527577693,0.08008417185191397
29,145,0.018263865484437612,0.08289002666673191
30,150,0.015976356513339958,0.08581319111117962
31,155,0.015128434279971065,0.08863819851859017
32,160,0.01872727957643689,0.09150869333340819
33,165,0.013261754148399984,0.09432173037044837
34,170,0.0208704752135389,0.09723292444452505
35,175,0.02023535144311121,0.10006032592599697
36,180,0.015522910458960374,0.10291166814820953
37,185,0.02398332053180609,0.10579413333338496
38,190,0.02259403588795047,0.10866462814819006
39,195,0.017159603814537135,0.11147287703706943
40,200,0.020695141643276176,0.11435294814817079
41,205,0.015115956671221367,0.11727611259260534
42,210,0.01898090138479079,0.12005563259259593
43,215,0.02222569881647054,0.122962038518512
44,220,0.02042928345185674,0.12576789333331734
45,225,0.022584805300266082,0.12870063407404814
46,230,0.026439844958335335,0.1315591585184829
47,235,0.023761600029435524,0.13441768296291767
48,240,0.02218262198301378,0.1372163555555008
49,245,0.030381786513743892,0.14020894814808324
50,250,0.023782914900996537,0.14293579851844437
