,X,collisions
68,680,"[0.21430246189917937, 0.20683296452759337, 0.21305323818139177, 0.21269394457290305, 0.20405975748643398, 0.19526984020635824, 0.2067393126571668, 0.20842408605033005, 0.19802311945049422, 0.19528213376223028, 0.22753326852814, 0.21727327568871907, 0.20983309873315906, 0.22329120713351883, 0.22453835584302423, 0.20992826975933498, 0.2026474530831099, 0.21714496446292075, 0.2040022793550766, 0.19773367305887085]"
69,690,"[0.2154796511627907, 0.23136620322974802, 0.23725846407927334, 0.19958392497440808, 0.20981052353601373, 0.22566795468806763, 0.2171615417643756, 0.2313405737299046, 0.19946492271105826, 0.1940416818046702, 0.22420739762219286, 0.22427466790033707, 0.2313713832738803, 0.2124244525909046, 0.2516919216929121, 0.1835514142215173, 0.2081916894947028, 0.20969232800739468, 0.22977837962810055, 0.21570569975563042]"
70,700,"[0.20244799635404798, 0.2125997069835585, 0.21540916343742877, 0.22525719494725877, 0.21394622045706102, 0.20954458152934666, 0.22648265086908403, 0.2012433276917068, 0.200697227380836, 0.22968220890856994, 0.23111964338008004, 0.2324521422060164, 0.23241430943003158, 0.23912335547740002, 0.21387433703185502, 0.20783534698928582, 0.20697734964852904, 0.21647066488581945, 0.18699768977971562, 0.20984801640251244]"
71,710,"[0.2389491242702252, 0.2247320798305846, 0.225, 0.23029738583081766, 0.21077125525564078, 0.22359849821904182, 0.21390751853159196, 0.22473677452491012, 0.23180913236144113, 0.2178840905442286, 0.2152967230477902, 0.22229354559168085, 0.2471744156177755, 0.21776964325851716, 0.20941501139171453, 0.20658105939004814, 0.2277059333183583, 0.22224718379922334, 0.22205108458477732, 0.20970693031168747]"
72,720,"[0.21779044001266223, 0.23425620881905726, 0.23136075949367088, 0.2205942849909813, 0.22988796759288563, 0.20945539698110818, 0.239741641337386, 0.22032932235592148, 0.21637611921409813, 0.2274223150433517, 0.20922872424597272, 0.2216772151898734, 0.2288100737178473, 0.2327995442749541, 0.20791640278657378, 0.21623160892263882, 0.2202574890076867, 0.229846874209061, 0.23144339682338796, 0.2286781227254027]"
73,730,"[0.24471572637297448, 0.22702162853843513, 0.22024478581241413, 0.23658095119211084, 0.2106560958861352, 0.23379947558996128, 0.21751209614484157, 0.24326941095633706, 0.23093498219973768, 0.24324155584691265, 0.2407239819004525, 0.23942826826451954, 0.22554771861931217, 0.21466916354556803, 0.22302674698043132, 0.22691647150663544, 0.22575109974105387, 0.24189876181268127, 0.22708255276632947, 0.23105493133583022]"
74,740,"[0.21037392964947946, 0.24531846741406924, 0.22122994487728267, 0.23852052600782236, 0.21724541312646226, 0.22124030052962187, 0.23839876828329484, 0.24024634334103157, 0.21999569058392587, 0.22922247882986913, 0.22520165014469554, 0.23610726270742896, 0.20754658863391345, 0.22782549798343646, 0.24417888382407293, 0.2386318155229211, 0.24301194434182982, 0.22658247343292776, 0.2266050808314088, 0.23469262042626587]"
75,750,"[0.23151975683890577, 0.22620132434238502, 0.22371459827397594, 0.25936958570169305, 0.22769539321745472, 0.23684690157958688, 0.2432604929641674, 0.22069950469476435, 0.23951877506379876, 0.22758222384339474, 0.22483966077996292, 0.242142379475956, 0.23289585611860494, 0.21402752042769052, 0.23560129945046604, 0.22504708097928436, 0.2555447529926475, 0.23951750121536217, 0.21846135148274184, 0.2286278681051512]"
76,760,"[0.233767012410816, 0.23130658991425315, 0.24291582956010674, 0.22608017750592185, 0.2234687143799868, 0.24683658170914544, 0.2139087146884184, 0.24141135559685833, 0.2285029222238873, 0.25158232594414615, 0.218034065011395, 0.2521507149066275, 0.23379310344827586, 0.2151211612284069, 0.2454215747984294, 0.21810280233777912, 0.23800245795989328, 0.22700287838810265, 0.22588094167041536, 0.20499370541334452]"
77,770,"[0.24487319859142426, 0.24242962436728532, 0.21773477720575182, 0.22704270367849427, 0.23590684461278963, 0.22545422264307274, 0.23846586369151548, 0.26312986359736074, 0.2359976317347543, 0.2382756987209853, 0.2227908765494187, 0.24112824459111493, 0.23989936362290956, 0.22150232241649656, 0.2321687424193119, 0.24507975968510462, 0.237271086654241, 0.237092954410894, 0.2398248935163275, 0.23702826698238863]"
78,780,"[0.2536955886649138, 0.2532651570489408, 0.22520969108922465, 0.22517233321649727, 0.221284425104407, 0.22237161312951217, 0.23154666277201694, 0.24069044072548848, 0.23799929922915206, 0.23919013673016243, 0.2300476343551828, 0.24839350391400863, 0.24072342663472215, 0.23406182434406592, 0.2558051231124222, 0.23282788441873375, 0.23916218742696893, 0.2226539675119785, 0.23424265436065192, 0.24329059953859183]"
79,790,"[0.23246689553702796, 0.23859274437934716, 0.25002884504442136, 0.26138133979574174, 0.24254312582934287, 0.24272040592746352, 0.21704374927854092, 0.24141510249978376, 0.23128839664272735, 0.24121023333621758, 0.23125504671819125, 0.2477508650519031, 0.23741235536832386, 0.22996133648796815, 0.24390666012864518, 0.24399884593190999, 0.2504181325335948, 0.23997923755695252, 0.24511104701471012, 0.2449427178022105]"
80,800,"[0.24190101718095564, 0.2496510866159674, 0.23681736603709086, 0.23716214291817378, 0.2544776331900111, 0.26071977677808783, 0.25054137223615225, 0.24434505156401345, 0.26073462414578585, 0.25832003647139273, 0.24097174755069492, 0.22342455221117977, 0.25058401230699107, 0.24975795888148528, 0.23471130850700375, 0.23091162817190214, 0.240666381888082, 0.2471807722975282, 0.22076627261073922, 0.24969382814502578]"
81,810,"[0.25634175150458405, 0.23540330745865676, 0.24624345770724296, 0.2353752215875517, 0.2525877587758776, 0.23527259421880717, 0.23887357227254824, 0.2462867109260718, 0.2638818565400844, 0.24045221890994994, 0.2710548523206751, 0.21679934737967313, 0.24541413459374298, 0.23040567152422214, 0.23061563123998088, 0.2206688982025822, 0.2537645303836303, 0.22783812686441154, 0.24149860771242934, 0.2551011792519209]"
82,820,"[0.23639446328311747, 0.2631798233431476, 0.23830567831234886, 0.22502640502529322, 0.25780815827498055, 0.267657682689636, 0.2627189324437031, 0.26533107338353384, 0.2286611634564607, 0.24957607094209547, 0.26534015117830145, 0.2507156554848392, 0.24463090045286584, 0.24607606189404674, 0.23613078867683418, 0.25062517365934983, 0.26656475819899944, 0.2653231410701876, 0.23861551292743954, 0.24687274142436205]"
83,830,"[0.2498283768569624, 0.2539795806345373, 0.24857919446503582, 0.24652567975830816, 0.2550155062162088, 0.26100922468701954, 0.26208260105448156, 0.2683214805458689, 0.2442498764889938, 0.2381971892841458, 0.24642298080355918, 0.2476598314529633, 0.2560674280694048, 0.2523061717548869, 0.25729035092536656, 0.2418297066652032, 0.2537264267479206, 0.2609137334578002, 0.25126924449079285, 0.24068075761734833]"
84,840,"[0.24108257777295183, 0.27077457149056194, 0.2541452956660968, 0.2708678078289884, 0.25416237323065244, 0.2496201844818231, 0.23982207274403972, 0.2638787188457679, 0.25652645861601087, 0.261096039066739, 0.26602268410484614, 0.2768946997233223, 0.24506958196565662, 0.24962026689812303, 0.22441393531582374, 0.2422269249552336, 0.26588905465889057, 0.26351919685253017, 0.23750372921808469, 0.2516820401519262]"
85,850,"[0.24527896995708154, 0.2511463277290644, 0.25117276504490016, 0.2476274730577449, 0.2525398740115266, 0.2512667899943698, 0.2819646639320089, 0.25943699731903486, 0.24641295894011317, 0.2584113026460417, 0.25105937885533447, 0.27241277588564994, 0.24380885943494943, 0.2653887399463807, 0.25008044620830205, 0.26303939962476547, 0.260815954538144, 0.25232542554617343, 0.241856350036194, 0.2747688597078923]"
86,860,"[0.26938148697309894, 0.27289828577484565, 0.24705944685811168, 0.27513844360244827, 0.26702527955906513, 0.2669933774834437, 0.2506557854852813, 0.27169191651658015, 0.27491518235793044, 0.2586517568498596, 0.2785447415140836, 0.28992843890803077, 0.2693662438094229, 0.2563124287947434, 0.2542175375407188, 0.25991469520756616, 0.2718168812589413, 0.2657123923127899, 0.24378610419206106, 0.2564856771868458]"
87,870,"[0.25345658321985964, 0.252434554973822, 0.26851948868398995, 0.27266535690897187, 0.2628394835397952, 0.2502553358648684, 0.26507633088062005, 0.2555995075053048, 0.2532596742943918, 0.2617688642195109, 0.27308679482478654, 0.268320800691697, 0.2419946543682197, 0.27167448319228654, 0.2568756875687569, 0.2478328051750779, 0.23522480295373013, 0.2509957027565245, 0.24192027657011156, 0.2638910709609846]"
88,880,"[0.26659761781460384, 0.2538712517478896, 0.2585595610879636, 0.26205521313513236, 0.2709697455938301, 0.27906796116504856, 0.2505821474773609, 0.263043421972502, 0.2710969645213881, 0.2735370274469187, 0.2745087887338528, 0.2711139896373057, 0.2678349554773245, 0.26289888106092, 0.26281719316416363, 0.2745681953543776, 0.26540284360189575, 0.25059554634904196, 0.27346177750155376, 0.26658553006370084]"
89,890,"[0.28824146847238935, 0.2689815881795601, 0.2457568543122648, 0.26684428959368756, 0.26103430619559653, 0.2745570009218478, 0.26908699882226433, 0.2681871704295295, 0.2512800819252432, 0.2848730028676772, 0.24772145417306707, 0.27823303457106274, 0.2725619750051219, 0.27470558115719407, 0.25250249609585007, 0.2566840811309158, 0.26255696072909734, 0.2599590373783922, 0.25469621743358756, 0.2659686131947467]"
90,900,"[0.27744303797468356, 0.2650574945544805, 0.2849146446481941, 0.28173257050275935, 0.2706856390520559, 0.27840664488844996, 0.27732603794614585, 0.27040299716484406, 0.27389454490199056, 0.2604069016189921, 0.2751689745082652, 0.257220970559198, 0.2649531526968853, 0.27508484019652535, 0.26185895813294185, 0.2782109046727079, 0.27372872771474877, 0.27156678992958816, 0.2882312735741589, 0.25855609558525716]"
91,910,"[0.296111640026056, 0.27748717306970344, 0.28610408791648934, 0.2696778395711208, 0.2722197185919583, 0.25872602533927586, 0.2797185285352966, 0.2598017124831005, 0.2795903548088239, 0.26307615230460923, 0.278754193580692, 0.26990962121022455, 0.27316217908578583, 0.26107856391768064, 0.2719965947218188, 0.257915947035118, 0.26652478718077116, 0.27740497771545897, 0.27008084904007407, 0.27310514059643937]"
92,920,"[0.261482435713224, 0.25910058937150215, 0.26019965815353363, 0.2746885294627598, 0.2569949982667261, 0.27114908370480434, 0.28963860196675834, 0.27554355901144073, 0.27784107797483404, 0.2668895492818227, 0.289589733425825, 0.2906550391437915, 0.2756545215862086, 0.28974022436294294, 0.2875715028601144, 0.2636624882326711, 0.2745651850750706, 0.2852895264996655, 0.2688611482637341, 0.27999009410599307]"
93,930,"[0.2856022354036963, 0.2554411764705882, 0.2542638698294452, 0.27577925896882965, 0.29720922255163795, 0.26523411658050133, 0.2800313541054282, 0.257462137920894, 0.27584854797206226, 0.2920852732173487, 0.2683572216097023, 0.2833312921004287, 0.2756997892053532, 0.2814261210487626, 0.2811841395873156, 0.2553295760842931, 0.26600514516721796, 0.2683631732347106, 0.2919861822279932, 0.27575393811705334]"
94,940,"[0.2718145219964107, 0.2632753018767276, 0.2898550724637681, 0.25683470673776054, 0.28552028518078426, 0.2814378514640295, 0.2782492725509214, 0.30280033943508305, 0.2612236982449336, 0.2730181042631056, 0.26974433539319037, 0.26781082587933, 0.2791836338956758, 0.2718481896175658, 0.25390861713731666, 0.28031717548922136, 0.2921242091484256, 0.2812969514854844, 0.2836609545046901, 0.2719053736335652]"
95,950,"[0.2824491557943208, 0.28570743175166724, 0.27516311648436, 0.2899774504629852, 0.29204155569951296, 0.2702197064184976, 0.29426439897330103, 0.2732025516811358, 0.2754120384809155, 0.2879038641433403, 0.28166582751924046, 0.2824736829484689, 0.28882918755547027, 0.2816600695693895, 0.2933173365326935, 0.26877413474684, 0.2754297221489703, 0.2942050876309669, 0.290015581924967, 0.2783069798689925]"
96,960,"[0.2619025015426971, 0.2878165721202915, 0.2961688188378276, 0.26613018088591367, 0.2807567233971848, 0.2776709629946118, 0.2886619969132138, 0.2931656383483626, 0.2786192488485827, 0.2797388724035608, 0.2806646884272997, 0.3015503691920511, 0.3025794357039463, 0.2870023252503203, 0.2806834361651637, 0.2975102651128569, 0.2714424835514596, 0.28254367641473604, 0.27039533007451, 0.2858160237388724]"
97,970,"[0.28379457783207257, 0.25809255344139065, 0.27671020484871267, 0.27569040015029117, 0.2621972704423199, 0.29085911621678767, 0.29003993422598073, 0.27892115402687717, 0.2952714289070024, 0.2797330952492834, 0.2964180857310628, 0.2646325983733722, 0.2807903763920868, 0.2879296975962781, 0.2953114723292305, 0.29209258606509225, 0.27787826822335504, 0.2735006580184245, 0.27764202810018324, 0.2893482090428655]"
98,980,"[0.2576271974700028, 0.29524629052514073, 0.2943516493742149, 0.30135361428970137, 0.27771061930444485, 0.29943752324284123, 0.28301579547305, 0.29719043631965764, 0.2963393375944218, 0.2901823086224537, 0.290263347511796, 0.28101901352796244, 0.2913334573182072, 0.29227334046611153, 0.2812993772655451, 0.26991284137129573, 0.2973809080759211, 0.2818198734648307, 0.28419633100048824, 0.2728372093023256]"
99,990,"[0.2975615366919715, 0.28044934508874103, 0.2803140180030849, 0.29114477804383865, 0.3016136086366043, 0.27992077931050363, 0.28621403912543153, 0.2894343011074529, 0.2934275000575122, 0.30050871256589096, 0.2882167437792049, 0.28732297063903284, 0.3014316622934217, 0.3037948482060718, 0.2853460972017673, 0.3014550142738742, 0.2934069727304108, 0.3046959482778455, 0.2874660654304514, 0.28805599042269087]"
100,1000,"[0.2864856244589238, 0.29834594003463044, 0.3042824258723249, 0.294415202679609, 0.283403576717166, 0.29856254413741257, 0.26326586433260396, 0.2845035767986513, 0.304536030802178, 0.2954892530713651, 0.2934284607143671, 0.31144627722591817, 0.2962895474113386, 0.313334852974698, 0.27840313539625394, 0.29435750244880293, 0.3084670069267226, 0.29336188436830835, 0.2945519174242942, 0.27760309865573024]"
101,1010,"[0.28952355170546834, 0.29160367353385835, 0.3131532019593237, 0.28768050541516244, 0.2925360341055196, 0.2848118400866348, 0.28948971992146066, 0.28453450065436164, 0.2798754905941264, 0.29537350485217784, 0.30244045470949116, 0.31817566653133034, 0.3044762656443793, 0.29243303017309474, 0.2936198063598817, 0.29961203590923446, 0.2788515753625476, 0.2913705583756345, 0.30441551409038603, 0.3006538895152198]"
102,1020,"[0.30808250094969947, 0.2995666547533953, 0.2986888248564855, 0.3004221859852123, 0.30542091979182956, 0.31786185166148967, 0.28970834730137446, 0.2975382003395586, 0.3240050029034708, 0.3171957731060521, 0.31399660471765545, 0.3054054054054054, 0.27799253681317454, 0.30334919677368904, 0.29819344452890933, 0.29835069056451974, 0.3004960228796139, 0.28799016869623506, 0.30611834610315636, 0.30316165791531674]"
103,1030,"[0.31973617228481, 0.29867486671238636, 0.28956743002544527, 0.2819457354047714, 0.28978039233031827, 0.2965756757952484, 0.29327902240325865, 0.2975806094917953, 0.3071392225835712, 0.3003938575917157, 0.296456849648339, 0.29064442625489456, 0.30146196890274923, 0.3072090605437211, 0.29747437855545966, 0.3080362083084346, 0.28799274432597444, 0.29585406301824213, 0.3246250497721541, 0.3207901955579152]"
104,1040,"[0.30616358815924977, 0.3244273137400902, 0.2916127901115519, 0.3041696794408291, 0.31941430481576466, 0.28200240990250847, 0.30975021910604733, 0.3072574283460426, 0.3100819348902423, 0.3290892356241234, 0.2899572883583397, 0.2973103312216401, 0.3034650429297354, 0.29351184346035014, 0.3117708972897114, 0.2958036594718966, 0.30503123972377505, 0.3022440392706872, 0.3167700501939811, 0.2813040906202756]"
105,1050,"[0.30997222704391597, 0.3107893994313372, 0.2994814830885384, 0.2947713411325505, 0.30627346309919057, 0.29459905353188903, 0.3271579495411849, 0.2926972269874704, 0.30058367869464275, 0.3005923322267786, 0.2994291419765145, 0.3147537426773704, 0.3033525008137138, 0.3241160766609511, 0.3002712379299121, 0.30118234081787615, 0.289957014458773, 0.29460022571403766, 0.2947443798281399, 0.3012325318982727]"
106,1060,"[0.3040383622914158, 0.31051907280780977, 0.3163833308259365, 0.3088567312447589, 0.300477152559859, 0.30514342235410485, 0.31341615440828785, 0.2918646910819122, 0.3090033743847658, 0.29671274697396427, 0.29570135260090746, 0.3078494623655914, 0.31531415301251453, 0.3267482104086502, 0.316338155321024, 0.31087904768044006, 0.3247431543653011, 0.3136163353036002, 0.3116777022959842, 0.30524392864818395]"
107,1070,"[0.2826299876506409, 0.3003960986413391, 0.3024161788185205, 0.30512481894862403, 0.30518360830228847, 0.30340570455512983, 0.3329356371306219, 0.30875399361022365, 0.3256611165523996, 0.3068239904583404, 0.3127089232865629, 0.3263606347853872, 0.3088110041734094, 0.3078758441447775, 0.30315547417280586, 0.3097007773400064, 0.29391467336897487, 0.31354470540638374, 0.3023374632775578, 0.29949962738209307]"
108,1080,"[0.33376921941239746, 0.3216252135940763, 0.3105288694808345, 0.31333333333333335, 0.3105841648910361, 0.30132736826555806, 0.3114069323431995, 0.3078837999198329, 0.2845200650186823, 0.31612481275976284, 0.32365416675459513, 0.2940121529242974, 0.29771878363264187, 0.29105138806851744, 0.3178826110806363, 0.3115715732613099, 0.3261530022363813, 0.2946464369368419, 0.3085070470081863, 0.30855081330829764]"
109,1090,"[0.30309489478193635, 0.30510140079448045, 0.33157069704253317, 0.31764115642703344, 0.32064467578076006, 0.327764651765739, 0.32048333821131414, 0.3114846641159129, 0.3206387692822206, 0.32800969960490833, 0.3067839826116034, 0.32343227424749166, 0.3096472161845845, 0.29922017101879533, 0.2930392976588629, 0.30574140670736805, 0.3086362971170531, 0.33241362011663633, 0.32524505193638054, 0.3048767741800623]"
110,1100,"[0.3075153850935538, 0.32667812687695463, 0.31737184534416313, 0.32231678780725187, 0.30128019223598623, 0.3059059929981563, 0.31577202759535106, 0.3295920480430731, 0.3094295837390962, 0.30840773038921226, 0.3031558022032635, 0.32118889809444906, 0.32914119962705896, 0.30494573771849887, 0.3157654858089911, 0.335716506061548, 0.30939901804396014, 0.31233688222378725, 0.3201980649304908, 0.31942976730693523]"
111,1110,"[0.30924065972436177, 0.2968230513483561, 0.30749964072348024, 0.3210898041309079, 0.30756602573310626, 0.3164107406799146, 0.32095850187881153, 0.33340177819757294, 0.32099601757195056, 0.3023666331410743, 0.32643135645392984, 0.3402036459188701, 0.3058103975535168, 0.31484217871362313, 0.32109508075604903, 0.3146436639967139, 0.3083003141103287, 0.3292292538783551, 0.31121192216109694, 0.3138253104793185]"
112,1120,"[0.32789453339572355, 0.29677931273015806, 0.3342354257808526, 0.3165324220974697, 0.30020147750167897, 0.3206690950530107, 0.3137781576216348, 0.3263487671901701, 0.33257389287821154, 0.332458656251907, 0.33232954198628606, 0.3154029255589689, 0.32903488253839114, 0.34923963274363307, 0.32813930307776806, 0.319226389001871, 0.3138120423108218, 0.3280452335916367, 0.33786861907667276, 0.31465999471125483]"
113,1130,"[0.33057051243269403, 0.32679158514693724, 0.3232019684562946, 0.318041580125426, 0.3284806936183083, 0.3189203354297694, 0.32619081215102097, 0.3357599467623868, 0.3181323114158935, 0.3357066499929406, 0.3169536637496471, 0.3171090553640889, 0.3304244427425531, 0.31804706878819045, 0.31251638930912756, 0.30469931254158017, 0.32505848189078, 0.31960883153543707, 0.32598701455821266, 0.31878883240539013]"
114,1140,"[0.3294559699404405, 0.3205404973215, 0.3276830511523777, 0.33349322460726705, 0.3206058063098164, 0.31579052568458926, 0.32584966013594563, 0.3360252668612322, 0.31965870034369753, 0.31356643356643354, 0.3379110444777611, 0.3256976093387703, 0.3326734653069386, 0.3205189716524729, 0.316983470248446, 0.3302752293577982, 0.2906590990846956, 0.31440279860069964, 0.3283573141486811, 0.3256664401902402]"
115,1150,"[0.32379688150100056, 0.3357629535731263, 0.3281745402663285, 0.3194738822970109, 0.32462309566733366, 0.32199762187871583, 0.32827542490392614, 0.3150855920114123, 0.3445761166818596, 0.3090588608096332, 0.34630928325210986, 0.3298262299629475, 0.31171610295428875, 0.32119854937476466, 0.31855198240504073, 0.3227986050566696, 0.31844029244516653, 0.3393942995226494, 0.3236623067776457, 0.31433553961396693]"
116,1160,"[0.3149159333752357, 0.3303736298275252, 0.33887480595020536, 0.3210153042179918, 0.33717092337917487, 0.35024643116617904, 0.31584220659306117, 0.3218137880901393, 0.30900377121307354, 0.3225515033680944, 0.32684373894935365, 0.33196423307457995, 0.3148897708963729, 0.31917652143165837, 0.3320892590555512, 0.32187272834436825, 0.3304265849634692, 0.3054251075786454, 0.3252077235852207, 0.32432166925359057]"
117,1170,"[0.3259510313796529, 0.36022196261682243, 0.3362159635386234, 0.3208421790701751, 0.3266867880440074, 0.32600989443340733, 0.3250146113383986, 0.3138072054527751, 0.33454687043706804, 0.31044491195262586, 0.33004283489096575, 0.31996882914474967, 0.3209075859382608, 0.32325436408977554, 0.32600568557965653, 0.33769546844267884, 0.3286345670839742, 0.33704583511819, 0.3379497068505425, 0.33664543028035926]"
118,1180,"[0.34766907419566645, 0.3334298789318195, 0.3246249203498813, 0.34522844011895104, 0.35115093465162983, 0.32846222153584803, 0.32245481229723466, 0.32977326277569624, 0.34600899978755867, 0.33324963785610817, 0.3382903936034609, 0.32964994977204237, 0.35615512379775194, 0.34348816556623807, 0.33689292266100224, 0.32835878525783346, 0.32651760889712694, 0.3342796994804643, 0.33420254582681425, 0.31887695991349346]"
119,1190,"[0.3245526648530595, 0.3438768476679176, 0.35312817173825617, 0.3247650582808582, 0.3329246801011417, 0.33721464685153973, 0.33465433729634525, 0.3289413206679945, 0.3312458105908264, 0.3490389033542656, 0.347339793925001, 0.33136060675706736, 0.33874674429293705, 0.3390265385057251, 0.3203425878024947, 0.33051756503083934, 0.3089676826466534, 0.3396096308924091, 0.33217144827057876, 0.3161049406357717]"
120,1200,"[0.3334851936218679, 0.3268460326200467, 0.3360929667324928, 0.3344915978353745, 0.33344728046186567, 0.34019522199855673, 0.3395438056710919, 0.3252842796666477, 0.3285548825640344, 0.35384118908863116, 0.33031425045096363, 0.3385573982257176, 0.3355288133019513, 0.33182664185057165, 0.3302062364692924, 0.33289653600729263, 0.31944549943030764, 0.3326368575010447, 0.35682417937083516, 0.3270942880464701]"
121,1210,"[0.33477753079908074, 0.3397544533574361, 0.33176355347926006, 0.33415557271169527, 0.332623926472804, 0.34241362420406163, 0.3331889163071938, 0.34588151105419757, 0.3364910166107951, 0.3366034609373529, 0.3249726961171996, 0.35481015519059816, 0.34468021011805017, 0.3405200820984051, 0.3309360644626854, 0.3506901941583021, 0.34495613209323345, 0.33408641626659136, 0.3457006249529403, 0.33397363465160074]"
122,1220,"[0.32562656407574797, 0.34459825515141324, 0.3365021852004034, 0.3343542242474042, 0.3290250280164363, 0.3354312180181526, 0.3321067672824402, 0.33633986928104576, 0.32561832175147576, 0.34197007341540414, 0.3354066270686242, 0.3427781617138908, 0.3437091533778989, 0.3543899615341524, 0.3387482261557995, 0.3445622945921721, 0.3386949130377926, 0.3288991854121516, 0.348754714163026, 0.35844898111656925]"
123,1230,"[0.34918958970084285, 0.34165724977306833, 0.33763707765263784, 0.3489427941367233, 0.33586017718797495, 0.3465051223624002, 0.33599422136612833, 0.3360502380379008, 0.33765752409191996, 0.335063009636768, 0.3530207310521148, 0.3366316452646988, 0.3408560311284047, 0.3527580648149864, 0.35714550303748704, 0.336013189337384, 0.3310973575955231, 0.33113539544360066, 0.35712433313574393, 0.347312484956211]"
124,1240,"[0.3406736702909198, 0.3663333578413352, 0.34790996784565914, 0.3596404147363777, 0.3446134626690182, 0.33884692433515284, 0.3486277321274288, 0.3592297232736761, 0.36459672974462615, 0.33141512382563293, 0.3576508204854922, 0.3613806793118659, 0.35978835978835977, 0.3250886638857752, 0.3511418125700428, 0.35733318632045136, 0.3374430398353668, 0.3428539920599912, 0.34638565286097533, 0.33536137048746417]"
125,1250,"[0.35546034639927077, 0.34411072815799554, 0.35218841715733634, 0.33945037722783106, 0.3498167496307642, 0.3417599241789086, 0.35144795389889855, 0.3480687164897691, 0.3506872288453826, 0.35922630984066795, 0.32250829656102986, 0.355360300417449, 0.34670408776949574, 0.3473379144414268, 0.3470143130640897, 0.34329718399708375, 0.3552857090763228, 0.34805512011957274, 0.32643573381950775, 0.3417502278942571]"
126,1260,"[0.3391452187596086, 0.35097936373008265, 0.3614516654008897, 0.3565448529012893, 0.3605427408412483, 0.3445700334569129, 0.35169345943111335, 0.346231037662502, 0.3438506350182726, 0.331084868980234, 0.34625748232272996, 0.3358354737184821, 0.3548883060504658, 0.3568111594962326, 0.346154541673448, 0.359594863447278, 0.33832968701972627, 0.3445680687471732, 0.3518903574592728, 0.34613854223186835]"
127,1270,"[0.37097526831544564, 0.3703936273278553, 0.3476123847450938, 0.36693099860059564, 0.3567853619158669, 0.3355876865671642, 0.350843200574094, 0.36319265001435547, 0.3424618200742961, 0.35526174159520646, 0.36004735341070115, 0.3466692979780764, 0.3419296987087518, 0.3512883083327352, 0.35297495155386494, 0.3608295509588992, 0.34887350218841934, 0.35668778377990346, 0.3418762002189558, 0.3473767315007536]"
128,1280,"[0.34318873600455685, 0.34946236559139787, 0.3368767806267806, 0.3532563230870548, 0.3651104426605913, 0.3602805069058807, 0.35545428652805466, 0.3360984032611211, 0.36041585074945703, 0.35576204208052975, 0.35186602359892505, 0.3502775603159917, 0.34093983624065505, 0.34632913195186216, 0.3673549305802777, 0.33928062678062676, 0.3453690844995193, 0.3476968002706505, 0.3765780523851071, 0.36812032751868995]"
129,1290,"[0.37069224383092225, 0.3543811929279192, 0.348127870010597, 0.3433497623968767, 0.36066239429408753, 0.3461266734960613, 0.3442457863679729, 0.35446370205473404, 0.37362870316391966, 0.3629103501890526, 0.3498039769717091, 0.3474305297931351, 0.3480772288071223, 0.3598544401066968, 0.35449006622516555, 0.36511693633858544, 0.3559797965526985, 0.3668032063279071, 0.36310333256803773, 0.36821458863443596]"
130,1300,"[0.3501594980194202, 0.3632188743405024, 0.360217315106905, 0.35330401107470166, 0.34696417303512583, 0.3717515114343293, 0.3623442401724531, 0.3555999719475419, 0.3639915892763273, 0.3563516545148626, 0.3663080050469648, 0.3523938034487593, 0.3556898817345598, 0.3756353184478951, 0.3707132337471071, 0.3518326993531649, 0.3698800673306214, 0.36867934449215667, 0.3448233562315996, 0.3462111518168592]"
131,1310,"[0.3661927715036456, 0.35739130434782607, 0.3626117507913869, 0.36428633556579976, 0.36198709363204673, 0.35910055302424265, 0.3521913043478261, 0.34484078649730293, 0.36190161424993045, 0.35421560950143566, 0.3648446470199367, 0.34803187972018235, 0.35880358229719156, 0.3628252400166968, 0.34891610703225584, 0.3567837447593201, 0.3618731191399795, 0.3596625500086972, 0.3520641603312399, 0.3719304347826087]"
132,1320,"[0.3528995268193279, 0.3765749594394007, 0.3577975317165789, 0.34208936676964496, 0.36156514835079484, 0.3638231384126655, 0.36847919903331605, 0.35529245266736853, 0.35224447513812157, 0.36978474391949046, 0.3533228639964105, 0.3599157647627432, 0.37728944052201835, 0.3547813476511921, 0.3606857379624674, 0.369108049311095, 0.3591934676403059, 0.3546945115636866, 0.35783459061955153, 0.3562093195904767]"
133,1330,"[0.35865188561246, 0.3541627400921817, 0.3625773072244779, 0.3632111034955449, 0.36488384842047555, 0.37667077935430804, 0.36699684672333427, 0.3491783333618932, 0.3645772644710237, 0.37150933698817884, 0.3587284187448616, 0.3618213600219358, 0.37206194750907967, 0.3587868616638696, 0.3587652882935352, 0.35115406364056956, 0.3753233626287026, 0.3642482786969479, 0.37072008774034343, 0.3626211763093892]"
134,1340,"[0.3598211097318346, 0.3710140983996871, 0.3592634156294634, 0.3659896320217558, 0.368671585461222, 0.3665516127386802, 0.36881482741030436, 0.37254901960784315, 0.34719317041647535, 0.3634292321294974, 0.35305820537672805, 0.36949054550401306, 0.36044434615450044, 0.3778061224489796, 0.3695093954595698, 0.3546116174670113, 0.34328307467405533, 0.36818931370382335, 0.3702097259784661, 0.37247968447179625]"
