,X,collisions
608,608,"[0.1923955796965724, 0.17225992725636508, 0.16105219769925433, 0.21016911020285725, 0.20689396777819408, 0.1888659793814433, 0.195246307265502, 0.1905082968123759, 0.17730390136041674, 0.1855878824235153, 0.17725313846730373, 0.16379310344827586, 0.21016148975233243, 0.1869891263592051, 0.19362092875079645, 0.199992501218552, 0.18234610917537747, 0.21515287769784172, 0.17720712277413309, 0.20847698995652825]"
609,609,"[0.20006733754816505, 0.20476832098210945, 0.1998502713831181, 0.19506994838033964, 0.18849852209376286, 0.2278272584387396, 0.17537159758882773, 0.19332884601002168, 0.1835734331150608, 0.19320308406317838, 0.199962602842184, 0.18679591302069687, 0.19669186438140857, 0.2084253058475813, 0.19511465230239777, 0.2213780455855384, 0.19327668176543256, 0.19830876300231984, 0.20617746162485961, 0.1919479158871511]"
610,610,"[0.1880112044817927, 0.20752812768661458, 0.19627250317472175, 0.20947863758589783, 0.17501587657364862, 0.19612165595576148, 0.19822916277505884, 0.2047517651014233, 0.20757886876983386, 0.20134428678118, 0.19808676805799486, 0.20764231286418647, 0.17830992229527795, 0.21252102410764342, 0.1996115344389661, 0.2063812299185534, 0.19979822135864286, 0.1880721946115616, 0.20251840227179316, 0.1818962619963404]"
611,611,"[0.19124174717445633, 0.1943315308595935, 0.18145537279474844, 0.16815215364534775, 0.20742121946671638, 0.18915289641538288, 0.18944226823353852, 0.19294187868387674, 0.19267901740783538, 0.20420039541910695, 0.1829095518604131, 0.17659772684926403, 0.21558025059665872, 0.20549376726132718, 0.20113314447592068, 0.19267355541463052, 0.18252695191554444, 0.19591973743100105, 0.19271940621386743, 0.19767268387289275]"
612,612,"[0.20899854862119013, 0.19879361060431172, 0.17786134485069627, 0.16461824953445064, 0.20871960981421497, 0.19243525246879076, 0.19579378373348222, 0.19865921787709498, 0.21353584989948626, 0.20230201892274455, 0.18081304444940807, 0.19909131535826008, 0.19080245764289705, 0.18925259747514245, 0.20873967095957716, 0.16790794667461087, 0.18414779499404052, 0.19239506908495027, 0.23804736371760502, 0.18900509919231773]"
613,613,"[0.18715125362696228, 0.1887346999516351, 0.19569660708313205, 0.2163990484686292, 0.18227113854391314, 0.20828063388140763, 0.18725380899293942, 0.20855953000669294, 0.1743848955623281, 0.1840246803449301, 0.19197888789771037, 0.16572553681551377, 0.17220611197858576, 0.1775655792524337, 0.20484122852680894, 0.1920374707259953, 0.20023040618380467, 0.19731025002786343, 0.18567974707085735, 0.2034654569792519]"
614,614,"[0.19994805580290886, 0.1756169975876786, 0.18529782657072918, 0.1951916298742255, 0.16719875269136536, 0.2001409966235019, 0.16884418380224187, 0.18553832455294206, 0.20814009572218306, 0.1920365147691851, 0.18206461195692536, 0.20311919792053473, 0.1997624967528853, 0.1801714858394269, 0.20447118241235887, 0.196392116105564, 0.20640397744137726, 0.18527315914489312, 0.18374164810690424, 0.19679370616395145]"
615,615,"[0.19942935487456923, 0.17820351293263173, 0.1964742046590867, 0.18610081541882875, 0.186767976278725, 0.17673643267271716, 0.204579982954756, 0.1963001408763995, 0.17691309987029832, 0.18658071208921492, 0.2176056338028169, 0.201193078661677, 0.21902679464848238, 0.17837957989108288, 0.16707407407407407, 0.18981618737029352, 0.1816160118606375, 0.18664098099507279, 0.176973781661976, 0.18023191197717928]"
616,616,"[0.1745532576121943, 0.20095428317798492, 0.18636296405857122, 0.20244831539627944, 0.19140047323277137, 0.22499260136134952, 0.18812907045589106, 0.18149861239592968, 0.21198668146503885, 0.18319707003070548, 0.19600591715976332, 0.19786234698028773, 0.20559952659220357, 0.19268599319627275, 0.23652772127085106, 0.15739644970414202, 0.1899338042232166, 0.1898088229856155, 0.17839576938722682, 0.17515440659787715]"
617,617,"[0.19417870202785062, 0.19587705039160633, 0.18444272160076788, 0.20872262638945308, 0.18923309825351697, 0.19569471624266144, 0.18771936306203127, 0.19246676514032496, 0.1941163443082829, 0.18443878492599564, 0.1993128417319344, 0.18443984934642937, 0.1911161983532105, 0.21808176681316246, 0.20560230292294066, 0.19889258028792914, 0.1729667812142039, 0.18245937961595274, 0.22801122516800826, 0.1972288934047663]"
618,618,"[0.20331047703310476, 0.20823039197610532, 0.19230202035098068, 0.18091026349732817, 0.18730872755429373, 0.19523704195237043, 0.2209765452131583, 0.18407373271889402, 0.19694735289780269, 0.22277921120530778, 0.18881763231608434, 0.20035408675125405, 0.1923629796174118, 0.20993802567507747, 0.205191548984182, 0.18063850180638502, 0.23377485887171162, 0.1807726334414627, 0.1856784475761824, 0.2018220042046251]"
619,619,"[0.20293857711003094, 0.19023959368444296, 0.19185040674347553, 0.18670152056257133, 0.1804063006035625, 0.2276641153959376, 0.21913069081005485, 0.2078624802149667, 0.19357808299885848, 0.2113013068286398, 0.18696404254536086, 0.20125161052825327, 0.1807743265125865, 0.20770420564189437, 0.17399786505687045, 0.1997275104024745, 0.18210933186085035, 0.1904972213021236, 0.19174953959484345, 0.229025610833088]"
620,620,"[0.2016019399639931, 0.20423544983271444, 0.2157943067033976, 0.19951499118165786, 0.2188292360268989, 0.21256340513122104, 0.20612537181888288, 0.1639711828273175, 0.19331005329902592, 0.17712543169961056, 0.21404411764705883, 0.18495516683815963, 0.18820328013532397, 0.2073986908876958, 0.1997941781828874, 0.18813191661458142, 0.19958840174929257, 0.18654906284454245, 0.19788986103962944, 0.22217322603167602]"
621,621,"[0.20588451096925672, 0.19416905338914592, 0.21198224309351726, 0.20088041085840058, 0.1878876858139108, 0.20090268604139147, 0.20897384158197893, 0.16390795316915624, 0.1815213004072946, 0.16209174311926605, 0.21528975667045913, 0.18476106584452764, 0.19644101999633096, 0.17481106464157312, 0.1910652668673372, 0.2234585582608057, 0.2039647577092511, 0.21540776627761873, 0.2105823212123436, 0.18627343090862405]"
622,622,"[0.1750448504375206, 0.19887113326491718, 0.19264307173737819, 0.21341977072116616, 0.18585303280190582, 0.18428958745511834, 0.1811684503738455, 0.20697742597478747, 0.1971506006445942, 0.20531232826525003, 0.17972383987107643, 0.22314261628120075, 0.20550203304150336, 0.1991795472859131, 0.17656106940120858, 0.20035902696365768, 0.17350342754499798, 0.22604872687305366, 0.19559006666178302, 0.22148905751677114]"
623,623,"[0.18591971897983828, 0.19703622392974754, 0.19564184124894884, 0.17753490752247972, 0.2003804228546346, 0.20372130428425209, 0.21482889733840305, 0.19722892447174087, 0.2036928702010969, 0.1923484876193263, 0.16975884656200826, 0.19199824458747805, 0.19393429428550524, 0.19524332235638492, 0.22114997989545637, 0.19547249853715623, 0.2020630624039798, 0.20853288487551638, 0.20337308846125704, 0.18722563652326601]"
624,624,"[0.19811665085042704, 0.1758277903662013, 0.2029520295202952, 0.21089354862278073, 0.20620664476086162, 0.20024099025084893, 0.21111435665254857, 0.19158724942490962, 0.22231963470319635, 0.20488570802599868, 0.24459617350664525, 0.22084657244074357, 0.19035097330265513, 0.17893391748813436, 0.19355309750666227, 0.16466332980161485, 0.18208050259332312, 0.20803066252965868, 0.21255068122876866, 0.19336814812109704]"
625,625,"[0.20260460365520008, 0.20749489647127442, 0.1980028426691935, 0.18837726493856866, 0.1772382618839312, 0.2009550193190931, 0.19968622300058378, 0.223689008825031, 0.19632438739789965, 0.20420070011668612, 0.18835666375036453, 0.19795010213014297, 0.20120995663107255, 0.1869533527696793, 0.19160258045704706, 0.19626713327500728, 0.20102133868320263, 0.19790033900776438, 0.19480093335277818, 0.20907168380368993]"
626,626,"[0.22931605576384087, 0.18824643169239733, 0.17668899242865463, 0.21718238077903168, 0.2164317710040424, 0.18964262318946065, 0.17699533935333528, 0.19909041295251956, 0.19425638785761082, 0.19935960411890988, 0.21506589965775869, 0.1863530439848529, 0.19598063130301815, 0.19584850691915515, 0.18480634828188702, 0.20222715528221552, 0.20101873749317808, 0.21188291830493666, 0.20873839432004368, 0.19442825928623453]"
627,627,"[0.21324999091470728, 0.19731870367679116, 0.2100559471045557, 0.2148411948542772, 0.19585605234460196, 0.1910631180919139, 0.19112144440004358, 0.18601185066705442, 0.2229852481651043, 0.21502562425035437, 0.18956553353935648, 0.19883678662304616, 0.17318313953488373, 0.18305713039686, 0.20689529899004577, 0.17836894897514174, 0.1925818181818182, 0.2003779344429101, 0.19587104277977682, 0.2007702368841738]"
628,628,"[0.19518124750535215, 0.19733691314128146, 0.2051375081634134, 0.21631527379613166, 0.18283744557329462, 0.17797932160348268, 0.19238586049212456, 0.20657737122944572, 0.21123693379790942, 0.1891803635572004, 0.2127721335268505, 0.22581347263031887, 0.19875167833944188, 0.20024681499764074, 0.1891529113005623, 0.18740928882438315, 0.19707579000834452, 0.19232304175887965, 0.2191005118153109, 0.1889763779527559]"
629,629,"[0.20950449145175312, 0.2080495580350674, 0.18077745172626164, 0.22543478260869565, 0.16805626042195315, 0.18580897533413018, 0.2318336593494168, 0.20310970968794173, 0.20181791844716448, 0.1808734067207416, 0.20466480750425556, 0.20162954915806627, 0.20791218345831974, 0.20953725830979797, 0.21094570611032634, 0.1969927536231884, 0.1697880818692266, 0.19992753623188406, 0.19521739130434781, 0.182433900760594]"
630,630,"[0.22206153512419105, 0.18859871229110903, 0.2090734778047104, 0.19014543086607336, 0.21543024559626722, 0.19829208279056304, 0.20146904512067157, 0.19623023769038747, 0.1933535835683807, 0.22046218943257026, 0.20255408436437305, 0.2122286541244573, 0.20603759942154737, 0.19795357581893122, 0.20582383794537892, 0.1853635573580533, 0.18850117519435908, 0.19473474849021805, 0.18994393199493578, 0.21198640046296297]"
631,631,"[0.19964613273633278, 0.18337125726875428, 0.21034955943954933, 0.18840736728060672, 0.19610816274955775, 0.18340611353711792, 0.2056243456914913, 0.20265144673626415, 0.18178864136910133, 0.20706961294049683, 0.1947151830192766, 0.200801762432735, 0.22297663332009102, 0.1975954942595133, 0.19439427869681428, 0.19428798382437898, 0.20239858396850052, 0.19278979879348337, 0.19934994582881907, 0.2168135201502239]"
632,632,"[0.20389540126239855, 0.2022990162516666, 0.19110164904557428, 0.2129162462159435, 0.2053767703340661, 0.1892827521546284, 0.19733141002524343, 0.18154933641084825, 0.21626883969135358, 0.210086154067986, 0.19239922117256797, 0.20062707222142137, 0.19737364262780044, 0.20359022420878092, 0.2084836242966383, 0.2099628735176441, 0.2130367379312831, 0.18962658592848905, 0.2115183623454788, 0.2022054848823381]"
633,633,"[0.2033678756476684, 0.18129097327281896, 0.18748199366176893, 0.20472299218834372, 0.1878015410095773, 0.21622789642381243, 0.18758774613916987, 0.189056875449964, 0.1987620110123439, 0.18323797185936883, 0.21939455023217308, 0.21107391006948195, 0.212977291539209, 0.17961742137685074, 0.2001512750324161, 0.19851563625882693, 0.2221582112123285, 0.22379083084236684, 0.19376664507305838, 0.20173543601929864]"
634,634,"[0.18234109864825998, 0.18271028037383177, 0.2140392495147725, 0.17339419862693647, 0.17942635324563294, 0.18078913324708926, 0.19360057522919288, 0.2219986345179489, 0.18893760782058655, 0.20453483775917208, 0.17925952552120777, 0.2156306144448437, 0.19054806828391735, 0.19968372627947095, 0.19633159503686387, 0.2093156986774008, 0.2095730918499353, 0.18922999496728737, 0.20646551724137932, 0.21561578833848588]"
635,635,"[0.19826380170032643, 0.18549081515499427, 0.1977816863491152, 0.17287892376681616, 0.21987011589106958, 0.21219730941704035, 0.19656892653339555, 0.19490400143549255, 0.2058411969430591, 0.19497577606316166, 0.2168609865470852, 0.18048675425371527, 0.17458266020463112, 0.22774408841364957, 0.1964599863569454, 0.18868195356514875, 0.20152145830343046, 0.17611822518741704, 0.18673985577440533, 0.20136322869955156]"
636,636,"[0.20884397620583386, 0.1882567887081751, 0.22133820736121565, 0.1979009957733362, 0.1962764052989617, 0.18833727344365642, 0.22280739466895957, 0.19462943071965627, 0.18810923165137614, 0.19151680160492943, 0.20885735784155648, 0.2071548912069398, 0.22114316430747177, 0.21514315404737164, 0.2118953780007166, 0.20403627630211132, 0.18354770520583283, 0.23360934867548483, 0.1883891775667443, 0.19926886961508136]"
637,637,"[0.19128848835961806, 0.21011589640864214, 0.21784551536617652, 0.20367654947963235, 0.20383624391640423, 0.1944384797079665, 0.20850332832295468, 0.18803204807210816, 0.211552217453505, 0.2066139365090727, 0.21589607787002577, 0.22721419373300902, 0.21648489182907205, 0.2117419908466819, 0.19428244302121722, 0.2174908752594289, 0.19603563633761495, 0.19125272681758038, 0.2161891476195586, 0.2210413311862587]"
638,638,"[0.2079522720777365, 0.21895097899099614, 0.200157210232957, 0.20192926045016077, 0.1968776793369534, 0.1986643811156346, 0.20187189654556495, 0.18936580488501642, 0.18768977958775407, 0.1674642857142857, 0.23158835090226906, 0.20325, 0.2174456385903524, 0.20169297806986214, 0.1925632233176168, 0.21903911412752278, 0.20794025157232704, 0.20332750187439752, 0.21608596315864628, 0.1857449088960343]"
639,639,"[0.20283136611632135, 0.20611830142261203, 0.20919950080228206, 0.2014126712328767, 0.19536293918316391, 0.18747101423424067, 0.22808956713969908, 0.1829685606330648, 0.1904744928879541, 0.1903284476302557, 0.19982874879588997, 0.19036239121129975, 0.17959503778696706, 0.22326842142806191, 0.2031612373782424, 0.2019470793809286, 0.21575269200599015, 0.2152435979741779, 0.1984523215177234, 0.1795027289266222]"
640,640,"[0.1967248131007476, 0.17933195641336086, 0.18240068346860316, 0.21090300526990458, 0.2105768888572547, 0.19635418521023962, 0.19341050756901157, 0.20908961491921133, 0.21684772929652715, 0.1884883886593532, 0.21379482249047466, 0.17648105952720022, 0.20569496351663996, 0.22141153859842688, 0.21995158074622614, 0.2201766255964675, 0.22156967431927388, 0.22591669633321468, 0.216894489534387, 0.21539666156529166]"
641,641,"[0.17755580833214843, 0.19310834813499111, 0.213124666548106, 0.21491805027198066, 0.21458022321745931, 0.20361218757777225, 0.18395874088564823, 0.18853303949098923, 0.21637468462385842, 0.18993419882624935, 0.199174847062171, 0.18990401706363313, 0.21476319158014506, 0.19921083502186201, 0.19008029560150644, 0.2099164741425271, 0.19145985920500605, 0.19774593806662638, 0.2134835453834672, 0.20555200113741381]"
642,642,"[0.19293700088731144, 0.216040616345949, 0.20054691384331275, 0.21306939123031077, 0.22830369502715367, 0.1990058583348127, 0.20816181689141236, 0.19904187366926898, 0.2036346856919746, 0.21312406789290533, 0.18823236986009517, 0.19734412725465134, 0.20816471423500177, 0.21474222411589264, 0.2146609868654597, 0.20814559903501614, 0.19427678761627495, 0.19126575537014023, 0.2268451134225567, 0.20983490147345996]"
643,643,"[0.21561470035794025, 0.18011762205059165, 0.2218875146188468, 0.21899362154500354, 0.19252985577093448, 0.17391304347826086, 0.2001275374641301, 0.19234720992028342, 0.22042667800694593, 0.19820650054939212, 0.2202374623427255, 0.20331111741349972, 0.221946639265847, 0.2063379532806352, 0.2017643307588748, 0.16921331584358493, 0.2035015593989226, 0.17846252038862492, 0.22205288154816757, 0.19561210746437938]"
644,644,"[0.21837493361656932, 0.19690163760478194, 0.22300452872912538, 0.19820266062836117, 0.20478347013869233, 0.18890894291679938, 0.21824807188848794, 0.1765538722922271, 0.22145916669616625, 0.2044167610419026, 0.21852664354964263, 0.20597289550971304, 0.21087279677213847, 0.19842870793077821, 0.22493014042658555, 0.22765550916424881, 0.20720912116705617, 0.21379285941757192, 0.20002831257078144, 0.21679113722436555]"
645,645,"[0.19955497474658285, 0.19812087174596446, 0.19939203280195114, 0.21488654838481658, 0.20888826085420567, 0.2164646000494857, 0.19305688125287235, 0.21369272618080334, 0.24439889744858295, 0.20914871070293184, 0.19642604887696002, 0.1996820349761526, 0.1965648854961832, 0.20402105932652556, 0.18702951051422512, 0.21035895986433012, 0.2116811532753869, 0.20541361885578996, 0.2055926278995869, 0.19492124037578584]"
646,646,"[0.19317620492555218, 0.18553647614682134, 0.205725769488418, 0.23182731986033225, 0.18228615753472957, 0.19606390858110254, 0.20519608881358326, 0.21142312848373668, 0.18548444005363066, 0.19164844466389222, 0.21774876499647142, 0.19918154236929372, 0.2068259626583842, 0.18666854864321253, 0.1915156216940546, 0.21618570521413957, 0.2053316407489686, 0.21317720090293454, 0.19932277521075095, 0.1958093759920985]"
647,647,"[0.20828489908062983, 0.1882680187317348, 0.19886563799055873, 0.19428108603021446, 0.2159295154185022, 0.19573104152724455, 0.20350864832493748, 0.2022958554878693, 0.21302984390965787, 0.20951206623216487, 0.22357952545236923, 0.21455992674250696, 0.2175368139223561, 0.22669155718361453, 0.21114359173035607, 0.19740131694777985, 0.20973875079219773, 0.21723506200676437, 0.18508997429305912, 0.20531971111502553]"
648,648,"[0.21090589270008794, 0.20960990537831087, 0.2080593551109392, 0.21226829868805178, 0.20154738878143133, 0.23105874076679564, 0.21130722171436608, 0.17873852323495268, 0.2202370484999824, 0.22648475684799044, 0.18793976920911906, 0.18764068655036578, 0.1971028760284087, 0.20157519074575436, 0.21402953586497891, 0.2142153759583597, 0.21093914878649314, 0.20466457944911529, 0.1832676333943404, 0.18957212670955947]"
649,649,"[0.1891502808988764, 0.19992276907954784, 0.21684757789721432, 0.20928599023636427, 0.20897408889825153, 0.19546682572541316, 0.19699364310048115, 0.19058823529411764, 0.2107498946777138, 0.19060986735911292, 0.19827313888596398, 0.18762727336563442, 0.21072218516307972, 0.2076617858773131, 0.20143935404598912, 0.2138669475162366, 0.22453207851950696, 0.19670518809933613, 0.20754783219238196, 0.209472981987992]"
650,650,"[0.19509288468279004, 0.20392706872370267, 0.19475510991129966, 0.19975473020322354, 0.21339410939691444, 0.21667017322392876, 0.18880358958179969, 0.21645689443606914, 0.19183029453015427, 0.20563074118224528, 0.21011495864292723, 0.18729847189120988, 0.20402722233915666, 0.2132463798604537, 0.2089102316940657, 0.1918614839998598, 0.1979250639655112, 0.1872896803140774, 0.19345112887393073, 0.19643796234617678]"
651,651,"[0.19612167034197908, 0.17936513491757952, 0.2070063694267516, 0.21438576831489004, 0.19030451522576128, 0.2084164828624444, 0.20822829131652662, 0.22544869327922193, 0.19785796786951804, 0.1977871923251987, 0.2069025867198712, 0.20693758969512407, 0.22063197676453092, 0.19930669841381002, 0.19462147209188319, 0.211484593837535, 0.21161724029270684, 0.21631267714055774, 0.22390148334732718, 0.2191819167920501]"
652,652,"[0.24319882509266383, 0.2034674403159845, 0.2327134167657135, 0.20338923829489866, 0.20678688753756902, 0.22044494115181784, 0.22360465522664524, 0.18388595786310752, 0.19747003529370655, 0.20831295843520783, 0.1976029072611643, 0.21458522608148717, 0.19472212513107306, 0.1975964225824483, 0.1990491505278613, 0.1941978329255505, 0.20981659388646287, 0.19151612565079143, 0.23723303855430108, 0.2080391471513457]"
653,653,"[0.19717965723061887, 0.20004190822099602, 0.2027867020533594, 0.19412257434036018, 0.217004500575655, 0.22301706389363854, 0.20960485474139434, 0.21857446882740816, 0.20012571149212557, 0.2140738931723825, 0.20776454980274411, 0.21729265568277017, 0.19107435709550227, 0.20923742412614246, 0.22006630605478975, 0.20629602484905596, 0.20956036287508722, 0.21402909065541176, 0.21677077153924, 0.20169503348214285]"
654,654,"[0.2031342503917813, 0.19960970170058545, 0.19371472371263326, 0.17991704715764525, 0.19687837508274397, 0.22136659813930798, 0.20317128419585292, 0.2336875108866051, 0.20289198606271777, 0.1986272733607414, 0.207566889632107, 0.18937652385928247, 0.21802021610317185, 0.23473049719521968, 0.22729964125248162, 0.190726677349683, 0.1893266450691469, 0.22288380514641876, 0.2088631850329234, 0.2042381151540499]"
655,655,"[0.22111706197398623, 0.18610879243183082, 0.219315335374339, 0.2148099196549685, 0.1902657946006123, 0.21923478260869564, 0.20080726538849647, 0.21309022582553325, 0.19345859429366735, 0.20407098121085596, 0.2116214335421016, 0.2102094787389519, 0.1872368558404955, 0.2193025198385076, 0.22100062626122052, 0.19505408507530173, 0.18282673714961398, 0.2057462868273679, 0.22555737191749853, 0.1842562960901628]"
656,656,"[0.20085440400111143, 0.20823345492443981, 0.19338263375342846, 0.20218940052128584, 0.20396817123597066, 0.21887264265620116, 0.19770186766645836, 0.2114716509171762, 0.22379711655376064, 0.22231872980578815, 0.19178653324994788, 0.20727260097940473, 0.1977495311523234, 0.21763295932191615, 0.21606696304529036, 0.21007994438651373, 0.20692770037869576, 0.2147942351102622, 0.19787396651149863, 0.21143690939410784]"
657,657,"[0.19446662269587253, 0.21103017689906348, 0.20645877415102848, 0.21261836217959834, 0.20035374904626482, 0.20805299299438162, 0.20210920696593354, 0.20795032779492872, 0.21882369260646414, 0.21282424746844222, 0.2173083593479015, 0.20646705755820005, 0.19305059472205846, 0.21563117910292434, 0.19574187731890844, 0.20067932898932483, 0.19591383676159424, 0.19890327282823725, 0.2096550288054418, 0.22312816598431753]"
658,658,"[0.22892859616316918, 0.20153803519467922, 0.21714285714285714, 0.2031255414255518, 0.22599632976697484, 0.19846931707992796, 0.1970919162194911, 0.2001523915076369, 0.20207020702070208, 0.17893752597312648, 0.22012121212121213, 0.22722389714800567, 0.2076491373934733, 0.2091041363541883, 0.20028399251922144, 0.21533984618582416, 0.1910384708611794, 0.19095755729419095, 0.22602099137483114, 0.1819284204691127]"
659,659,"[0.21205627181915593, 0.1955123772645554, 0.21968177101349015, 0.21390781147342577, 0.20441110381304664, 0.2229173867957138, 0.2197870575221239, 0.20427019170876878, 0.20442046279962645, 0.21936622154569985, 0.2164609907013723, 0.2013761626499775, 0.20113432009959883, 0.19056845310175413, 0.20909405255878286, 0.22556780862170292, 0.21509838503302556, 0.2074734695288465, 0.1968029894124974, 0.2091663784157731]"
660,660,"[0.2177486187845304, 0.194896232604717, 0.22511046672190002, 0.19946147473073736, 0.2103245856353591, 0.21173099495960782, 0.20102896999413003, 0.18880949915432674, 0.21313399854987397, 0.21602679187957463, 0.22081822889694458, 0.20554711246200608, 0.23294669980668323, 0.22676425908023753, 0.2130377736344175, 0.20867704414454838, 0.21778314917127073, 0.2224675683135523, 0.19647172547124214, 0.23138013190152273]"
661,661,"[0.20236453881152627, 0.18122586872586874, 0.19036127964699393, 0.22912500861890644, 0.2297166884952092, 0.20661356504948106, 0.20255128426133426, 0.1978355276762942, 0.19791882020536145, 0.20217129071170084, 0.19185966363385717, 0.20990419739472052, 0.197799924135315, 0.22655630281082945, 0.20829884105960264, 0.2070404082195559, 0.2249810331747017, 0.20232309654292904, 0.1978006825467958, 0.1901920888367762]"
662,662,"[0.19874664279319607, 0.22765935466097317, 0.22767165720185856, 0.21428325589399416, 0.21277693683775972, 0.2138873588543101, 0.20806085220623666, 0.20951692318286677, 0.22312484940277444, 0.22919677885608095, 0.2079231775314931, 0.20625301287790096, 0.19288885829346367, 0.21392675203084124, 0.197115219112534, 0.22019200991018892, 0.17193042879283624, 0.19912615681012832, 0.1914168702894311, 0.21115853238796722]"
663,663,"[0.20936705381073467, 0.20471655952421877, 0.20171791788352517, 0.21531429356978382, 0.21373835950654616, 0.20029556311647248, 0.1974986256184717, 0.21666380347019412, 0.2180993609565038, 0.20631810525592106, 0.18810996563573884, 0.20500137400384721, 0.19837012585104188, 0.2108284633894809, 0.19249939843937988, 0.2093111149287064, 0.1940683208467936, 0.1944234339544798, 0.20334788437081086, 0.2108520734474933]"
664,664,"[0.20730117340286833, 0.21202455671022397, 0.20432246998284734, 0.21614940950288383, 0.22677970755817944, 0.23138425639969804, 0.21023000343288706, 0.19062982666895487, 0.1982835564709921, 0.22857240929530087, 0.201372683596431, 0.2027931235631198, 0.19851678912312024, 0.2163423590377158, 0.22091068181038329, 0.20897264270758248, 0.21508216969156346, 0.19077524966539688, 0.2029701272421717, 0.19825603350612792]"
665,665,"[0.21007539410555176, 0.20280079435732384, 0.23237964707897893, 0.19649218964099754, 0.21011139674378748, 0.2132237067488866, 0.21155954501850074, 0.21773861766319255, 0.22047783909779592, 0.22215369856442937, 0.20268741644671442, 0.2011986301369863, 0.20565966631265203, 0.205484147386461, 0.21155427631578946, 0.17559370823481033, 0.20104877129245638, 0.1875428493075552, 0.19664268585131894, 0.2055226283874062]"
666,666,"[0.19318531695802402, 0.22491017964071855, 0.2111639686505356, 0.2083504449007529, 0.1947363017214826, 0.200677478957093, 0.20677502138579984, 0.20391472470314478, 0.21592308745039004, 0.21267277952648145, 0.21296613068764966, 0.21736303596482223, 0.1858779278509147, 0.24132621638267296, 0.20972873122840624, 0.2156835910770494, 0.2050790608528989, 0.2038874820340839, 0.22175474602360185, 0.220446847093441]"
667,667,"[0.20638879398701743, 0.2302959874222435, 0.2108050847457627, 0.21549661631006903, 0.21679994532157748, 0.20209713778263544, 0.2557138464692016, 0.21875533403884886, 0.1852990402022065, 0.2123065359253818, 0.2199371412954359, 0.21240691398510625, 0.22145908081325816, 0.22728204427439191, 0.22154686699675602, 0.23209834386204542, 0.2107186774149474, 0.20951828206616366, 0.224116722476594, 0.19883820263112933]"
668,668,"[0.19292198484745068, 0.21531900375298532, 0.21378628193321736, 0.23900208184021024, 0.21512639443250434, 0.21352301026848156, 0.22105873524797054, 0.22417027663130606, 0.20313192999215313, 0.19555949660652774, 0.18111175488224668, 0.1985544797490795, 0.25099778270509976, 0.2049839776368719, 0.21504128847335016, 0.22579434149005154, 0.20317882601725842, 0.18968635882734378, 0.23046222070612316, 0.19854696773313324]"
669,669,"[0.19989104899390556, 0.21652644844851665, 0.1968173918969571, 0.2237626460469394, 0.19853542234332425, 0.18656945248884194, 0.19378340652980627, 0.21209542932988462, 0.20268383229454037, 0.2120458956113173, 0.21618768727867066, 0.21343146274149033, 0.21064105184276857, 0.22821237611960632, 0.2115554949921646, 0.19100817438692097, 0.20863579047813788, 0.2135558583106267, 0.2131035891847715, 0.19410762942779292]"
670,670,"[0.21575563794686894, 0.1920930865541644, 0.1933761773606719, 0.22045717395741207, 0.2053941908713693, 0.21020949530676097, 0.2235153990131019, 0.19652333650836848, 0.212886106953327, 0.20717687074829932, 0.2232425262728293, 0.22172330509915977, 0.21445578231292517, 0.21743272207668493, 0.20713581170708478, 0.2041427162341417, 0.1935110869269487, 0.18325853393172856, 0.2008910352333016, 0.20417191275053595]"
671,671,"[0.20940736967227033, 0.21390483306728256, 0.1861230863233647, 0.2272696407958172, 0.2034998301053347, 0.2307640090961545, 0.20538777728708768, 0.20349804720665648, 0.2022277311780487, 0.2066999287241625, 0.19493971811852606, 0.20196291516674592, 0.1919668624588327, 0.21716983054300948, 0.2233128417620487, 0.20654535578489952, 0.20973820922888867, 0.1874299684221249, 0.19935472915605365, 0.20228878022276556]"
672,672,"[0.19442466171533218, 0.21411860441460687, 0.20613975576662144, 0.22114438829155786, 0.21828478415680425, 0.1958703465111548, 0.2033289264042849, 0.2001221705636814, 0.20489856842390936, 0.19890139698901396, 0.22579770099352345, 0.23594248117750796, 0.21670566690405943, 0.21552601234484162, 0.217021420824295, 0.19638558301969958, 0.21212121212121213, 0.2035692474723485, 0.2345440363550039, 0.2094088118576807]"
673,673,"[0.19263973998713477, 0.22693114887279128, 0.20302024784993566, 0.21371486623772434, 0.20744428639165483, 0.24290744126210306, 0.19435322793594909, 0.212009347376977, 0.21659157887605435, 0.2001151254528832, 0.22672764227642275, 0.20891025424015708, 0.22394828578197448, 0.20590625846654023, 0.21790923550712377, 0.18983441129660356, 0.20019647030927137, 0.2102874944973079, 0.18984943326002368, 0.22839150895487018]"
674,674,"[0.22044901271301054, 0.19540735229463288, 0.20716458262926665, 0.2353935623478496, 0.18365621935963755, 0.2162171297235179, 0.2208174165849701, 0.20121724429416737, 0.22804111163702753, 0.21308537616229925, 0.22207950243374797, 0.2086730034164327, 0.19984447900466562, 0.1953521412624315, 0.1954434829637642, 0.1835299685609006, 0.21027911063053323, 0.20870682948279945, 0.20163008556258244, 0.2265184033528239]"
