,X,collisions
333,333,"[0.09310707313410423, 0.07208289532962907, 0.06607598738549332, 0.09623179702747335, 0.09310707313410423, 0.07508634930169696, 0.10211743505030785, 0.057065625469289685, 0.11112779696651148, 0.07508634930169696, 0.07808980327376483, 0.07507507507507508, 0.0810932572458327, 0.07808980327376483, 0.08408408408408409, 0.14416579065925814, 0.08409671121790059, 0.08710016518996846, 0.11413125093857937, 0.07808980327376483]"
334,334,"[0.06288366521934421, 0.06887258571642461, 0.059889204970804015, 0.09582272795328642, 0.0718562874251497, 0.08983380745620602, 0.059889204970804015, 0.10480610869890702, 0.08083832335329341, 0.08983380745620602, 0.08683934720766581, 0.11977840994160803, 0.07486150621350501, 0.10480610869890702, 0.09282826770474623, 0.09582272795328642, 0.09282826770474623, 0.08683934720766581, 0.10480610869890702, 0.09881718820182663]"
335,335,"[0.08656716417910448, 0.11046424839528288, 0.07165248544558889, 0.09255112703388566, 0.10747872816838334, 0.08658008658008658, 0.09850746268656717, 0.09255112703388566, 0.11643528884908196, 0.08658008658008658, 0.08060904612628751, 0.09553664726078519, 0.08060904612628751, 0.07774958961349053, 0.08358208955223881, 0.08956560680698612, 0.08956560680698612, 0.08359456635318704, 0.03881176294969398, 0.07762352589938797]"
336,336,"[0.08036910254502158, 0.08036910254502158, 0.09822890311058192, 0.09227563625539514, 0.08929900282780176, 0.09822890311058192, 0.10418216996576872, 0.09227563625539514, 0.08036910254502158, 0.08632236940020836, 0.08334573597261498, 0.10418216996576872, 0.08929900282780176, 0.07739246911742818, 0.08334573597261498, 0.0744158356898348, 0.05953266855186784, 0.11311207024854888, 0.0744158356898348, 0.08929900282780176]"
337,337,"[0.10090517880991245, 0.10387297818667458, 0.07122718504229114, 0.0860661819261018, 0.06825938566552901, 0.10090517880991245, 0.10090517880991245, 0.08903398130286393, 0.09496958005638818, 0.0771627837958154, 0.08903398130286393, 0.10387297818667458, 0.08903398130286393, 0.09793737943315031, 0.10387297818667458, 0.10684077756343671, 0.11289126242397271, 0.09200178067962606, 0.08309838254933967, 0.08013058317257753]"
338,338,"[0.10946745562130178, 0.09172954579079745, 0.09185031800029582, 0.09172954579079745, 0.05326231691078562, 0.08581151057848795, 0.07693445776002367, 0.07397544015386892, 0.10060659860926173, 0.0887705281846427, 0.08285249297233319, 0.08284023668639054, 0.07693445776002367, 0.08285249297233319, 0.09172954579079745, 0.09763313609467456, 0.09468856339695221, 0.07988165680473373, 0.0887705281846427, 0.09764758100310697]"
339,339,"[0.10916064316270836, 0.08850862959138515, 0.061946902654867256, 0.07965776663224665, 0.06785661602006196, 0.09735949255052367, 0.09145891724443134, 0.07965776663224665, 0.08850862959138515, 0.08850862959138515, 0.0737571913261543, 0.10326006785661603, 0.07669616519174041, 0.09735949255052367, 0.10916064316270836, 0.08555834193833899, 0.07670747897920047, 0.0944092048974775, 0.10916064316270836, 0.07965776663224665]"
340,340,"[0.09118988086483307, 0.07942344462420944, 0.1088395352257685, 0.1088395352257685, 0.09118988086483307, 0.06470588235294118, 0.09413148992498897, 0.1147227533460803, 0.1088395352257685, 0.1058979261656126, 0.1117811442859244, 0.10001470804530078, 0.08530666274452126, 0.08236505368436535, 0.08236505368436535, 0.07647058823529412, 0.08236505368436535, 0.1147227533460803, 0.07942344462420944, 0.07059861744374173]"
341,341,"[0.08505645989147968, 0.09972136676932102, 0.07919049714034315, 0.08505645989147968, 0.10558732952045755, 0.07039155301363836, 0.08505645989147968, 0.08212347851591142, 0.0762575157647749, 0.08505645989147968, 0.09972136676932102, 0.09678838539375274, 0.08505645989147968, 0.0762575157647749, 0.09972136676932102, 0.06452559026250183, 0.07624633431085044, 0.0762575157647749, 0.08798944126704795, 0.1173192550227306]"
342,342,"[0.07603450796900131, 0.0847953216374269, 0.09942974119023248, 0.0789589121216552, 0.0789589121216552, 0.1286549707602339, 0.07311010381634742, 0.06726129551103963, 0.07311010381634742, 0.07018569966369352, 0.0906565287322708, 0.07602339181286549, 0.08480772042696301, 0.09942974119023248, 0.07018569966369352, 0.06432748538011696, 0.1023541453428864, 0.1023541453428864, 0.08188331627430911, 0.09650533703757859]"
343,343,"[0.07872867764980318, 0.08164455459979589, 0.09622393934975944, 0.09342661419618131, 0.09039218544977402, 0.06998104679982504, 0.07581280069981047, 0.09330806239976673, 0.09620991253644315, 0.08164455459979589, 0.06998104679982504, 0.07580174927113703, 0.0874763084997813, 0.10205569324974487, 0.0845604315497886, 0.10497157019973757, 0.09039218544977402, 0.0874763084997813, 0.09330806239976673, 0.0874763084997813]"
344,344,"[0.09885157726413724, 0.07268498328245385, 0.09885157726413724, 0.10175897659543538, 0.09012937927024277, 0.10175897659543538, 0.07849978194505015, 0.10175897659543538, 0.06977758395115569, 0.07849978194505015, 0.07268498328245385, 0.07849978194505015, 0.09883720930232558, 0.07849978194505015, 0.11629597325192616, 0.09302325581395349, 0.09012937927024277, 0.09594417793283908, 0.08722197993894461, 0.09594417793283908]"
345,345,"[0.0840701550949413, 0.0869691259602841, 0.08695652173913043, 0.0927670676909697, 0.06957530076822728, 0.06377735903754167, 0.07827221336425569, 0.09855072463768116, 0.10146398028699811, 0.08986809682562691, 0.08115942028985507, 0.0869691259602841, 0.0927670676909697, 0.10436295115234091, 0.08117118422959849, 0.07537324249891289, 0.08117118422959849, 0.06086956521739131, 0.09856500942165532, 0.10146398028699811]"
346,346,"[0.0924989160283278, 0.08093655152478682, 0.06937418702124584, 0.09538950715421304, 0.10984246278363925, 0.07226477814713109, 0.07226477814713109, 0.07515536927301633, 0.08093655152478682, 0.08671773377655731, 0.11851423616129499, 0.07804596039890158, 0.07515536927301633, 0.08093655152478682, 0.07804596039890158, 0.0924989160283278, 0.09828009828009827, 0.10117068940598352, 0.09828009828009827, 0.06937418702124584]"
347,347,"[0.09223231013114282, 0.09223231013114282, 0.054762934140366044, 0.06052745352356247, 0.04899841475716962, 0.09223231013114282, 0.10376134889753567, 0.09799682951433925, 0.07493875198155354, 0.08070327136474996, 0.12681942643032137, 0.10664360858913388, 0.12681942643032137, 0.06052745352356247, 0.07205649228995532, 0.09511456982274102, 0.07782101167315175, 0.11240812797233031, 0.08935005043954461, 0.08646779074794639]"
348,348,"[0.08621928437993964, 0.10633711740192556, 0.08621928437993964, 0.07759735594194568, 0.09484121281793362, 0.09482758620689655, 0.11783302198591751, 0.07759735594194568, 0.07472337979594769, 0.08621928437993964, 0.08334530823394166, 0.0977151889639316, 0.11208506969392154, 0.07472337979594769, 0.09484121281793362, 0.09484121281793362, 0.07184940364994971, 0.08047133208794367, 0.09484121281793362, 0.07184940364994971]"
349,349,"[0.09169054441260745, 0.08595988538681948, 0.08883794239862444, 0.1117638630176243, 0.10316664278549935, 0.07737498208912452, 0.07737498208912452, 0.07450924201174954, 0.09743516263074939, 0.11462960309499928, 0.10030090270812438, 0.07450924201174954, 0.09743516263074939, 0.05444906147012466, 0.08597220232124947, 0.09169054441260745, 0.07450924201174954, 0.09170368247599943, 0.08883794239862444, 0.08597220232124947]"
350,350,"[0.0800114302043149, 0.0885840834404915, 0.09715673667666809, 0.0885840834404915, 0.10858694099157022, 0.10001428775539363, 0.06858122588941278, 0.1057293899128447, 0.0800114302043149, 0.0885840834404915, 0.10858694099157022, 0.11715959422774683, 0.10858694099157022, 0.09429918559794256, 0.08286898128304043, 0.12287469638519788, 0.09144163451921702, 0.10858694099157022, 0.09715673667666809, 0.0800114302043149]"
351,351,"[0.09401709401709402, 0.09972930616896994, 0.09972930616896994, 0.11112694115970936, 0.11112694115970936, 0.09118107992591537, 0.09403048867360023, 0.08547008547008547, 0.09403048867360023, 0.11397634990739422, 0.11967516740276393, 0.1111111111111111, 0.09687989742128508, 0.09118107992591537, 0.07123521869212139, 0.09403048867360023, 0.11397634990739422, 0.1025787149166548, 0.08548226243054566, 0.1025787149166548]"
352,352,"[0.1136525074584458, 0.07955675522091206, 0.08523938059383435, 0.09092200596675665, 0.10228725671260122, 0.10796988208552351, 0.0880806932802955, 0.0880806932802955, 0.09944594402614007, 0.07671544253445092, 0.09375, 0.11081119477198466, 0.06819150447506749, 0.09944594402614007, 0.08239806790737321, 0.07103281716152862, 0.07103281716152862, 0.07955675522091206, 0.09376331865321778, 0.08239806790737321]"
353,353,"[0.12183028757614393, 0.1048307125655192, 0.11899702507437314, 0.06799830004249893, 0.1048307125655192, 0.09349766255843604, 0.12466355007791471, 0.09349766255843604, 0.09916418756197762, 0.11616376257260236, 0.09066440005666525, 0.07083156254426973, 0.09348441926345609, 0.10766397506728999, 0.09066440005666525, 0.08499787505312367, 0.08216461255135288, 0.10199745006374841, 0.07083156254426973, 0.10766397506728999]"
354,354,"[0.09887005649717515, 0.08758299194801526, 0.08475773414324057, 0.09605876536233932, 0.09323350755756463, 0.10170928097188868, 0.09040824975278994, 0.09323350755756463, 0.09605876536233932, 0.10735979658143806, 0.098884023167114, 0.10170928097188868, 0.09040824975278994, 0.07344632768361582, 0.0847457627118644, 0.10170928097188868, 0.08475773414324057, 0.0791072185336912, 0.0791072185336912, 0.10735979658143806]"
355,355,"[0.08170164811945345, 0.11550922665164108, 0.09015354275250036, 0.09297084096351599, 0.09578813917453162, 0.09578813917453162, 0.09015354275250036, 0.059163262431328356, 0.09015354275250036, 0.06761515706437526, 0.09578813917453162, 0.11269192844062544, 0.10424003380757853, 0.1014227355965629, 0.08451894633046908, 0.09860543738554726, 0.08170164811945345, 0.09015354275250036, 0.09578813917453162, 0.09015354275250036]"
356,356,"[0.08147211687034696, 0.10675656693355809, 0.08428150021070376, 0.09831460674157304, 0.1011378002528445, 0.0898876404494382, 0.07865168539325842, 0.10956595027391487, 0.09551903357213092, 0.08709088355106054, 0.10675656693355809, 0.09270965023177413, 0.11235955056179775, 0.08709088355106054, 0.08709088355106054, 0.12080348363534205, 0.1011378002528445, 0.10956595027391487, 0.1320410169967692, 0.07585335018963338]"
357,357,"[0.11766353831068777, 0.08684689732455526, 0.10365597422608208, 0.09805294859223981, 0.09244992295839753, 0.09525143577531867, 0.09525143577531867, 0.08404538450763412, 0.0896484101414764, 0.08684689732455526, 0.07844235887379185, 0.09244992295839753, 0.11766353831068777, 0.07282913165266107, 0.10085446140916095, 0.1120605126768455, 0.0896484101414764, 0.08404538450763412, 0.12057134855062317, 0.07844235887379185]"
358,358,"[0.09498533314708758, 0.09498533314708758, 0.12290502793296089, 0.11174745076127951, 0.05028635284257578, 0.09498533314708758, 0.09498533314708758, 0.12012850956837547, 0.06984215672579969, 0.06984215672579969, 0.09777901941611956, 0.09497206703910614, 0.08939796060902361, 0.07541899441340782, 0.0893854748603352, 0.09777901941611956, 0.1005586592178771, 0.09498533314708758, 0.08939796060902361, 0.07822321553289566]"
359,359,"[0.10865022983702466, 0.11143613316617913, 0.09193480986209779, 0.09472071319125226, 0.10865022983702466, 0.07800529321632539, 0.09193480986209779, 0.07800529321632539, 0.07800529321632539, 0.10029251984956122, 0.09193480986209779, 0.1030784231787157, 0.10586432650787017, 0.08357709987463435, 0.09750661652040674, 0.08636300320378883, 0.08913649025069638, 0.08636300320378883, 0.1030784231787157, 0.10586432650787017]"
360,360,"[0.10557021808584525, 0.09445756355049312, 0.083344909015141, 0.11390470898735935, 0.0666759272121128, 0.07778858174746492, 0.08612307264897902, 0.1000138908181692, 0.08612307264897902, 0.0916793999166551, 0.10834838171968329, 0.09723572718433116, 0.11390470898735935, 0.0750104181136269, 0.083344909015141, 0.06111959994443673, 0.10557021808584525, 0.10279205445200722, 0.07778858174746492, 0.1000138908181692]"
361,361,"[0.09141274238227147, 0.08588447153345338, 0.09419587200443275, 0.10527773929907189, 0.09142540518077295, 0.08588447153345338, 0.10527773929907189, 0.10250727247541211, 0.08865493835711317, 0.11081867294639147, 0.08588447153345338, 0.11358913977005125, 0.0831140047097936, 0.09419587200443275, 0.07757307106247403, 0.06649120376783488, 0.09696633882809254, 0.09696633882809254, 0.07203213741515445, 0.07757307106247403]"
362,362,"[0.05801906340654787, 0.09669843901091311, 0.11051250172675783, 0.09116022099447514, 0.08841000138140627, 0.10774968918358889, 0.06907031357922365, 0.07735875120873048, 0.06354468849288576, 0.09668508287292818, 0.11327531426992679, 0.10498687664041995, 0.07735875120873048, 0.12156375189943362, 0.08841000138140627, 0.0718331261223926, 0.08564718883823733, 0.08012156375189944, 0.102224064097251, 0.09393562646774416]"
363,363,"[0.09092161454745833, 0.09918721586995453, 0.10756094201900565, 0.09092161454745833, 0.08816641410662626, 0.06888001102080177, 0.07163521146163383, 0.07990081278413004, 0.09090909090909091, 0.09643201542912247, 0.08265601322496212, 0.10194241631078661, 0.09092161454745833, 0.07714561234329798, 0.11571841851494696, 0.08265601322496212, 0.08816641410662626, 0.1184573002754821, 0.09918721586995453, 0.07163521146163383]"
364,364,"[0.0989146860832532, 0.11265283692814947, 0.10166231625223245, 0.0989146860832532, 0.06593406593406594, 0.09615384615384616, 0.06869075422448138, 0.12639098777304575, 0.0796812749003984, 0.0741860145624399, 0.09616705591427394, 0.10990520675917022, 0.08517653523835692, 0.12089572743508724, 0.10166231625223245, 0.09067179557631543, 0.0989146860832532, 0.10715757659019096, 0.08242890506937767, 0.11265283692814947]"
365,365,"[0.09590354843129195, 0.12604466365255515, 0.11782435950130155, 0.09590354843129195, 0.11782435950130155, 0.11234415673379915, 0.10138375119879435, 0.11782435950130155, 0.07398273736128237, 0.07672283874503356, 0.09042334566378955, 0.10686395396629675, 0.08768324428003836, 0.09042334566378955, 0.10960405535004795, 0.09316344704754076, 0.10960405535004795, 0.09042334566378955, 0.10686395396629675, 0.08220304151253596]"
366,366,"[0.08469945355191257, 0.09017625358655554, 0.10110670856674409, 0.09564148107664981, 0.09564148107664981, 0.07651318486131985, 0.07924579860636699, 0.12021857923497267, 0.060117502391037025, 0.09290886733160268, 0.08197841235141413, 0.12570023227216834, 0.07924579860636699, 0.09290886733160268, 0.09564148107664981, 0.08471102609646126, 0.09290886733160268, 0.09564148107664981, 0.09016393442622951, 0.1229676185271212]"
367,367,"[0.0872053413271563, 0.11445701049189262, 0.08448017441068266, 0.08175500749420903, 0.11718217740836626, 0.1307901907356948, 0.1035563428259981, 0.07630467366126176, 0.0953808420765772, 0.07630467366126176, 0.08448017441068266, 0.09265567516010356, 0.0681198910081744, 0.059953672162419945, 0.09810600899305083, 0.08175500749420903, 0.07630467366126176, 0.11445701049189262, 0.10628150974247173, 0.10628150974247173]"
368,368,"[0.1087104226117679, 0.10055714091588532, 0.07337953526294333, 0.08425057752412013, 0.09240385922000272, 0.1032749014811795, 0.08153281695882593, 0.13055291400624916, 0.08968609865470852, 0.09240385922000272, 0.08425057752412013, 0.1114281831770621, 0.08425057752412013, 0.08425057752412013, 0.09783938035059112, 0.09783938035059112, 0.1250169860035331, 0.09512161978529692, 0.06794401413235494, 0.08968609865470852]"
369,369,"[0.08673261959615124, 0.07859078590785908, 0.09757419704567015, 0.09215340832091069, 0.1138365632199485, 0.08944301395853096, 0.08673261959615124, 0.1138365632199485, 0.09215340832091069, 0.09757419704567015, 0.08672086720867209, 0.07589104214663234, 0.09215340832091069, 0.09215340832091069, 0.06775985905949315, 0.08673261959615124, 0.08944301395853096, 0.09757419704567015, 0.09486380268329042, 0.08944301395853096]"
370,370,"[0.07568590350047304, 0.0945945945945946, 0.07838897148263278, 0.09190431139343154, 0.0918918918918919, 0.1000135153399108, 0.0892012434112718, 0.10271658332207055, 0.12434112717934856, 0.08379510744695229, 0.09731044735775105, 0.11893499121502905, 0.10540540540540541, 0.12434112717934856, 0.06217056358967428, 0.09731044735775105, 0.09190431139343154, 0.09190431139343154, 0.11351351351351352, 0.09190431139343154]"
371,371,"[0.12670171182100012, 0.10783124410297884, 0.11322280630812778, 0.10783124410297884, 0.0835692141798086, 0.11591858741070225, 0.1024396818978299, 0.1024396818978299, 0.11861436851327672, 0.11320754716981132, 0.12670171182100012, 0.09435233859010649, 0.09433962264150944, 0.12129380053908356, 0.09165655748753201, 0.08626499528238307, 0.09704811969268096, 0.07278608976951072, 0.09164420485175202, 0.09974390079525543]"
372,372,"[0.09947573598601962, 0.09947573598601962, 0.07527893534077161, 0.08334453555585428, 0.1075413362011023, 0.09141013577093696, 0.08602150537634409, 0.11560693641618497, 0.08333333333333333, 0.0887216023659094, 0.1263610700362952, 0.1075413362011023, 0.12367253663126765, 0.08603306896088184, 0.11291840301115741, 0.08065600215082673, 0.11021505376344086, 0.11829546982121253, 0.1075413362011023, 0.10485280279607474]"
373,373,"[0.0911650355275506, 0.1126156321222684, 0.0911650355275506, 0.10993430754792868, 0.08310991957104558, 0.11797828127094785, 0.09652768467623006, 0.09920900925056979, 0.10725298297358896, 0.09384636010189033, 0.06435178978415337, 0.09652768467623006, 0.09651474530831099, 0.08312106180453144, 0.09920900925056979, 0.09652768467623006, 0.09652768467623006, 0.1126156321222684, 0.10457165839924923, 0.08312106180453144]"
374,374,"[0.08557293755849713, 0.10429201764941837, 0.11766278914293354, 0.0989437090520123, 0.10160427807486631, 0.08824709185720016, 0.10696617194812141, 0.09092124615590319, 0.0989437090520123, 0.1444043321299639, 0.11766278914293354, 0.10964032624682445, 0.08824709185720016, 0.11231448054552748, 0.12033694344163658, 0.09626955475330927, 0.13103356063644872, 0.10964032624682445, 0.08289878325979409, 0.10160427807486631]"
375,375,"[0.0986798239765302, 0.12001600213361782, 0.07200960128017068, 0.109347913055074, 0.06933333333333333, 0.10134684624616616, 0.0826776903587145, 0.08012265031329156, 0.0986798239765302, 0.10134684624616616, 0.08001066808907854, 0.12268302440325377, 0.07734364581944259, 0.08534471262835044, 0.14135218029070543, 0.09601280170689425, 0.1146819575943459, 0.09333333333333334, 0.11201493532470996, 0.12266666666666666]"
376,376,"[0.10905705545950259, 0.10373719909562441, 0.10373719909562441, 0.10372340425531915, 0.11171698364144168, 0.09043755818592898, 0.10373719909562441, 0.07713791727623354, 0.08776595744680851, 0.08245777364011171, 0.10372340425531915, 0.07979784545817263, 0.10638297872340426, 0.11703684000531986, 0.10107727091368533, 0.09840425531914894, 0.07713791727623354, 0.09840425531914894, 0.09575741454980716, 0.09841734273174624]"
377,377,"[0.07162753680859531, 0.10346199761241544, 0.10346199761241544, 0.08488063660477453, 0.0955033824114604, 0.11672635628067383, 0.11142061281337047, 0.0955033824114604, 0.1193792280143255, 0.12203209974797719, 0.09815625414511209, 0.08488063660477453, 0.07693328027589866, 0.09019763894415705, 0.08223902374320202, 0.09815625414511209, 0.10611486934606712, 0.10611486934606712, 0.07427055702917772, 0.10346199761241544]"
378,378,"[0.0846672840322794, 0.0767297261542532, 0.09788359788359788, 0.1005423997883318, 0.09525069453631432, 0.09789654716232306, 0.08994708994708994, 0.09525069453631432, 0.06614631565021828, 0.0926048419103056, 0.06350046302420956, 0.09525069453631432, 0.10583410504034925, 0.10318825241434051, 0.11641751554438418, 0.11112581029236672, 0.08731313665828813, 0.08995898928429687, 0.10052910052910052, 0.07143802090223575]"
379,379,"[0.08972159915556142, 0.10819369309935348, 0.1213880459163478, 0.09236046971896028, 0.10291595197255575, 0.08970976253298153, 0.1213880459163478, 0.1055548225359546, 0.10817941952506596, 0.08708272859216255, 0.1134714342261512, 0.09236046971896028, 0.1055548225359546, 0.08180498746536483, 0.10027708140915688, 0.10819369309935348, 0.10291595197255575, 0.1213880459163478, 0.08972159915556142, 0.10291595197255575]"
380,380,"[0.11842105263157894, 0.0868421052631579, 0.0894854586129754, 0.08158968285300698, 0.0921173838662982, 0.12370048690617186, 0.1342281879194631, 0.07369390709303855, 0.11054086063955784, 0.10264508487958941, 0.10264508487958941, 0.11843663639952626, 0.12106856165284906, 0.094749309119621, 0.08157894736842106, 0.11843663639952626, 0.07369390709303855, 0.09738123437294381, 0.10790893538623503, 0.12370048690617186]"
381,381,"[0.11550072187951174, 0.09187557422233888, 0.07612547578422366, 0.08136482939632546, 0.07350045937787111, 0.10762567266045413, 0.06825042656516603, 0.10500065625410158, 0.11287570547315921, 0.1260007875049219, 0.12337577109856937, 0.09975062344139651, 0.08400052500328127, 0.10500065625410158, 0.11287570547315921, 0.09187557422233888, 0.11287570547315921, 0.10762567266045413, 0.10236220472440945, 0.11812573828586428]"
382,382,"[0.08639874329100668, 0.06807173713836889, 0.11258018065191779, 0.10996203691582668, 0.08388954325350086, 0.08116245581882445, 0.11258018065191779, 0.0916350307631889, 0.11519832438800891, 0.08116245581882445, 0.12305275559628223, 0.10210760570755334, 0.1099476439790576, 0.10996203691582668, 0.07592616834664223, 0.11781646812410002, 0.0916350307631889, 0.10210760570755334, 0.09425317449928002, 0.09947643979057591]"
383,383,"[0.07833920877399138, 0.12012012012012012, 0.0835509138381201, 0.08617312965139053, 0.10445227836532184, 0.10967489228358794, 0.09400705052878966, 0.10967489228358794, 0.0966183574879227, 0.1070635853244549, 0.09400705052878966, 0.1018409714061888, 0.12273142707925316, 0.07833920877399138, 0.11489750620185403, 0.08356182269225748, 0.08617312965139053, 0.08095051573312442, 0.1070635853244549, 0.10967489228358794]"
384,384,"[0.10678473759604115, 0.09636671441593958, 0.0885531970308634, 0.0885531970308634, 0.10418023180101575, 0.085948691235838, 0.09897122021096497, 0.10938924339106655, 0.11720276077614272, 0.09376220862091418, 0.09897122021096497, 0.10418023180101575, 0.09636671441593958, 0.07292616226071102, 0.085948691235838, 0.10157572600599037, 0.085948691235838, 0.08334418544081261, 0.11199374918609194, 0.10157572600599037]"
385,385,"[0.09092089881802831, 0.11170281854786336, 0.09611637875048708, 0.09610389610389611, 0.11430055851409274, 0.11170281854786336, 0.08572541888556956, 0.08572541888556956, 0.08832315885179894, 0.12728925834523963, 0.1065073386154046, 0.1065073386154046, 0.0935186387842577, 0.08312767891934017, 0.09871411871671645, 0.1065073386154046, 0.1065073386154046, 0.09611637875048708, 0.11170281854786336, 0.08312767891934017]"
386,386,"[0.09327633113097551, 0.11398963730569948, 0.10882238631947143, 0.09845834952714082, 0.13473247830029797, 0.09068532193289286, 0.08550330353672755, 0.0880943127348102, 0.0880943127348102, 0.10364036792330612, 0.10882238631947143, 0.10882238631947143, 0.10623137712138878, 0.10364036792330612, 0.12436844150796736, 0.11400440471563673, 0.08550330353672755, 0.10104935872522347, 0.10364036792330612, 0.09586734032905816]"
387,387,"[0.11887840806305724, 0.10854115518800879, 0.0930352758754361, 0.09820390231296033, 0.07751937984496124, 0.09045096265667399, 0.12404703450058147, 0.10595684196924668, 0.09045096265667399, 0.13438428737562993, 0.08528233621914975, 0.08269802300038764, 0.11629409484429513, 0.08528233621914975, 0.08269802300038764, 0.0930352758754361, 0.08528233621914975, 0.11370978162553301, 0.11629409484429513, 0.10854115518800879]"
388,388,"[0.11082474226804123, 0.0799072045366671, 0.11083902564763501, 0.08248485629591443, 0.11083902564763501, 0.1005284186106457, 0.11599432916612966, 0.1005284186106457, 0.09537311509215105, 0.0902178115736564, 0.10051546391752578, 0.10310607036989303, 0.10826137388838768, 0.09279546333290373, 0.1005284186106457, 0.0902178115736564, 0.0902178115736564, 0.10826137388838768, 0.09795076685139838, 0.0902178115736564]"
389,389,"[0.10026995757809487, 0.10798303123794832, 0.06170458927882761, 0.0951279084715259, 0.1105540557912328, 0.09769893302481039, 0.10026995757809487, 0.10541200668466384, 0.08484381025838797, 0.08998585936495694, 0.11312508034451729, 0.11826712945108626, 0.12596401028277635, 0.10026995757809487, 0.1105540557912328, 0.11826712945108626, 0.11312508034451729, 0.11312508034451729, 0.1105540557912328, 0.1105540557912328]"
390,390,"[0.11283497884344147, 0.11027054750609053, 0.11027054750609053, 0.08719066546993204, 0.11283497884344147, 0.09231952814463393, 0.10770611616873958, 0.10514168483138864, 0.09744839081933582, 0.10001282215668675, 0.08719066546993204, 0.10514168483138864, 0.11027054750609053, 0.1282051282051282, 0.10257725349403769, 0.10770611616873958, 0.11283497884344147, 0.11027054750609053, 0.0846262341325811, 0.08719066546993204]"
391,391,"[0.07162041181736795, 0.08695652173913043, 0.1304514643816345, 0.1099884895766722, 0.10743061772605192, 0.08440977107046937, 0.08952551477170993, 0.07673615551860852, 0.11254636142729249, 0.09975700217419108, 0.08952551477170993, 0.09208338662233022, 0.09208338662233022, 0.11510423327791278, 0.1099884895766722, 0.10487274587543165, 0.1099884895766722, 0.12533572068039392, 0.08185189921984909, 0.09975700217419108]"
392,392,"[0.11991325424161245, 0.07654037504783773, 0.07143768337798188, 0.10459183673469388, 0.09950248756218906, 0.08674575838754943, 0.08928571428571429, 0.10205383339711697, 0.08674575838754943, 0.10205383339711697, 0.11225921673682868, 0.08674575838754943, 0.08419441255262151, 0.09950248756218906, 0.10970787090190075, 0.11736190840668452, 0.10205383339711697, 0.09695114172726113, 0.10459183673469388, 0.0943997958923332]"
393,393,"[0.10179412138948976, 0.08398015014632905, 0.11450381679389313, 0.08396946564885496, 0.09161470925054079, 0.09161470925054079, 0.09670441532001527, 0.104338974424227, 0.07634559104211731, 0.08398015014632905, 0.11959287531806616, 0.11451838656317598, 0.0992492683547525, 0.11960809263265046, 0.104338974424227, 0.11195928753180662, 0.06871103193790559, 0.09161470925054079, 0.10687022900763359, 0.10179412138948976]"
394,394,"[0.08630536870161187, 0.1040741210813555, 0.09138215509582434, 0.09645894149003681, 0.1116893006726742, 0.10915090747556797, 0.1116893006726742, 0.09138215509582434, 0.1040741210813555, 0.10153572788424926, 0.09656135008247685, 0.07361340271608072, 0.08630536870161187, 0.10153572788424926, 0.08884376189871811, 0.1040741210813555, 0.1040741210813555, 0.10661251427846173, 0.1218274111675127, 0.1040741210813555]"
395,395,"[0.10381060893784023, 0.08102291429294847, 0.1139384732244588, 0.0759589821496392, 0.10632911392405063, 0.10886075949367088, 0.11900240536776807, 0.08608684643625776, 0.10381060893784023, 0.09367088607594937, 0.10634257500949487, 0.09368274465122167, 0.07089505000632991, 0.10381060893784023, 0.09115077857956703, 0.09621471072287631, 0.10887454108114951, 0.10887454108114951, 0.09620253164556962, 0.09115077857956703]"
396,396,"[0.1085995706528602, 0.10607399924232858, 0.10354842783179695, 0.09344614218967041, 0.11617628488445511, 0.11617628488445511, 0.12122742770551838, 0.09597171360020204, 0.1085995706528602, 0.08586942795807552, 0.1085995706528602, 0.10606060606060606, 0.07071599949488572, 0.08586942795807552, 0.11365071347392347, 0.08839499936860715, 0.10607399924232858, 0.11870185629498674, 0.11617628488445511, 0.1085995706528602]"
397,397,"[0.1007683587353571, 0.11588361254566067, 0.12092203048242851, 0.09069152286182139, 0.0831338959566696, 0.06298022420959819, 0.10580677667212496, 0.12092203048242851, 0.12596044841919637, 0.10832598564050888, 0.07809547801990176, 0.10580677667212496, 0.09321073183020531, 0.10580677667212496, 0.14107570222949994, 0.09069152286182139, 0.11336440357727673, 0.13855649326111602, 0.09824914976697317, 0.10580677667212496]"
398,398,"[0.11810528960924739, 0.12815680361854503, 0.09045226130653267, 0.10302801859530092, 0.11056665410227416, 0.10554089709762533, 0.11810528960924739, 0.12815680361854503, 0.10302801859530092, 0.0804121120743812, 0.11307953260459856, 0.13066968212086946, 0.08543786907903003, 0.08795074758135445, 0.09548938308832768, 0.11559241110692298, 0.11810528960924739, 0.11307953260459856, 0.11810528960924739, 0.12313104661389622]"
399,399,"[0.12030075187969924, 0.12031582905125955, 0.11530266950745707, 0.10778293019175335, 0.1102895099636546, 0.10526315789473684, 0.09023687178844467, 0.08522371224464219, 0.11279608973555584, 0.13535530768266701, 0.11279608973555584, 0.10778293019175335, 0.09775661110414839, 0.09525003133224715, 0.09023687178844467, 0.1102895099636546, 0.1102895099636546, 0.11530266950745707, 0.12031582905125955, 0.1228224088231608]"
