,X,collisions,max_supported_sensors
0,0,0.0,0.0
1,5,0.00202020202020202,0.0
2,10,0.011055276381909547,0.0
3,15,0.007692307692307693,0.0
4,20,0.0005012531328320802,0.0
5,25,0.008416833667334669,0.0
6,30,0.005174457429048414,0.0
7,35,0.012730635601880239,0.0
8,40,0.009886264080100127,0.0
9,45,0.011345939933259178,0.0
10,50,0.015515515515515516,0.0
11,55,0.01446463727355447,0.0
12,60,0.01567834306366416,0.0
13,65,0.02532291111505892,0.0
14,70,0.018440825079138162,0.0
15,75,0.021279742050255727,0.0
16,80,0.021511726078799247,0.0
17,85,0.02660014541425752,0.0
18,90,0.024458032240133407,0.0
19,95,0.02553975776724592,0.0
20,100,0.026506778389194595,0.0
21,105,0.03034599242269561,0.0
22,110,0.0275553557402125,0.0
23,115,0.036839194109488486,0.0
24,120,0.03417450071750591,0.0
25,125,0.03520561966809914,0.0
26,130,0.037317269077767036,0.0
27,135,0.04019742565833711,0.0
28,140,0.03568902158934313,0.0
29,145,0.043910194954264854,0.0
30,150,0.04051080360120041,0.0
31,155,0.04678593510914031,0.0
32,160,0.04913904735854954,0.0
33,165,0.04634079315537239,0.0
34,170,0.04689095492136288,0.0
35,175,0.049183595312946554,0.0
36,180,0.04623291191997777,0.0
37,185,0.056250820972657836,0.0
38,190,0.053405591499147975,0.0
39,195,0.05234675557835342,0.0
40,200,0.057563222055513875,0.0
41,205,0.055030335353874374,0.0
42,210,0.05455267694122183,0.0
43,215,0.0625665947191613,0.0
44,220,0.060122161648167624,0.0
45,225,0.06645296485638783,0.0
46,230,0.0655547094358887,0.0
47,235,0.06683954561268567,0.0
48,240,0.06982088781865109,0.0
49,245,0.06590119691723573,0.0
50,250,0.07232865773154631,0.0
51,255,0.07114565387854471,0.0
52,260,0.06873597836415486,0.0
53,265,0.07529285340416668,0.0
54,270,0.07544971009455134,0.0
55,275,0.07429612099671624,0.0
56,280,0.07447115285702019,0.0
57,285,0.07790427683527121,0.0
58,290,0.08153821615313919,0.0
59,295,0.08484234616036616,0.0
60,300,0.07995941545813191,0.0
61,305,0.07873613070381558,0.0
62,310,0.07771717648386464,0.0
63,315,0.084621873272296,0.0
64,320,0.08562695972507509,0.0
65,325,0.08662969610484486,0.0
66,330,0.09033590575387825,0.0
67,335,0.09012809524111662,0.0
68,340,0.09300815430295206,0.0
69,345,0.09047821057990374,0.0
70,350,0.0913597701793539,0.0
71,355,0.09477001521737836,0.0
72,360,0.09413552808260406,0.0
73,365,0.09733005531585871,0.0
74,370,0.09630360059953666,0.0
75,375,0.09729581971962939,0.0
76,380,0.09652221902019087,0.0
77,385,0.0997392307373895,0.0
78,390,0.10418077569520315,0.0
79,395,0.11061984406222787,0.0
80,400,0.10841506509359475,0.0
81,405,0.10547469601394141,0.0
82,410,0.10694540115957452,0.0
83,415,0.10824786334986944,0.0
84,420,0.11287582801379652,0.0
85,425,0.11233211582417746,0.0
86,430,0.10881159074853475,0.0
87,435,0.11369754744216469,0.0
88,440,0.11170586748055919,0.0
89,445,0.1103694638600963,0.0
90,450,0.11366782469525757,0.0
91,455,0.11686544638634797,0.0
92,460,0.11885998590814673,0.0
93,465,0.11736306003097996,0.0
94,470,0.12282039791750352,0.0
95,475,0.12063960440309211,0.0
96,480,0.12380039866027648,0.0
97,485,0.12599890968615202,0.0
98,490,0.12376929989538707,0.0
99,495,0.12322350436846033,0.0
100,500,0.12819895763208958,0.0
101,505,0.12877331135018838,0.0
102,510,0.12500229406791447,0.0
103,515,0.12901286685921937,0.0
104,520,0.1322822436224474,0.0
105,525,0.1335955614820459,0.0
106,530,0.13173573276120454,0.0
107,535,0.13223166857764926,0.0
108,540,0.13456106028386183,0.0
109,545,0.14047305974983498,0.0
110,550,0.1380000734033064,0.0
111,555,0.14114539288742972,0.0
112,560,0.14004200761903185,0.0
113,565,0.13708627551539848,0.0
114,570,0.14350866964190073,0.0
115,575,0.14209475597413745,0.0
116,580,0.14211679220938742,0.0
117,585,0.14571141266703216,0.0
118,590,0.1480857050132328,0.0
119,595,0.14812130523247544,0.0
120,600,0.15050834367488436,0.0
121,605,0.14931207541043828,0.0
122,610,0.15133362550256263,0.0
123,615,0.15097669486455667,0.0
124,620,0.14895134872956545,0.0
125,625,0.1558535566012324,0.0
126,630,0.15271613360374997,0.0
127,635,0.15390562212813785,0.0
128,640,0.15214378646296586,0.0
129,645,0.15237522973312023,0.0
130,650,0.1593591760742739,0.0
131,655,0.15977385442566353,0.0
132,660,0.16132508486296032,0.0
133,665,0.16047390161369227,0.0
134,670,0.16075608075778663,0.0
135,675,0.16352116318027535,0.0
136,680,0.1641078615294642,0.0
137,685,0.16393072005778658,0.0
138,690,0.16841311628966113,0.0
139,695,0.16539211591519531,0.0
140,700,0.16937485132417218,0.0
141,705,0.16875008084221577,0.0
142,710,0.17243605758503897,0.0
143,715,0.16689504767843016,0.0
144,720,0.17006574181262935,0.0
145,725,0.1762177877149478,0.0
146,730,0.17256032367716403,0.0
147,735,0.17441579000935553,0.0
148,740,0.17482609927330098,0.0
149,745,0.17427694329957827,0.0
150,750,0.17827362051632786,0.0
151,755,0.17751930647270847,0.0
152,760,0.18171119331953506,0.0
153,765,0.18091148715013988,0.0
154,770,0.18042921054703864,0.0
155,775,0.1815723380636768,0.0
156,780,0.1843300748403756,0.0
157,785,0.18369989640006318,0.0
158,790,0.1874581801121748,0.0
159,795,0.18562424724721016,0.0
160,800,0.18756443391784408,0.0
161,805,0.18705363455445811,0.0
162,810,0.1880153921780106,0.0
163,815,0.1929714522073221,0.0
164,820,0.1903088824017345,0.0
165,825,0.18978255064833213,0.0
166,830,0.19203149868312477,0.0
167,835,0.1913827034846608,0.0
168,840,0.19562173676316888,0.0
169,845,0.19664147928876843,0.0
170,850,0.19308842410362886,0.0
171,855,0.19965253305021338,0.0
172,860,0.20180461232059682,0.0
173,865,0.19818840971575705,0.0
174,870,0.20142441570021594,0.0
