,X,collisions
139,1390,"[0.3381416597719342, 0.30432749379474083, 0.31798561151079136, 0.3143884892086331, 0.32375265297312855, 0.3194359509334868, 0.29929134141515884, 0.3093636461743228, 0.3100830965142631, 0.32736232509621954, 0.29137738767581567, 0.31224144753408395, 0.3251915536530091, 0.3151192488938451, 0.3086441958343825, 0.33094715637253136, 0.318705035971223, 0.3187165005935465, 0.3251915536530091, 0.3151192488938451]"
140,1400,"[0.32215436265580916, 0.3221428571428571, 0.3242972963320119, 0.33858352084003, 0.3157142857142857, 0.3264402300082146, 0.32001142897960644, 0.3085824493731919, 0.3314404085860209, 0.3242857142857143, 0.3314404085860209, 0.3250241062819185, 0.31001107182399373, 0.32571428571428573, 0.325, 0.3314285714285714, 0.33714285714285713, 0.3242972963320119, 0.3164398728526019, 0.33071428571428574]"
141,1410,"[0.31845100890102485, 0.33121741905741336, 0.3092308237880776, 0.3241249689705309, 0.3127659574468085, 0.3191602539097131, 0.30213837370119506, 0.3262411347517731, 0.3326359090747899, 0.3262527039965956, 0.3028476187098833, 0.3297989290400369, 0.3056845987446363, 0.3234157239618426, 0.3120678038228306, 0.3120678038228306, 0.3205787439270896, 0.3078123337707011, 0.3071030887620128, 0.3113719371653487]"
142,1420,"[0.33311032078594316, 0.31691256734392054, 0.3387323943661972, 0.31902531779288, 0.3246478873239437, 0.30775731539842954, 0.31410865814583994, 0.3345188210852495, 0.32254656854114583, 0.3330985915492958, 0.3359273213845558, 0.30633802816901406, 0.33029332018733054, 0.3267720694390648, 0.32184231839149263, 0.3309975703369837, 0.3267720694390648, 0.3084615655480827, 0.321830985915493, 0.3317136720538009]"
143,1430,"[0.32099024441414037, 0.3321794468338054, 0.3342774222874926, 0.32728417077520194, 0.3146853146853147, 0.32448687017028566, 0.33078079653134723, 0.31539564320430785, 0.3321794468338054, 0.3195804195804196, 0.34057134864855415, 0.3237875450190566, 0.3251861953215147, 0.32237762237762235, 0.3160949683555369, 0.3489632504633029, 0.3321794468338054, 0.30560509108710093, 0.32517482517482516, 0.3132976677506207]"
144,1440,"[0.3395951248307233, 0.31112191395534566, 0.3257057536720025, 0.3277777777777778, 0.33819444444444446, 0.31598319386089796, 0.3312615021354908, 0.3173611111111111, 0.3305787993472449, 0.32640022222993853, 0.3243168165561304, 0.3305670335775548, 0.3361341620082636, 0.3236223479981944, 0.31112191395534566, 0.32709469078787456, 0.3416785305045314, 0.3277891593458106, 0.3222334108823223, 0.33612278204104307]"
145,1450,"[0.3303562191799717, 0.3255284664988448, 0.34346011931445913, 0.31725231904548434, 0.3262181454532915, 0.3393103448275862, 0.34206896551724136, 0.33380461395220523, 0.33380461395220523, 0.3310458981344184, 0.3386323666333322, 0.3303562191799717, 0.3241491085899514, 0.3331034482758621, 0.3289655172413793, 0.32276975068105795, 0.33518397186109866, 0.3241491085899514, 0.3310344827586207, 0.34344827586206894]"
146,1460,"[0.33972602739726027, 0.34247748210555157, 0.33287671232876714, 0.32742029382555393, 0.3232876712328767, 0.3410958904109589, 0.31781910339395186, 0.32055892325079627, 0.3232987431076407, 0.3301482927497517, 0.34110757217712934, 0.3253424657534247, 0.33631288742765164, 0.3294750179788363, 0.3239957535700832, 0.3171232876712329, 0.31438356164383563, 0.3404226172129183, 0.332203157642385, 0.3274084728929073]"
147,1470,"[0.33334467158746894, 0.32857142857142857, 0.3387870335725705, 0.344229395557672, 0.3299319727891156, 0.33537414965986395, 0.34014762406884586, 0.3217796523691282, 0.33129251700680273, 0.32790230960236744, 0.32586142385795436, 0.34150821456512126, 0.32790230960236744, 0.33606585258001975, 0.35171264328718665, 0.3306234905949182, 0.32448979591836735, 0.34218850981325893, 0.32789115646258504, 0.3299431953467805]"
148,1480,"[0.34595763370384136, 0.32636237710733473, 0.3310922666306294, 0.33918918918918917, 0.35135135135135137, 0.3466333322071692, 0.3344707591472685, 0.3398648648648649, 0.32297297297297295, 0.32838947261731816, 0.329065171120646, 0.32230818608736783, 0.33784925166390756, 0.3392115131245566, 0.3168918918918919, 0.329065171120646, 0.327027027027027, 0.3506756756756757, 0.3317793317793318, 0.3439305381938579]"
149,1490,"[0.3570589617101245, 0.32416107382550335, 0.34496644295302015, 0.32819893285009566, 0.33960871170173496, 0.3342394040068459, 0.3161179905365952, 0.34162220208731836, 0.33355704697986577, 0.34630872483221475, 0.33221476510067116, 0.33021242323567906, 0.3395973154362416, 0.33356824054498474, 0.33222591362126247, 0.33558173093056815, 0.32483221476510066, 0.33356824054498474, 0.3268566059263734, 0.33960871170173496]"
150,1500,"[0.33802206593113565, 0.3373333333333333, 0.34667822260742026, 0.3353333333333333, 0.3186772892429748, 0.3473449114970499, 0.33467782259408646, 0.3273333333333333, 0.34067802260075336, 0.32134404480149337, 0.348, 0.3273557548081731, 0.33666666666666667, 0.3513450448348278, 0.3426780892696423, 0.33534451148371613, 0.3453333333333333, 0.3400113337111237, 0.3506666666666667, 0.3326777559251975]"
151,1510,"[0.34040862280207956, 0.34835590582469617, 0.36160137752905724, 0.33245033112582784, 0.34105960264900664, 0.345706811483824, 0.34635761589403974, 0.32848769826815455, 0.35299182092122255, 0.3370972548759893, 0.3470313586542601, 0.3351104341203351, 0.34769363223947813, 0.33312361336468094, 0.35562913907284766, 0.3510050001655684, 0.3496804529951323, 0.32583860392728237, 0.34701986754966885, 0.3357727077055532]"
152,1520,"[0.34935359715780123, 0.3480377644001447, 0.3375217920463143, 0.340800684233034, 0.3467219316424882, 0.3658015066285075, 0.32764235665646896, 0.3513157894736842, 0.34145860061186223, 0.3506578947368421, 0.34277443336951874, 0.3526431790519425, 0.340800684233034, 0.3408111575277129, 0.3388269350965492, 0.3368421052631579, 0.35526315789473684, 0.3526431790519425, 0.34343234974834697, 0.34342105263157896]"
153,1530,"[0.3444557011667048, 0.3477124183006536, 0.33922677211673585, 0.3431372549019608, 0.3627450980392157, 0.34967320261437906, 0.3366013071895425, 0.350991862479166, 0.3444557011667048, 0.345762933429197, 0.33530507532925913, 0.3431484689042126, 0.35294117647058826, 0.34641654956044315, 0.3588352560541194, 0.338562091503268, 0.3535947712418301, 0.33988038824798195, 0.33270154570112087, 0.34968463021667373]"
154,1540,"[0.3623494269294458, 0.3519594792038703, 0.32792207792207795, 0.34221890321114323, 0.36040131173090034, 0.3655962855936881, 0.3558557096009611, 0.33376623376623377, 0.3552063378681126, 0.3564935064935065, 0.3487012987012987, 0.34611513360823404, 0.35844155844155845, 0.3376733010812039, 0.33962141627974934, 0.34611513360823404, 0.3376733010812039, 0.3519594792038703, 0.36299879866229423, 0.3532582226695672]"
155,1550,"[0.33226878286396333, 0.36258064516129035, 0.35355979225136297, 0.3238814155295332, 0.35355979225136297, 0.3483983354301752, 0.3464516129032258, 0.3432368786089874, 0.36, 0.3400212896358182, 0.3425916965063389, 0.3354946933772057, 0.34004257789820014, 0.36259234168844157, 0.3419354838709677, 0.3690322580645161, 0.3587212490725507, 0.3503435373052482, 0.3464516129032258, 0.3683989806122778]"
156,1560,"[0.3608974358974359, 0.3423186640597455, 0.3538574954325459, 0.3333440174364563, 0.3493701721209013, 0.35513958780730154, 0.3570627263694349, 0.3346261098112119, 0.35512820512820514, 0.3448828488092567, 0.3467948717948718, 0.3384723869354787, 0.36026795730632394, 0.3301282051282051, 0.3378313407481009, 0.3551488734335438, 0.34807692307692306, 0.3493701721209013, 0.3436007564345011, 0.3609090034937017]"
157,1570,"[0.3554253320169432, 0.34841873945030094, 0.3662537023472085, 0.35797318385935856, 0.34969266537150867, 0.3369534061594318, 0.35478836905633937, 0.35479761791025766, 0.34076433121019106, 0.3369534061594318, 0.33249466543520495, 0.35478836905633937, 0.34841873945030094, 0.37515923566878984, 0.352240517213924, 0.3554253320169432, 0.3675276282684162, 0.36751592356687895, 0.33694267515923565, 0.3777190356380776]"
158,1580,"[0.33165606506535017, 0.35063291139240504, 0.35064400772176335, 0.36963195037817653, 0.3614038418937308, 0.35697332194056774, 0.34558055634671986, 0.33735244786227414, 0.354441596253046, 0.3531645569620253, 0.35822784810126584, 0.3525428019874047, 0.3512658227848101, 0.3525428019874047, 0.37026488180005696, 0.35190987056552425, 0.3474793506123611, 0.33930323070594565, 0.35253164556962024, 0.35697332194056774]"
159,1590,"[0.35284128431711687, 0.3585018396804931, 0.3559748427672956, 0.3647913456398, 0.35284128431711687, 0.36667819742759206, 0.3578728890845624, 0.3484276729559748, 0.3339727664391962, 0.33584905660377357, 0.35662400553441714, 0.35284128431711687, 0.3578728890845624, 0.35032548193339413, 0.3540991855089783, 0.3635334444479386, 0.34843863014560206, 0.35095443252932484, 0.3496965313374634, 0.33648856882291894]"
160,1600,"[0.34625, 0.34126066439576236, 0.36125, 0.36126128941529423, 0.35001093784180753, 0.3650114066064565, 0.3462704290490922, 0.35063595737366793, 0.37814443298646916, 0.36313634801087535, 0.35188599643738866, 0.3512609769055283, 0.34813587924622647, 0.34375, 0.3625, 0.36375, 0.3475, 0.34875, 0.3537701946814162, 0.3443857620550642]"
161,1610,"[0.3615019099972049, 0.3416255163203826, 0.33229813664596275, 0.35094257585639305, 0.38510512748843134, 0.3559116742755986, 0.3416149068322981, 0.35466939967079725, 0.3658385093167702, 0.35341614906832297, 0.35218485046119447, 0.36957669492841394, 0.34783688934438955, 0.35341614906832297, 0.3701978322308146, 0.373311387845098, 0.34224665362278334, 0.3764092052548216, 0.35838509316770184, 0.36274418460200625]"
162,1620,"[0.35124540880891386, 0.3481588937930183, 0.36173955986295875, 0.3493934997993765, 0.35618383283434674, 0.3537037037037037, 0.3537146208216303, 0.3759837052124803, 0.3401339547516899, 0.36050495385660053, 0.3611222568597796, 0.3580357418438841, 0.3777894379456156, 0.3765548319392574, 0.3666862133884757, 0.3716164079138245, 0.3592592592592593, 0.36297416586931697, 0.34445507577394363, 0.34692428778666007]"
163,1630,"[0.37484662576687117, 0.3490904628976349, 0.35583913616982116, 0.3521472392638037, 0.35341390098766945, 0.3674846625766871, 0.36074726218595665, 0.36872296696217677, 0.36320132519402437, 0.35891537069415047, 0.3527715574097365, 0.3521580416577196, 0.35153374233128837, 0.35157352309674256, 0.3625878094420074, 0.36504187245007513, 0.36074726218595665, 0.3588957055214724, 0.3736310929783122, 0.357066167673855]"
164,1640,"[0.35548780487804876, 0.34818134699228637, 0.37134146341463414, 0.3780603067166682, 0.3658648129516144, 0.3622061648220982, 0.3561084179395713, 0.3579377420043294, 0.35609756097560974, 0.34818134699228637, 0.36159639013384554, 0.36952346108113054, 0.3713527851458886, 0.3719512195121951, 0.38110918015793166, 0.3658648129516144, 0.3719625598341413, 0.3628159395103509, 0.37501143327540476, 0.35489771653303254]"
165,1650,"[0.3557683566168672, 0.3575757575757576, 0.37334464680747903, 0.3563831399048514, 0.37333333333333335, 0.37213248886329886, 0.35334404072850695, 0.37576896269583926, 0.37395072577956906, 0.3666777781144883, 0.36607169914239823, 0.3654545454545455, 0.36607169914239823, 0.3642534622261281, 0.37393939393939396, 0.3684960150307585, 0.3587987514773175, 0.36788993605866843, 0.3624352253098579, 0.37395072577956906]"
166,1660,"[0.3668785204373626, 0.35181782583812765, 0.3481927710843373, 0.38374649838850566, 0.37109551492514836, 0.36868580378927074, 0.3741152374928466, 0.35121539805415825, 0.35663724810988284, 0.3590469592457604, 0.35061297027018884, 0.36204819277108435, 0.367480948221332, 0.372289156626506, 0.3704819277108434, 0.3759036144578313, 0.36868580378927074, 0.3819392150365975, 0.37169794270911777, 0.3746987951807229]"
167,1670,"[0.37306506182819843, 0.3586826347305389, 0.3778556244198928, 0.3658792179406569, 0.3622862959968861, 0.3934131736526946, 0.3664780382646187, 0.37485029940119763, 0.36108865534896256, 0.36227544910179643, 0.35149700598802397, 0.37065868263473056, 0.36107784431137724, 0.3688733195604659, 0.36766467065868264, 0.37486152280008384, 0.3646706586826347, 0.38384382765951075, 0.3772455089820359, 0.3718674211802749]"
168,1680,"[0.36251078901157774, 0.37797619047619047, 0.3809637191583083, 0.37441590523527485, 0.37024911455698084, 0.37023809523809526, 0.38572576564778716, 0.3928688353820054, 0.38036846334712343, 0.3559629750885443, 0.36488095238095236, 0.36072502157802316, 0.3762016726688294, 0.3755952380952381, 0.3839399982142326, 0.36667757968987175, 0.361320277389208, 0.3881067888925266, 0.35834399833328373, 0.3750111610464597]"
169,1690,"[0.37752596230657715, 0.3603656912926418, 0.37988165680473374, 0.381076363206012, 0.3656804733727811, 0.36627218934911243, 0.3846267641054469, 0.363905325443787, 0.3727996213129789, 0.3686499600579899, 0.37810650887573966, 0.36627218934911243, 0.3798928962395337, 0.3858102310719252, 0.3757396449704142, 0.37752596230657715, 0.3727920944406639, 0.3840350306222078, 0.3745672948903814, 0.3840350306222078]"
170,1700,"[0.3805994293949822, 0.38295243977764054, 0.39059972352128003, 0.37588235294117645, 0.38471719756463424, 0.38058823529411767, 0.3647166093120386, 0.3923644813082738, 0.38235294117647056, 0.38177593458631137, 0.3770771447898591, 0.37118738786434896, 0.3717831828475633, 0.38412894496896965, 0.3647166093120386, 0.38412894496896965, 0.3711764705882353, 0.36705882352941177, 0.3694226300773552, 0.38235294117647056]"
171,1710,"[0.38948507266294335, 0.3772040118132109, 0.36843182549197345, 0.3731103248633001, 0.38188251118453753, 0.3748647621275476, 0.3865676442209292, 0.39650282171993334, 0.3830521360273692, 0.37077863220373675, 0.36843182549197345, 0.3736842105263158, 0.3748647621275476, 0.36667738822772594, 0.3690166379133893, 0.3649122807017544, 0.36257309941520466, 0.3690058479532164, 0.3654970760233918, 0.36198830409356725]"
172,1720,"[0.3767441860465116, 0.3889647954882409, 0.37209302325581395, 0.3645718272193477, 0.3878019709875287, 0.36570830547399635, 0.3814064362336114, 0.3796621994825431, 0.37732558139534883, 0.3784993749818309, 0.37093023255813956, 0.369196778976133, 0.3825692607343237, 0.3947789179918021, 0.379123913612185, 0.3622093023255814, 0.3569871217186546, 0.4029069767441861, 0.38547632198610426, 0.3755923137300503]"
173,1730,"[0.37920171103211076, 0.3872832369942196, 0.38096063811340386, 0.3745664739884393, 0.3768895054770369, 0.36647398843930634, 0.3872944304748692, 0.38324807075349, 0.38556689113031417, 0.3728431457556577, 0.37053094020058386, 0.38034682080924853, 0.3855602763085638, 0.37862365964334227, 0.3838261221422584, 0.3716870429781208, 0.37862365964334227, 0.35895953757225435, 0.3832548192248779, 0.3832369942196532]"
174,1740,"[0.38275862068965516, 0.3896663697232679, 0.3965631196298744, 0.3706896551724138, 0.3850574712643678, 0.3626436781609195, 0.3971378487887583, 0.3810344827586207, 0.3758620689655172, 0.37528735632183907, 0.38391907813442916, 0.38621799476996466, 0.38909164056438406, 0.3747234115922871, 0.3839257492600787, 0.3873674530877324, 0.3764367816091954, 0.3683908045977011, 0.3913793103448276, 0.3684013908445645]"
175,1750,"[0.3937255350152862, 0.3914397554215835, 0.39943998399954284, 0.38229663704677275, 0.3885825309294551, 0.38229663704677275, 0.37715363296094173, 0.3965827595074145, 0.3965714285714286, 0.38457142857142856, 0.3851428571428571, 0.38001085745307006, 0.38229663704677275, 0.3960113146089888, 0.3691534043829824, 0.3857253064373268, 0.40286865339009686, 0.39885714285714285, 0.3857253064373268, 0.3862967513357525]"
176,1760,"[0.3897838006761556, 0.3875110088354783, 0.3869492343967501, 0.38694281087530896, 0.3772834455524305, 0.3806926333134464, 0.38864740475581694, 0.385238216994801, 0.385238216994801, 0.3965909090909091, 0.3710227272727273, 0.3806926333134464, 0.3869666496221806, 0.3733060598312452, 0.3778516435125998, 0.3829654251541237, 0.3886537314280844, 0.3829654251541237, 0.38693181818181815, 0.38410182107446234]"
177,1770,"[0.4, 0.3870056497175141, 0.37967174213960847, 0.4073561400039549, 0.3898305084745763, 0.3757062146892655, 0.3853216192547812, 0.38926553672316383, 0.3864406779661017, 0.39379643492754035, 0.380801717562643, 0.3960563857736094, 0.3870056497175141, 0.4000169486737663, 0.4011468602581848, 0.37741179129353936, 0.40057628746574764, 0.38814655781236757, 0.3570722336789175, 0.3762818158705048]"
178,1780,"[0.39214584679344927, 0.40113486333885784, 0.4090002528160903, 0.4073148122138262, 0.3932694738616253, 0.38765133852074496, 0.40394393100929804, 0.38877496558892105, 0.3769768813730723, 0.3831568302480407, 0.38259501671395263, 0.3786623219753364, 0.3814713896457766, 0.3826016123142608, 0.38652771145256887, 0.38877496558892105, 0.3955056179775281, 0.4022639813488385, 0.37979270245217833, 0.37304418663445604]"
179,1790,"[0.3838096036202129, 0.39610625401525096, 0.3854856280901701, 0.391072376323361, 0.3877203273834465, 0.39777647420319, 0.3921897259699992, 0.38716165256012736, 0.39497206703910615, 0.3899550266767228, 0.39163105114668006, 0.38436827844353194, 0.3843575418994413, 0.3681667085672784, 0.37207743233051205, 0.39163105114668006, 0.3782122905027933, 0.3854748603351955, 0.39329608938547483, 0.3776710147761236]"
180,1800,"[0.41167810216950473, 0.38001722174384045, 0.39278868857468263, 0.39612211450318063, 0.40334453734825965, 0.3661111111111111, 0.37666666666666665, 0.3883333333333333, 0.3883441206700186, 0.3883333333333333, 0.4072335342648407, 0.39778882746742966, 0.39834439845551267, 0.40056668240784465, 0.3927777777777778, 0.38666666666666666, 0.39, 0.37223256201561156, 0.4027889663601767, 0.4177893830384177]"
181,1810,"[0.39559103842647586, 0.39171270718232043, 0.3812260007182519, 0.3856460123207823, 0.40166855437995524, 0.3983535456780574, 0.39171270718232043, 0.3961435398767922, 0.4132758763570067, 0.4193486007900771, 0.3966850828729282, 0.39945854857869, 0.3828835050692008, 0.41602209944751384, 0.39945854857869, 0.38729281767955803, 0.39558011049723757, 0.39281767955801106, 0.386751015221415, 0.4011160529296389]"
182,1820,"[0.390120607709003, 0.4038789077523213, 0.40164835164835166, 0.3934174015769664, 0.4043956043956044, 0.38956043956043956, 0.3945163328662875, 0.39067007335366355, 0.3917690046429847, 0.3818786230390945, 0.40935688579984064, 0.38023022610511276, 0.4016593862468749, 0.41814335558669197, 0.39175824175824175, 0.40054945054945057, 0.3917690046429847, 0.3934174015769664, 0.3796873712260652, 0.39561526415560866]"
183,1830,"[0.40602202245963004, 0.38688524590163936, 0.3836065573770492, 0.39837154020601656, 0.3918139839886336, 0.40602202245963004, 0.37868852459016394, 0.4093008005683215, 0.3945355191256831, 0.3808847236263286, 0.3956392251154403, 0.39727861416978605, 0.3912568306010929, 0.3737704918032787, 0.4027322404371585, 0.38908166889805734, 0.3868958168255963, 0.4000109292603623, 0.42023006093062654, 0.38908166889805734]"
184,1840,"[0.3972826086956522, 0.38370607896953723, 0.40706521739130436, 0.3956629256229789, 0.4016413489496997, 0.39402173913043476, 0.3902279953259599, 0.3967391304347826, 0.3864235441180467, 0.3972934047120846, 0.405445800157613, 0.38751053017745046, 0.3956629256229789, 0.3923913043478261, 0.40869565217391307, 0.3869670371477486, 0.3972934047120846, 0.39131498138536375, 0.4038153210685073, 0.39619565217391306]"
185,1850,"[0.4081241047539256, 0.39784859050244603, 0.3897402632503581, 0.40541636260439473, 0.3848752668991054, 0.4167680207573178, 0.3789291602475743, 0.4000108111030028, 0.4075785832049515, 0.39513513513513515, 0.38703748749966216, 0.40325414200383797, 0.411903024406065, 0.3994702559528636, 0.40109192140328115, 0.4, 0.40217303170355956, 0.3902867490067836, 0.4081401005351062, 0.39784859050244603]"
186,1860,"[0.3962472109465308, 0.40431194386945885, 0.3951719132234737, 0.3978601575311164, 0.3989354552541735, 0.3978601575311164, 0.3854942337159601, 0.3989354552541735, 0.3978601575311164, 0.3989354552541735, 0.3956989247311828, 0.3838812871313745, 0.3951612903225806, 0.39946236559139786, 0.40753783703863006, 0.3957095620850023, 0.406462539315573, 0.38764482916207427, 0.3978601575311164, 0.41291432565391545]"
187,1870,"[0.413914810556432, 0.3994759218160913, 0.3983957219251337, 0.41177571592823337, 0.40856707398593545, 0.3994759218160913, 0.39732620320855616, 0.39359341158854516, 0.39359341158854516, 0.3983957219251337, 0.4010802427872403, 0.4106951871657754, 0.3962566844919786, 0.3796892965052541, 0.40161501644428993, 0.3951871657754011, 0.3812936174764031, 0.41658867884168027, 0.4010802427872403, 0.4021390374331551]"
188,1880,"[0.39415941913348757, 0.41064921939413285, 0.4005425676214793, 0.39096784488949177, 0.39150554506529084, 0.40904255319148936, 0.4026702837841432, 0.39043591584882575, 0.407457645150137, 0.3723503284661826, 0.4159685098007926, 0.41117021276595744, 0.3893779420760086, 0.4085106382978723, 0.40426607090614114, 0.39043591584882575, 0.4090534322721349, 0.38776595744680853, 0.4021383547434772, 0.4047872340425532]"
189,1890,"[0.4063599566126088, 0.3968253968253968, 0.40793650793650793, 0.4015979258710548, 0.4021270403978941, 0.41112198735416283, 0.4031852694515728, 0.4005396968173761, 0.4132275132275132, 0.4232916214714675, 0.408994708994709, 0.41323844546152017, 0.4047726130320908, 0.39894179894179893, 0.4063599566126088, 0.40634920634920635, 0.41006851670590727, 0.4042328042328042, 0.41005291005291006, 0.38677248677248677]"
190,1900,"[0.38843127450722387, 0.4, 0.40422620457356384, 0.3989578673122977, 0.4079054711966104, 0.4042211637148346, 0.4036999026341412, 0.4036948340745809, 0.40157894736842104, 0.3931578947368421, 0.4036948340745809, 0.4031685044343272, 0.4042211637148346, 0.41157894736842104, 0.4005368562330588, 0.398431537672044, 0.39474723019026814, 0.40578947368421053, 0.4168421052631579, 0.4147477565199084]"
191,1910,"[0.4251420194245923, 0.4094240837696335, 0.40786408021152387, 0.39477473232283566, 0.39790575916230364, 0.41571768894473676, 0.41571768894473676, 0.41571768894473676, 0.40158119322495356, 0.40367548888714366, 0.40367548888714366, 0.40576978454933377, 0.39528795811518325, 0.41413612565445024, 0.41101018297950315, 0.3958218801539307, 0.41571768894473676, 0.3979161758161208, 0.4120526715359041, 0.4047226367182387]"
192,1920,"[0.3994895700408865, 0.4317708333333333, 0.41094820177608793, 0.40208333333333335, 0.4000104169379411, 0.40678142659965105, 0.4093856610849241, 0.40989583333333335, 0.4151149769525248, 0.40157295762910494, 0.4057397328055418, 0.4057397328055418, 0.40782312039376023, 0.4000104169379411, 0.4109375, 0.4088541666666667, 0.4192708333333333, 0.40625, 0.3901143258939035, 0.4375113935258731]"
193,1930,"[0.41555480711935544, 0.4072644369025104, 0.3984611797621823, 0.40518134715025905, 0.40310880829015544, 0.41140962201093295, 0.4233270291976476, 0.40621761658031086, 0.39586517785434855, 0.39792746113989635, 0.4139896373056995, 0.41192777014948573, 0.3953470297157958, 0.41347150259067356, 0.4025906735751295, 0.40310880829015544, 0.42073628850488354, 0.41140962201093295, 0.41244591828803856, 0.41088082901554407]"
194,1940,"[0.410835330807495, 0.39795366098811885, 0.409288899198433, 0.42423773808603316, 0.4031031727621846, 0.42990798731926083, 0.3984638779349983, 0.42475321528905385, 0.4154746256346813, 0.4000103095440604, 0.4154639175257732, 0.4185716862967449, 0.4123817624165571, 0.42422680412371133, 0.398979355138019, 0.4056805587772881, 0.4149591484316606, 0.4092783505154639, 0.410835330807495, 0.4195984432588469]"
195,1950,"[0.42052360316931203, 0.4266666666666667, 0.417959434857304, 0.4200107695069104, 0.41949793584450884, 0.41745083459398474, 0.4092412625964768, 0.3871952001230738, 0.417959434857304, 0.4046257596348624, 0.40975409625887843, 0.4200107695069104, 0.41231826457088644, 0.4236006051437216, 0.40257442498525603, 0.400010256673248, 0.40360503576831364, 0.41846153846153844, 0.40564102564102567, 0.4148717948717949]"
196,1960,"[0.42909257889231867, 0.41889237519451034, 0.40408163265306124, 0.40103063853669735, 0.41020408163265304, 0.4142962830684456, 0.42501084211331924, 0.41990867113956987, 0.4234801908211944, 0.41021454628944615, 0.426541493405444, 0.42346938775510207, 0.4183780198474451, 0.426541493405444, 0.42450062501594427, 0.41990867113956987, 0.4127656317763208, 0.4148257741951941, 0.4234801908211944, 0.4188775510204082]"
197,1970,"[0.4086294416243655, 0.4147313383588416, 0.4172694738445138, 0.4147208121827411, 0.4208228635244549, 0.42336099901012714, 0.42539150739866494, 0.4304677783700094, 0.41523896545597605, 0.4233502538071066, 0.4263959390862944, 0.41574659255311047, 0.41980760933018607, 0.42641049719550267, 0.4218274111675127, 0.4101626944846316, 0.42589913449579936, 0.40153803202964394, 0.41371608416457273, 0.4197969543147208]"
198,1980,"[0.4181923785954191, 0.43636363636363634, 0.4161616161616162, 0.42677845400136366, 0.4045556705977424, 0.4196969696969697, 0.4242531377054976, 0.42172782140963155, 0.41818181818181815, 0.41213161948534055, 0.4297979797979798, 0.4181965101891366, 0.42627339074219045, 0.42677845400136366, 0.4192025051137655, 0.41668139693442086, 0.41667718881789945, 0.4257575757575758, 0.43536452940730824, 0.43385268048786646]"
199,1990,"[0.4196085328777105, 0.41358257330217835, 0.4206030150753769, 0.421105527638191, 0.42614136033568684, 0.40954773869346733, 0.42663316582914573, 0.427146410713837, 0.4155883313651097, 0.43266331658291457, 0.4035277268273072, 0.4301507537688442, 0.41458328098695946, 0.41608040201005025, 0.4226236840121611, 0.4135678391959799, 0.42614136033568684, 0.4291457286432161, 0.43518681373903867, 0.41207065504158397]"
