,X,collisions
71,710,"[0.19015423621381788, 0.17747728713289668, 0.16339178815409536, 0.17606873723501654, 0.17325163743925628, 0.19015423621381788, 0.17325163743925628, 0.20564828509049934, 0.17606873723501654, 0.18450704225352113, 0.17043453764349603, 0.19436619718309858, 0.16338028169014085, 0.16198323825621522, 0.18592858652017746, 0.18452003662229735, 0.1831114867244172, 0.1732394366197183, 0.17184308754137614, 0.1704225352112676]"
72,720,"[0.20001388985346205, 0.1694562122369609, 0.19445794846864364, 0.18334606569900688, 0.16667824154455171, 0.1652892561983471, 0.19306896312243907, 0.1750121536217793, 0.16527777777777777, 0.1625112855059379, 0.16806722689075632, 0.18473505104521148, 0.18056809500659768, 0.17917910966039308, 0.15833333333333333, 0.18890200708382526, 0.16667824154455171, 0.17916666666666667, 0.19167997777623447, 0.1736231682755747]"
73,730,"[0.17809439002671415, 0.1972737858757449, 0.1794643468730735, 0.2, 0.19453387218302623, 0.1657647784094801, 0.20138365641482292, 0.20823344064661964, 0.18904109589041096, 0.17124460579491746, 0.1657647784094801, 0.18357421741215152, 0.2068634838002603, 0.1890540447975889, 0.17398451948763613, 0.1972737858757449, 0.1863141311048702, 0.18768408795122954, 0.2068634838002603, 0.2000136995684636]"
74,740,"[0.19460774376647072, 0.1891891891891892, 0.20812217041692005, 0.1783783783783784, 0.19325630110142578, 0.19460774376647072, 0.19595918643151564, 0.19731062909656058, 0.1905952300520235, 0.1716332184607068, 0.17162162162162162, 0.19864864864864865, 0.17298466112575173, 0.1810810810810811, 0.1891891891891892, 0.19731062909656058, 0.1810810810810811, 0.20136495709169538, 0.18379620244611122, 0.17298466112575173]"
75,750,"[0.19067937862524167, 0.169344622974865, 0.17467831188745916, 0.18001200080005333, 0.18267884525635042, 0.20534702313487566, 0.1813454230282019, 0.18267884525635042, 0.17467831188745916, 0.20268017867857857, 0.19467964530968732, 0.1813454230282019, 0.20534702313487566, 0.1786785785719048, 0.1880125341689446, 0.19866666666666666, 0.2066804453630242, 0.18133333333333335, 0.17201146743116208, 0.18667911194079606]"
76,760,"[0.18422264622672543, 0.19605263157894737, 0.18948615040463188, 0.18817027436015527, 0.20132903480492137, 0.20790841502730442, 0.16448450555957628, 0.18817027436015527, 0.21185604316073425, 0.18948615040463188, 0.20790841502730442, 0.1815908941377722, 0.18553852227120204, 0.18817027436015527, 0.18290677018224882, 0.1802750180932956, 0.1723684210526316, 0.18290677018224882, 0.20001315876044476, 0.20790841502730442]"
77,770,"[0.18831168831168832, 0.1974025974025974, 0.18702513150204558, 0.18442756023118384, 0.19741541658549255, 0.19741541658549255, 0.16494577569972077, 0.19871420222092342, 0.18702513150204558, 0.19220779220779222, 0.16104941879342816, 0.1818299889603221, 0.2000129878563543, 0.17793363205402948, 0.17143970387687513, 0.17533606078316774, 0.18962270277290733, 0.1948178453146308, 0.20650691603350868, 0.2013505616518408]"
78,780,"[0.19616642092441824, 0.22437335726649144, 0.19488428745432398, 0.1987179487179487, 0.1846272196935701, 0.18847362010385282, 0.18334508622347587, 0.17180588499262772, 0.20642348868517213, 0.2051413552150779, 0.19232002051413552, 0.2, 0.20385922174498367, 0.19620537145054803, 0.19616642092441824, 0.1987306878646067, 0.1807808192832874, 0.21539842297583178, 0.2025770882748894, 0.18590935316366433]"
79,790,"[0.2063421735552883, 0.2025444648395468, 0.19368314450281662, 0.20632911392405062, 0.1721627951136148, 0.19748085321855813, 0.22278481012658227, 0.18734177215189873, 0.16203557187163745, 0.17722640673460346, 0.1835559212608393, 0.20127856193429963, 0.18988543578707512, 0.18861953288182795, 0.20506329113924052, 0.2, 0.19621495031331096, 0.1911513386923223, 0.19241724159756946, 0.1595037660611431]"
80,800,"[0.21251328208013, 0.19001187574223388, 0.19376211013188324, 0.18751171948246764, 0.19501218826176636, 0.1712607037939871, 0.1625, 0.205, 0.19376211013188324, 0.205, 0.21376336021001313, 0.18626164135258452, 0.1837614850928183, 0.18751171948246764, 0.19001187574223388, 0.18001125070316895, 0.1762610163135196, 0.18625, 0.20126257891118196, 0.1875]"
81,810,"[0.23211309340082723, 0.20618556701030927, 0.23209876543209876, 0.1963084140996358, 0.20865485523797767, 0.20246913580246914, 0.18888888888888888, 0.19383912587196742, 0.2135934316933144, 0.20742021112414347, 0.1950737699858016, 0.1951114128757484, 0.21112414346564604, 0.1753194641644546, 0.21112414346564604, 0.2037162787826409, 0.20987654320987653, 0.17902339650595717, 0.2123456790123457, 0.1950737699858016]"
82,820,"[0.1890359168241966, 0.21586682114763095, 0.2097560975609756, 0.1988293396744101, 0.21952558082809928, 0.2085493017866943, 0.18415757058357216, 0.2073297152265382, 0.193914263064821, 0.2073297152265382, 0.2073297152265382, 0.19147508994450882, 0.16952253186169888, 0.2073170731707317, 0.22318434050856759, 0.18536585365853658, 0.1902555033843527, 0.20367095554606987, 0.21220806146716265, 0.16951219512195123]"
83,830,"[0.21929031869389723, 0.20362672450147598, 0.21688053497198626, 0.2265196698596301, 0.18675823844809927, 0.2253147779986746, 0.20362672450147598, 0.19519248147478763, 0.19278269775287668, 0.18434845472618833, 0.23374902102536296, 0.2156756431110308, 0.20362672450147598, 0.20722891566265061, 0.22170010241580818, 0.1674698795180723, 0.2084462919452979, 0.18675823844809927, 0.20120481927710843, 0.20121694077956503]"
84,840,"[0.21429847014703257, 0.19642857142857142, 0.20834573486517055, 0.20834573486517055, 0.21785714285714286, 0.20833333333333334, 0.20477409369605334, 0.20001190547056372, 0.20953628192154294, 0.20238095238095238, 0.21667956425977736, 0.21191737603428776, 0.1976190476190476, 0.19763081135781893, 0.20476190476190476, 0.17858205845586048, 0.20358354663968092, 0.1988095238095238, 0.19763081135781893, 0.1916780760759569]"
85,850,"[0.2094240837696335, 0.2, 0.2176598623448438, 0.19412906641567151, 0.2023648449908818, 0.2023648449908818, 0.2164833225483852, 0.19058823529411764, 0.21413024295546798, 0.1976470588235294, 0.19648214600858874, 0.21529411764705883, 0.2, 0.19058823529411764, 0.20589446438025766, 0.20001176539796459, 0.1917759868227543, 0.2235425613271369, 0.20707100417671628, 0.21294117647058824]"
86,860,"[0.21865007848380907, 0.20465116279069767, 0.20931449502878074, 0.21396592825164254, 0.2174545031687889, 0.2046974013138771, 0.2069767441860465, 0.22446369397128074, 0.2174545031687889, 0.2081516367230653, 0.21861736147450433, 0.2127906976744186, 0.21164021164021163, 0.2104773533344962, 0.20698877841734983, 0.22326879469736613, 0.1941860465116279, 0.22908308622594337, 0.20931449502878074, 0.21046511627906977]"
87,870,"[0.2230013219150526, 0.21610437381458705, 0.20116098626357837, 0.221851830564975, 0.2080579343640439, 0.20460946031381114, 0.22415081326513017, 0.221851830564975, 0.2230013219150526, 0.21150640841427668, 0.21610437381458705, 0.2230013219150526, 0.2230331590138498, 0.2045977011494253, 0.21955284786481982, 0.21265589976435428, 0.24024369216621644, 0.21380539111443186, 0.2103569170641991, 0.20575895166388872]"
88,880,"[0.23068181818181818, 0.2, 0.22501278481731918, 0.21705778737428263, 0.21251207454969032, 0.20796636172509803, 0.20114779248820955, 0.20001136428206148, 0.2034090909090909, 0.20795454545454545, 0.2056818181818182, 0.2159090909090909, 0.22160350019887493, 0.21477272727272728, 0.19773850786976532, 0.2193306437865788, 0.20569350531280187, 0.21477272727272728, 0.22387635661117108, 0.23637706687879992]"
89,890,"[0.21574245744142928, 0.2359683128265633, 0.21461879880892185, 0.21686611607393674, 0.20900050564638462, 0.22248440923647395, 0.22585538513399628, 0.22023709197145908, 0.2337209955615484, 0.23259733692904097, 0.19551660205629529, 0.21685393258426966, 0.20674157303370785, 0.23035001966402607, 0.2292134831460674, 0.22922636103151864, 0.2213607506039665, 0.20898876404494382, 0.21685393258426966, 0.20001123658632508]"
90,900,"[0.23555555555555555, 0.24001333407411524, 0.21112284015778654, 0.20222222222222222, 0.22890160564475803, 0.22555555555555556, 0.20001111172842936, 0.2222222222222222, 0.23334629701650092, 0.21890105005833657, 0.20112228457136508, 0.2266792599588866, 0.20667814878604368, 0.22, 0.2089004944719151, 0.23556864270237235, 0.21334518584365797, 0.21223401300072225, 0.24112450691705095, 0.20556697594310794]"
91,910,"[0.21319852739161493, 0.2186933347986153, 0.24946425627781746, 0.2340787955382164, 0.228583988131216, 0.21649541183581517, 0.20550579702181437, 0.228583988131216, 0.2175824175824176, 0.23517775701961646, 0.2340787955382164, 0.228583988131216, 0.21649541183581517, 0.22968294961261607, 0.2197922962800154, 0.20770371998461454, 0.24505494505494504, 0.228583988131216, 0.21649541183581517, 0.2241881422056157]"
92,920,"[0.20544594814935593, 0.24783955649763575, 0.21414207293874668, 0.24240447850426652, 0.24565217391304348, 0.21631610413609434, 0.24240447850426652, 0.21739130434782608, 0.23696940051089732, 0.21414207293874668, 0.21414207293874668, 0.20761997934670362, 0.2228381977281374, 0.2206641665307897, 0.21305505734007282, 0.24565217391304348, 0.22065217391304348, 0.20544594814935593, 0.22609924452415892, 0.23479536931354966]"
93,930,"[0.24520187086715767, 0.22689391902790473, 0.22259261250604873, 0.25485241141996884, 0.2430238184848648, 0.24193548387096775, 0.24087316522393676, 0.2193666326146567, 0.2193666326146567, 0.22366793913651273, 0.21183934620140868, 0.2440991451153288, 0.22043010752688172, 0.21397849462365592, 0.23010752688172043, 0.22474326576697673, 0.2161406527232647, 0.22795698924731184, 0.2064516129032258, 0.23442120544115275]"
94,940,"[0.2329911165487526, 0.21703282089472845, 0.21703282089472845, 0.22235225277940315, 0.23511888930262248, 0.2329911165487526, 0.21595744680851064, 0.23618277567955742, 0.23191489361702128, 0.24682163944890687, 0.2148936170212766, 0.23937443481036225, 0.22554391191020798, 0.22448002553327304, 0.24575775307197192, 0.21703282089472845, 0.23618277567955742, 0.23192723017181766, 0.22554391191020798, 0.2159689345177935]"
95,950,"[0.22422232749092058, 0.22843307542502236, 0.2305263157894737, 0.23053844939207327, 0.2421180062108532, 0.2431578947368421, 0.23895994526027686, 0.20211590083688616, 0.2326315789473684, 0.23372454081364138, 0.246328754144955, 0.2179062055897679, 0.24317069319437865, 0.24, 0.2379072582767514, 0.22211695352386968, 0.21895889257329332, 0.23895994526027686, 0.21053739670508975, 0.22106426654034422]"
96,960,"[0.228125, 0.20833333333333334, 0.22191552523306077, 0.24063753320485443, 0.23855409135892494, 0.22709516120631282, 0.23230376582113652, 0.23229166666666667, 0.23542892859003073, 0.21979166666666666, 0.21979166666666666, 0.2125, 0.22708333333333333, 0.22813688212927757, 0.25626334704932546, 0.2312620448981718, 0.23647064951299546, 0.23855409135892494, 0.2291786030522423, 0.23542892859003073]"
97,970,"[0.2278467962266096, 0.24124954894582196, 0.22990875818341153, 0.23918758698902004, 0.22578483426980772, 0.2422805299242229, 0.23300170111861437, 0.24124954894582196, 0.2536082474226804, 0.2422805299242229, 0.2288659793814433, 0.23506366307541626, 0.22989690721649483, 0.23197072014021342, 0.2144440435073973, 0.2443424918810248, 0.2247822277202206, 0.24746147105819288, 0.24329896907216494, 0.2340326820970153]"
98,980,"[0.2387876932496556, 0.2193877551020408, 0.24082861370478087, 0.22960355120159193, 0.22654217051890402, 0.24489795918367346, 0.2449104546150314, 0.24081632653061225, 0.23368539211184244, 0.22448979591836735, 0.22348078983621614, 0.24184907393234348, 0.2224603296086535, 0.2520536762079698, 0.23980815347721823, 0.23265306122448978, 0.25307413643553245, 0.25204081632653064, 0.2357142857142857, 0.23368539211184244]"
99,990,"[0.2585858585858586, 0.2383838383838384, 0.21718268599424215, 0.23031466235668469, 0.25657861508156976, 0.2464770948027678, 0.2080808080808081, 0.24041618263548664, 0.26465983130461135, 0.2232435981615233, 0.24344663871912722, 0.23132481438456487, 0.24242424242424243, 0.24142633466336683, 0.25253800697004897, 0.232362001919095, 0.24041618263548664, 0.23738572655184606, 0.23334511844032527, 0.23132481438456487]"
100,1000,"[0.21801090054502725, 0.2500125006250313, 0.22601130056502824, 0.23701185059252963, 0.22601130056502824, 0.23701185059252963, 0.254, 0.23001150057502875, 0.23001150057502875, 0.23001150057502875, 0.21301065053252663, 0.21901095054752737, 0.24601230061503074, 0.23801190059502975, 0.273, 0.256012800640032, 0.248, 0.24201210060503026, 0.23801190059502975, 0.23301165058252912]"
101,1010,"[0.25446804297242437, 0.23664537848408337, 0.2495173028367741, 0.2386256745383435, 0.2495173028367741, 0.24753700678251397, 0.2524877469181643, 0.24753700678251397, 0.25346534653465347, 0.2495049504950495, 0.23070449032130302, 0.25746250185634373, 0.24459185188852037, 0.24357641467399377, 0.2613990791623348, 0.23268478637556314, 0.2495049504950495, 0.20595078964305163, 0.24357641467399377, 0.23961582256547354]"
102,1020,"[0.2529535761556939, 0.24314917397911662, 0.22746213049659297, 0.2323529411764706, 0.23922741310848572, 0.23922741310848572, 0.27256238050884846, 0.23823529411764705, 0.24901960784313726, 0.2558948968086671, 0.2284425707142507, 0.23432521202019707, 0.24509803921568626, 0.249031815285063, 0.23627450980392156, 0.249031815285063, 0.2872689837737144, 0.251997451105338, 0.23040345114956615, 0.24314917397911662]"
103,1030,"[0.2446601941747573, 0.25535220156318267, 0.27574154085149766, 0.26019417475728157, 0.2650614107480946, 0.2592358852371474, 0.24951456310679612, 0.2446601941747573, 0.23980582524271846, 0.25826496431865625, 0.254405125964759, 0.2650485436893204, 0.24273022962279722, 0.24563106796116504, 0.2504975969707267, 0.2504975969707267, 0.25728155339805825, 0.24952667605223555, 0.24273022962279722, 0.24273022962279722]"
104,1040,"[0.24231934227607096, 0.2577046973412183, 0.24905043511707295, 0.2461656810423578, 0.24231934227607096, 0.24811307148694775, 0.24231934227607096, 0.2634742054906486, 0.26153846153846155, 0.2548076923076923, 0.24424251165921437, 0.23847300350978412, 0.2702052983316506, 0.2625126207990769, 0.2519230769230769, 0.2634742054906486, 0.23557692307692307, 0.2461656810423578, 0.25866628203279, 0.23270349536035387]"
105,1050,"[0.2666793656840802, 0.2676317919900948, 0.24571428571428572, 0.2571551026239345, 0.26191723415400736, 0.24763083956378876, 0.26285714285714284, 0.2552502500119053, 0.2571428571428571, 0.2342857142857143, 0.2523929710938616, 0.25429782370589077, 0.24, 0.2485832658698033, 0.26572693937806563, 0.22382018191342445, 0.2485832658698033, 0.24382113433973046, 0.24477356064574504, 0.2419047619047619]"
106,1060,"[0.25095523373744044, 0.2481132075471698, 0.24246426718241426, 0.24623803009575923, 0.25754716981132075, 0.24246426718241426, 0.2660502853908203, 0.25471698113207547, 0.25755931883579414, 0.2301995377140431, 0.2528421151941129, 0.25567243737912165, 0.2585027595641304, 0.24150943396226415, 0.22265201188735317, 0.24152082645407802, 0.2613330817491391, 0.2481132075471698, 0.22642577480069814, 0.25378555592244917]"
107,1070,"[0.2467405018926118, 0.2757009345794392, 0.248609748119071, 0.25328286368521896, 0.2616822429906542, 0.25981308411214954, 0.2579559792513669, 0.24205607476635513, 0.2560867330249077, 0.269171456610122, 0.2392878837437503, 0.25141361745875973, 0.26822429906542056, 0.2476751250058414, 0.2570093457943925, 0.23552502453385674, 0.27010607972335154, 0.2775830646291883, 0.25982522547782605, 0.2616822429906542]"
108,1080,"[0.27037037037037037, 0.25092592592592594, 0.2398259178665679, 0.2601972313533034, 0.2620491689430066, 0.23981481481481481, 0.25092592592592594, 0.24445576184082596, 0.2527894809944905, 0.24167785545627113, 0.2666790129172647, 0.25092592592592594, 0.27038288809667116, 0.2676049817121163, 0.2537154497893421, 0.2639011065327099, 0.26299708346835793, 0.2592712625584518, 0.2537154497893421, 0.25925925925925924]"
109,1090,"[0.24770642201834864, 0.23762557915500712, 0.26608871152699415, 0.26239735767695765, 0.2541400981696408, 0.2642323042341392, 0.2706546171842745, 0.25780999128400384, 0.2532226248910501, 0.24129547226937015, 0.268819670627093, 0.2614798843983669, 0.25871559633027524, 0.25780999128400384, 0.249552731776687, 0.26698472406991147, 0.25964493784118536, 0.24036697247706423, 0.27889908256880735, 0.24129547226937015]"
110,1100,"[0.27910359561798265, 0.25819355425246604, 0.25910268648574936, 0.23454545454545456, 0.29364971135051593, 0.25003408935957455, 0.25910268648574936, 0.260920950952316, 0.24727272727272728, 0.26455747988544936, 0.27637619891813264, 0.24639789100495432, 0.27092140551843263, 0.266375744352016, 0.27819446338469933, 0.25273876085276603, 0.24639789100495432, 0.2672848765852993, 0.26454545454545453, 0.2491022319196327]"
111,1110,"[0.2522636154781747, 0.2630749132843822, 0.25316455696202533, 0.24235325915581782, 0.2612730303166809, 0.2711833866390378, 0.2721048601414351, 0.25766926438127846, 0.2748074411062565, 0.2603720888328303, 0.2486598495427722, 0.2585585585585586, 0.2693693693693694, 0.2558673814135772, 0.25046173251047343, 0.2675796207036353, 0.25136267399432405, 0.27658903554214154, 0.2603720888328303, 0.26036036036036037]"
112,1120,"[0.2500111612125541, 0.24822536720389304, 0.25892857142857145, 0.26072592526452076, 0.26786910129916514, 0.2714285714285714, 0.2723335863208179, 0.2544756462342069, 0.2785714285714286, 0.2544756462342069, 0.28215545336845393, 0.2517857142857143, 0.256261440242868, 0.2785838653511317, 0.25090405821688466, 0.28482142857142856, 0.2723335863208179, 0.26607142857142857, 0.2687619983034957, 0.24108219116924862]"
113,1130,"[0.28319837160936323, 0.2575335191822647, 0.27434842249657065, 0.2575221238938053, 0.26992344794017437, 0.27169343776273286, 0.26902654867256637, 0.25841851409354394, 0.27700340723040845, 0.26726846320633657, 0.2442585955130758, 0.285853356343201, 0.2725784326740121, 0.2663834682950573, 0.26726846320633657, 0.2504535598920306, 0.2548785344484269, 0.28584070796460176, 0.27699115044247785, 0.2575221238938053]"
114,1140,"[0.2561515855958595, 0.2394841879029782, 0.2526426597657792, 0.2807140664064213, 0.2754385964912281, 0.27808237203386116, 0.2885964912280702, 0.2824685293214615, 0.2789473684210526, 0.2710526315789474, 0.26229220579849993, 0.25176542830825915, 0.27194175183122066, 0.2649122807017544, 0.2693100574586605, 0.2807140664064213, 0.289486380981622, 0.26666666666666666, 0.2657894736842105, 0.2842229922365016]"
115,1150,"[0.2747826086956522, 0.28262098352102266, 0.27043478260869563, 0.25740249576068525, 0.2547936866820297, 0.26870733510152617, 0.26348971694421497, 0.2643478260869565, 0.2695769381277447, 0.26870733510152617, 0.26870733510152617, 0.28, 0.28001217444236703, 0.2669565217391304, 0.27653376233749294, 0.26696812904908906, 0.2547936866820297, 0.2695769381277447, 0.2704465411539632, 0.24435845036740728]"
116,1160,"[0.2672413793103448, 0.300012931591879, 0.2655286865813182, 0.26121815595499803, 0.2793223845855425, 0.2663793103448276, 0.2827708090865986, 0.2784602784602785, 0.28104659683607053, 0.2801844907108065, 0.2560344827586207, 0.27070132333290226, 0.26121815595499803, 0.2827708090865986, 0.2784602784602785, 0.2672528988318462, 0.25948275862068965, 0.27673606620975044, 0.28794344583818265, 0.28621923358765466]"
117,1170,"[0.2564212145818197, 0.26496858840121373, 0.2829180734219411, 0.2675213675213675, 0.28293662663988717, 0.2769349117483653, 0.2564102564102564, 0.2606837606837607, 0.2709517500747895, 0.2846275481858199, 0.2812085986580623, 0.2709517500747895, 0.27266122483866834, 0.2931749220052139, 0.25043805290824395, 0.2709517500747895, 0.2837728108038805, 0.2726806546728772, 0.27778964913030474, 0.2666780631650925]"
118,1180,"[0.27374041272935296, 0.2720454256536294, 0.27203389830508473, 0.27967286749438536, 0.27967286749438536, 0.2678079579643205, 0.2720454256536294, 0.2677966101694915, 0.27713038688080005, 0.29238527056231195, 0.27882537395652357, 0.2517055807449468, 0.27796610169491526, 0.27289291919149117, 0.2584745762711864, 0.27796610169491526, 0.27882537395652357, 0.27289291919149117, 0.28559322033898304, 0.27374041272935296]"
119,1190,"[0.26807849069288625, 0.2756418336904912, 0.2823648052439178, 0.2689075630252101, 0.27899159663865547, 0.2773109243697479, 0.280672268907563, 0.28572629102063113, 0.28068406235556115, 0.2790218898365615, 0.26891886213706456, 0.26723811924870794, 0.2857142857142857, 0.29328963401823605, 0.28320517668809614, 0.27650098735347256, 0.28572629102063113, 0.28823529411764703, 0.2739495798319328, 0.26051514769528133]"
120,1200,"[0.27251135463977666, 0.2983457644068503, 0.26917788241176716, 0.2975292696137661, 0.2833333333333333, 0.280011667152798, 0.27001125046876956, 0.2850118754948123, 0.2675111462977624, 0.2641776740697529, 0.27834493103879326, 0.286678611608817, 0.2833451393808075, 0.280011667152798, 0.2916788199508313, 0.2708446185257719, 0.2833451393808075, 0.29417892412183844, 0.29334555606483603, 0.30667944497687405]"
121,1210,"[0.29340055374189017, 0.29340055374189017, 0.2892561983471074, 0.28265630811190545, 0.29092111244266294, 0.2768595041322314, 0.3099301624034051, 0.28100334724575393, 0.2900946320095872, 0.2702479338842975, 0.2900946320095872, 0.2843092689780569, 0.29340055374189017, 0.29421487603305785, 0.3016653580726476, 0.2661266994503905, 0.31239669421487604, 0.2867887102772842, 0.2843092689780569, 0.2843092689780569]"
122,1220,"[0.2868970039755728, 0.27869994671912784, 0.2827984753473503, 0.2975531784089512, 0.28442622950819674, 0.31068398836113276, 0.26804377228574944, 0.2959016393442623, 0.2836181810729948, 0.2737817123652609, 0.2819787696217058, 0.28199663948198844, 0.29099553260379524, 0.2770788082455637, 0.2868970039755728, 0.3057502356653961, 0.27459016393442626, 0.27704918032786885, 0.28935612115250625, 0.31312758719619654]"
123,1230,"[0.29838611325663644, 0.2902557014512785, 0.28376895248160644, 0.2853774543680637, 0.30732956624253016, 0.2796861661043132, 0.2772470425627058, 0.27155575429895523, 0.28212528964592054, 0.27479674796747966, 0.28212528964592054, 0.2739837398373984, 0.26830358957681205, 0.2731707317073171, 0.2796861661043132, 0.2813008130081301, 0.2886296190902069, 0.28781657790967113, 0.26097560975609757, 0.3008130081300813]"
124,1240,"[0.2959796765998629, 0.2540425017137788, 0.2806564780837937, 0.3016129032258065, 0.27178515262712205, 0.30243154965926045, 0.27339812089197146, 0.2943832909963308, 0.29274193548387095, 0.28951612903225804, 0.28791483527561595, 0.2717741935483871, 0.29517319246743823, 0.30002822466836016, 0.2967741935483871, 0.27662405742167023, 0.2838709677419355, 0.2911407718053147, 0.29602451415208453, 0.2750110891568208]"
125,1250,"[0.2984119364774591, 0.31041241649665985, 0.2952118084723389, 0.30081203248129923, 0.28081123244929795, 0.30481219248769953, 0.2920116804672187, 0.31041241649665985, 0.3184127365094604, 0.2952118084723389, 0.2888115524620985, 0.28161126445057805, 0.29281171246849874, 0.28481139245569825, 0.2936117444697788, 0.3096123844953798, 0.2944117764710588, 0.2816, 0.27441097643905754, 0.28721148845953837]"
126,1260,"[0.2666772490971864, 0.2889003531886186, 0.2889003531886186, 0.2992063492063492, 0.2674709313861661, 0.2912698412698413, 0.2889003531886186, 0.2833333333333333, 0.3000119052343347, 0.2889171064640292, 0.2873129886106591, 0.2785714285714286, 0.29763085836739556, 0.29524981150045637, 0.3000119052343347, 0.2825508948767808, 0.3214413270367872, 0.29366244692249693, 0.2968371760784158, 0.2984126984126984]"
127,1270,"[0.28741289027127054, 0.29449978345604155, 0.31417322834645667, 0.31339816528209774, 0.2984251968503937, 0.30946100240166935, 0.2976495137603843, 0.29763779527559053, 0.2992243789125556, 0.30079924406472697, 0.30631127209732667, 0.3000118114886413, 0.2952755905511811, 0.2795385645104138, 0.2992125984251969, 0.3047244094488189, 0.29292491830387024, 0.2850505925430135, 0.305523839521241, 0.2803149606299213]"
128,1280,"[0.29375, 0.30157428024532207, 0.29532403609515995, 0.29924612319831256, 0.30703125, 0.2804797062385249, 0.28671875, 0.2890737919449978, 0.28282354779483576, 0.2882925114262276, 0.2992304386890113, 0.3031368412828626, 0.29610531661393025, 0.3140747685456463, 0.29766787765147074, 0.29844915817024104, 0.2773545841634439, 0.30938708543302473, 0.28203125, 0.29375]"
129,1290,"[0.3085390906624288, 0.2852823752858638, 0.30157745823805276, 0.2790805845187798, 0.2969107329741463, 0.2938098375906043, 0.30931431450831426, 0.2953602852823753, 0.3038877475871158, 0.30930232558139537, 0.32171789604248224, 0.2992364045118028, 0.3015620760494593, 0.29457364341085274, 0.3085390906624288, 0.29147286821705426, 0.3015620760494593, 0.28837209302325584, 0.3077638668165433, 0.3108647622000853]"
130,1300,"[0.2861648524943267, 0.30230769230769233, 0.29464251374947115, 0.31462748567252585, 0.29924227854917496, 0.30770414246701794, 0.2984730181930074, 0.29924227854917496, 0.3, 0.2977037578368399, 0.3030885803300127, 0.2884726335628293, 0.30231931997384515, 0.3030885803300127, 0.29693449748067235, 0.3015500596176776, 0.2892418939189969, 0.2892418939189969, 0.2730874264394784, 0.29001115427516444]"
131,1310,"[0.3137524332989809, 0.30535516622771863, 0.31146226955227296, 0.3061185541432879, 0.3068966833326972, 0.2969578991564564, 0.29924806290316425, 0.2732824427480916, 0.2969578991564564, 0.29314095957860986, 0.2954198473282443, 0.31146226955227296, 0.29848467498759496, 0.3030650024810107, 0.3045801526717557, 0.30229007633587784, 0.3137524332989809, 0.29466773540974844, 0.28016336501393185, 0.29770992366412213]"
132,1320,"[0.312890639796962, 0.289404901700822, 0.3000113640668207, 0.30834501306867684, 0.2856060606060606, 0.30379938634039166, 0.3151515151515151, 0.3181938709799614, 0.3159090909090909, 0.29243531951967877, 0.3053030303030303, 0.3015151515151515, 0.29773855070267813, 0.3090909090909091, 0.2909201106102504, 0.3136482442516762, 0.3007689685215349, 0.3053145952498201, 0.29546573733853554, 0.2962233417932497]"
133,1330,"[0.3007631865859619, 0.31128989811647056, 0.2902364750554532, 0.31954887218045114, 0.3112781954887218, 0.32183000639073717, 0.3, 0.30753035828414604, 0.29700364675363733, 0.30526315789473685, 0.30978608218354076, 0.31053799015000566, 0.30602654235121624, 0.32332042557990903, 0.32030075187969925, 0.3218166096469792, 0.318796992481203, 0.29850746268656714, 0.31353383458646616, 0.30677845031768114]"
134,1340,"[0.30895522388059704, 0.3156716417910448, 0.2992648979439531, 0.312698235008769, 0.2977723049367514, 0.3194029850746269, 0.30971304899436547, 0.3164297175267734, 0.30598156647636104, 0.3224000895555804, 0.32016120004477777, 0.30001119444755403, 0.3052352699727602, 0.2992648979439531, 0.2903093399007426, 0.3082204559871637, 0.3171896571023469, 0.30151860005223685, 0.3044889734691593, 0.30597014925373134]"
135,1350,"[0.3274195340568169, 0.3125925925925926, 0.3044557205822438, 0.30666666666666664, 0.3185303159376273, 0.3177895477610282, 0.2985185185185185, 0.3207526204674247, 0.3051964887588429, 0.30964109781843774, 0.3118518518518518, 0.29482573428645503, 0.2977888069928516, 0.3089003296418386, 0.3140857068780325, 0.30149264787584723, 0.3037037037037037, 0.30815956146523943, 0.3044557205822438, 0.30518518518518517]"
136,1360,"[0.3125114893929924, 0.3191293797566087, 0.3036876355748373, 0.3073642413324019, 0.3044229567263502, 0.3220706643626604, 0.30515827787786315, 0.3242766278171992, 0.3272179124232509, 0.30661764705882355, 0.31986470090812164, 0.3360417662414059, 0.3154527739990441, 0.33089451818081544, 0.3183940586050958, 0.3176470588235294, 0.32060002205963456, 0.3183940586050958, 0.3036876355748373, 0.3250119489687121]"
137,1370,"[0.3, 0.30147085660060585, 0.291970802919708, 0.3167883211678832, 0.2978210883608891, 0.3124201613197562, 0.3153399759115296, 0.3138800686156429, 0.32192255757089155, 0.3124201613197562, 0.3072992700729927, 0.3116902076718128, 0.3175298368553597, 0.335036496350365, 0.34599802912515054, 0.3211796050950765, 0.31459854014598543, 0.3080404394320961, 0.2941605839416058, 0.32628928063067997]"
138,1380,"[0.29637681159420287, 0.3087068372042465, 0.30289855072463767, 0.3347826086956522, 0.3311714192543208, 0.3174028044494366, 0.3318840579710145, 0.3145041487010399, 0.3087068372042465, 0.31233015688974236, 0.3188521323236349, 0.33189608319142, 0.31305482082684155, 0.31305482082684155, 0.32028985507246377, 0.32028985507246377, 0.32537410775752745, 0.33986738649951087, 0.3123437556610268, 0.3181274683865357]"
