,index,all_backshifts,number_sensors_shifted
1132,1132,430.6,244.2
1133,1133,433.0,242.6
1134,1134,435.6,237.4
1135,1135,399.2,229.8
1136,1136,405.8,236.0
1137,1137,440.6,241.8
1138,1138,409.2,236.0
1139,1139,417.8,242.8
1140,1140,435.2,244.8
1141,1141,401.0,238.4
1142,1142,408.0,233.0
1143,1143,450.6,252.4
1144,1144,442.2,248.2
1145,1145,447.2,247.8
1146,1146,437.4,249.0
1147,1147,438.0,250.8
1148,1148,409.8,239.0
1149,1149,413.8,231.2
1150,1150,447.2,254.0
1151,1151,451.4,249.6
1152,1152,442.2,247.2
1153,1153,457.4,264.0
1154,1154,405.8,242.4
1155,1155,432.8,244.4
1156,1156,418.8,241.6
1157,1157,459.6,260.6
1158,1158,419.4,247.4
1159,1159,430.2,254.6
1160,1160,436.0,252.2
1161,1161,461.0,259.2
1162,1162,451.8,256.0
1163,1163,415.2,241.8
1164,1164,427.8,249.4
1165,1165,417.6,238.4
1166,1166,443.6,251.8
1167,1167,427.0,246.2
1168,1168,432.2,248.2
1169,1169,458.0,261.0
1170,1170,474.4,255.4
1171,1171,488.2,261.6
1172,1172,457.0,257.6
1173,1173,462.0,255.0
1174,1174,435.0,246.8
1175,1175,434.0,254.6
1176,1176,498.6,272.8
1177,1177,452.8,258.6
1178,1178,441.6,255.0
1179,1179,432.4,251.8
1180,1180,486.6,268.0
1181,1181,479.0,266.2
1182,1182,458.4,257.0
1183,1183,463.0,258.2
1184,1184,463.0,257.4
1185,1185,474.4,260.4
1186,1186,487.8,270.0
1187,1187,469.4,267.4
1188,1188,450.4,254.6
1189,1189,439.0,253.0
1190,1190,474.0,264.2
1191,1191,462.0,258.8
1192,1192,460.0,258.8
1193,1193,476.2,266.0
1194,1194,487.2,276.0
1195,1195,451.4,258.8
1196,1196,452.2,266.0
1197,1197,504.8,272.8
1198,1198,453.8,260.4
1199,1199,463.0,260.0
1200,1200,492.2,271.0
1201,1201,471.6,264.4
1202,1202,483.0,274.8
1203,1203,456.8,262.4
1204,1204,491.4,269.4
1205,1205,486.2,267.4
1206,1206,497.4,270.4
1207,1207,502.0,271.8
1208,1208,496.2,276.4
1209,1209,496.2,276.6
1210,1210,503.2,275.4
1211,1211,517.0,283.0
1212,1212,488.0,267.0
1213,1213,488.2,264.6
1214,1214,465.4,269.6
1215,1215,533.6,301.4
1216,1216,502.8,273.4
1217,1217,493.4,279.2
1218,1218,504.4,275.6
1219,1219,489.4,277.4
1220,1220,494.6,284.8
1221,1221,489.0,273.2
1222,1222,502.2,282.2
1223,1223,519.8,284.2
1224,1224,472.2,258.4
1225,1225,521.4,284.4
1226,1226,483.6,274.0
1227,1227,488.4,273.2
1228,1228,532.8,289.2
1229,1229,492.8,277.6
1230,1230,495.8,283.4
1231,1231,525.8,286.2
1232,1232,500.6,289.0
1233,1233,506.6,271.8
1234,1234,486.0,277.4
1235,1235,517.6,286.4
1236,1236,481.4,277.0
1237,1237,509.6,279.6
1238,1238,499.8,279.6
1239,1239,522.6,287.6
1240,1240,468.4,270.4
1241,1241,501.6,278.2
1242,1242,502.6,283.8
1243,1243,460.6,267.6
1244,1244,505.6,280.0
1245,1245,536.2,302.0
1246,1246,506.4,292.2
1247,1247,538.0,294.6
1248,1248,565.4,305.8
1249,1249,535.0,288.2
1250,1250,527.2,287.0
1251,1251,527.4,290.6
1252,1252,543.2,293.4
1253,1253,515.0,291.8
1254,1254,537.0,298.4
1255,1255,509.8,296.0
1256,1256,545.6,295.4
1257,1257,545.6,301.0
1258,1258,544.8,299.0
1259,1259,489.6,281.8
1260,1260,557.8,303.8
1261,1261,530.2,298.8
1262,1262,529.4,291.8
1263,1263,533.8,297.6
1264,1264,514.2,293.0
1265,1265,549.0,299.0
1266,1266,548.0,304.4
1267,1267,520.8,290.4
1268,1268,569.2,309.6
1269,1269,544.8,296.8
1270,1270,515.0,291.4
1271,1271,544.8,297.2
1272,1272,533.2,302.0
1273,1273,557.6,304.6
1274,1274,521.6,288.0
1275,1275,576.0,310.0
1276,1276,559.0,306.4
1277,1277,592.0,318.4
1278,1278,560.6,305.6
1279,1279,542.0,297.6
1280,1280,583.4,316.6
1281,1281,570.0,318.6
1282,1282,552.0,301.0
1283,1283,547.2,302.2
1284,1284,559.8,309.4
1285,1285,560.8,302.4
1286,1286,548.8,306.4
1287,1287,565.4,315.8
1288,1288,580.2,307.0
1289,1289,584.8,316.8
1290,1290,570.2,312.8
1291,1291,551.4,304.4
1292,1292,589.6,312.0
1293,1293,581.4,314.2
1294,1294,583.8,319.8
1295,1295,576.8,306.8
1296,1296,578.4,316.2
1297,1297,614.0,318.4
1298,1298,614.4,329.6
1299,1299,599.6,318.6
1300,1300,603.4,320.0
1301,1301,526.6,304.4
1302,1302,580.6,317.0
1303,1303,589.8,320.8
1304,1304,605.2,324.0
1305,1305,557.2,312.8
1306,1306,596.0,313.4
1307,1307,571.0,303.8
1308,1308,580.6,313.4
1309,1309,577.2,318.4
1310,1310,605.6,328.4
1311,1311,635.8,328.2
1312,1312,578.4,312.6
1313,1313,581.2,311.6
1314,1314,591.2,323.6
1315,1315,644.8,332.6
1316,1316,621.0,336.6
1317,1317,585.8,323.8
1318,1318,571.4,309.8
1319,1319,653.0,329.2
1320,1320,612.2,326.6
1321,1321,619.0,328.4
1322,1322,561.6,313.8
1323,1323,569.6,309.6
1324,1324,593.6,323.8
1325,1325,598.2,317.8
1326,1326,619.2,340.0
1327,1327,597.4,323.0
1328,1328,607.0,330.2
1329,1329,667.4,346.2
1330,1330,573.6,323.0
1331,1331,623.0,332.2
1332,1332,605.2,329.4
1333,1333,623.0,334.8
1334,1334,575.8,317.4
1335,1335,647.8,335.0
1336,1336,626.0,339.0
1337,1337,646.4,345.2
1338,1338,630.8,338.0
1339,1339,646.8,338.4
1340,1340,647.6,336.8
1341,1341,590.0,330.0
1342,1342,618.0,338.2
1343,1343,642.4,349.0
1344,1344,662.6,342.8
1345,1345,584.6,329.4
1346,1346,618.6,333.0
1347,1347,611.6,333.0
1348,1348,625.8,334.2
1349,1349,632.8,340.6
1350,1350,584.2,326.6
1351,1351,654.8,345.8
1352,1352,664.8,346.8
1353,1353,608.4,336.4
1354,1354,644.6,343.6
1355,1355,670.8,357.0
1356,1356,613.8,334.6
1357,1357,682.2,351.4
1358,1358,688.0,352.4
1359,1359,618.6,336.4
1360,1360,659.6,348.2
1361,1361,628.4,341.8
1362,1362,628.0,332.6
1363,1363,641.8,349.8
1364,1364,682.8,351.2
1365,1365,640.2,345.0
1366,1366,647.8,345.4
1367,1367,620.4,343.6
1368,1368,603.4,333.8
1369,1369,678.0,364.0
1370,1370,651.8,342.0
1371,1371,659.0,351.0
1372,1372,663.2,347.6
1373,1373,637.0,348.8
1374,1374,682.0,350.6
1375,1375,671.0,350.8
1376,1376,639.4,349.2
1377,1377,670.0,359.0
1378,1378,640.6,349.8
1379,1379,638.6,343.4
1380,1380,635.8,350.6
1381,1381,659.8,357.0
1382,1382,634.4,357.2
1383,1383,695.8,362.2
1384,1384,701.4,366.2
1385,1385,676.2,367.0
1386,1386,676.8,365.8
1387,1387,667.8,359.6
1388,1388,713.0,370.4
1389,1389,690.0,365.0
1390,1390,738.4,373.8
1391,1391,696.2,364.8
1392,1392,669.8,355.8
1393,1393,664.8,353.0
1394,1394,683.4,365.0
1395,1395,670.6,363.4
1396,1396,681.0,363.4
1397,1397,641.4,344.8
1398,1398,752.0,378.0
1399,1399,713.0,369.0
1400,1400,689.6,375.6
1401,1401,665.4,356.2
1402,1402,723.8,374.2
1403,1403,690.6,363.0
1404,1404,720.4,366.0
1405,1405,687.0,363.2
1406,1406,700.6,368.2
1407,1407,746.0,378.0
1408,1408,716.0,372.6
1409,1409,722.4,375.4
1410,1410,704.4,362.8
1411,1411,723.8,370.6
1412,1412,772.0,383.8
1413,1413,701.6,370.8
1414,1414,726.6,386.2
1415,1415,714.0,378.8
1416,1416,685.0,360.8
1417,1417,705.2,373.4
1418,1418,695.4,373.6
1419,1419,704.8,378.6
1420,1420,715.2,371.4
1421,1421,698.0,366.0
1422,1422,709.0,370.0
1423,1423,652.8,362.2
1424,1424,790.8,403.8
1425,1425,699.8,377.4
1426,1426,732.4,378.0
1427,1427,726.2,380.2
1428,1428,716.2,375.6
1429,1429,706.6,369.8
1430,1430,747.6,382.6
1431,1431,749.6,392.2
1432,1432,704.6,372.4
1433,1433,783.8,395.4
1434,1434,704.2,383.8
1435,1435,764.6,388.6
1436,1436,714.6,384.2
1437,1437,772.0,396.6
1438,1438,738.4,380.2
1439,1439,733.6,386.2
1440,1440,750.8,393.2
1441,1441,757.8,397.8
1442,1442,681.0,378.2
1443,1443,752.2,392.4
1444,1444,745.6,396.0
1445,1445,672.2,376.6
1446,1446,754.0,391.4
1447,1447,747.4,382.0
1448,1448,737.0,381.4
1449,1449,792.6,404.0
1450,1450,749.2,384.4
1451,1451,745.8,390.4
1452,1452,743.4,389.2
1453,1453,740.6,386.0
1454,1454,787.0,405.8
1455,1455,738.2,388.6
1456,1456,770.2,398.6
1457,1457,745.2,382.2
1458,1458,787.8,404.8
1459,1459,781.8,405.6
1460,1460,764.4,397.6
1461,1461,728.4,389.6
1462,1462,759.0,397.2
1463,1463,759.4,398.4
1464,1464,777.0,407.0
1465,1465,787.4,398.8
1466,1466,802.0,409.4
1467,1467,793.4,407.4
1468,1468,767.6,396.2
1469,1469,810.2,400.6
1470,1470,817.8,423.4
1471,1471,759.6,402.4
1472,1472,747.0,400.8
1473,1473,797.6,399.4
1474,1474,752.4,404.8
1475,1475,803.4,403.4
1476,1476,747.0,401.4
1477,1477,818.0,414.8
1478,1478,795.4,413.6
1479,1479,813.4,411.4
1480,1480,817.8,402.0
1481,1481,843.2,425.2
1482,1482,746.2,393.4
1483,1483,815.6,417.4
1484,1484,756.8,404.4
1485,1485,791.6,404.8
1486,1486,793.4,412.8
1487,1487,784.6,417.4
1488,1488,801.2,417.8
1489,1489,791.4,411.4
1490,1490,815.0,422.6
1491,1491,758.0,401.4
1492,1492,804.8,415.4
1493,1493,826.2,420.8
1494,1494,801.6,407.4
1495,1495,778.8,407.6
1496,1496,795.4,416.2
1497,1497,782.0,408.8
1498,1498,880.2,441.6
1499,1499,794.0,418.6
