,number_sensors,collision_probability,ticks,messages_per_colissionprobab
277,278,0.08776978417266186,0.07293293293293293,207.0
278,279,0.096415770609319,0.07317817817817818,208.0
279,280,0.10678571428571428,0.07342342342342342,209.0
280,281,0.10533807829181495,0.07366866866866867,210.0
281,282,0.10070921985815602,0.07391391391391391,210.0
282,283,0.0950530035335689,0.07415915915915916,211.0
283,284,0.0982394366197183,0.0744044044044044,212.0
284,285,0.09719298245614034,0.07464964964964965,214.0
285,286,0.10384615384615384,0.0748948948948949,215.0
286,287,0.10627177700348432,0.07514014014014014,216.0
287,288,0.10347222222222223,0.07538538538538539,217.0
288,289,0.09204152249134949,0.07563063063063064,217.0
289,290,0.11655172413793102,0.07587587587587588,218.0
290,291,0.1034364261168385,0.07612112112112113,219.0
291,292,0.09041095890410958,0.07636636636636636,220.0
292,293,0.09897610921501707,0.0766116116116116,222.0
293,294,0.10714285714285714,0.07685685685685685,224.0
294,295,0.1,0.0771021021021021,224.0
295,296,0.08614864864864864,0.07734734734734734,224.0
296,297,0.10134680134680135,0.07759259259259259,224.0
297,298,0.10100671140939597,0.07783783783783783,224.0
298,299,0.09999999999999999,0.07808308308308308,224.0
299,300,0.09666666666666666,0.07832832832832833,226.0
300,301,0.1186046511627907,0.07857357357357357,227.0
301,302,0.1099337748344371,0.07881881881881882,227.0
302,303,0.08712871287128712,0.07906406406406406,227.0
303,304,0.10493421052631578,0.07930930930930931,228.0
304,305,0.09147540983606557,0.07955455455455455,229.0
305,306,0.09836601307189544,0.0797997997997998,229.0
306,307,0.10749185667752444,0.08004504504504505,230.0
307,308,0.10292207792207791,0.08029029029029029,230.0
308,309,0.11844660194174758,0.08053553553553554,231.0
309,310,0.10741935483870967,0.08078078078078078,233.0
310,311,0.11093247588424437,0.08102602602602603,233.0
311,312,0.12115384615384614,0.08127127127127128,234.0
312,313,0.11629392971246005,0.08151651651651652,235.0
313,314,0.10445859872611464,0.08176176176176177,236.0
314,315,0.09936507936507936,0.08200700700700701,237.0
315,316,0.10569620253164556,0.08225225225225224,237.0
316,317,0.11514195583596215,0.08249749749749749,237.0
317,318,0.10754716981132076,0.08274274274274274,239.0
318,319,0.11379310344827585,0.08298798798798798,240.0
319,320,0.10500000000000001,0.08323323323323323,240.0
320,321,0.12305295950155763,0.08347847847847847,240.0
321,322,0.10900621118012423,0.08372372372372372,240.0
322,323,0.10928792569659442,0.08396896896896897,243.0
323,324,0.11141975308641976,0.08421421421421421,243.0
324,325,0.10738461538461538,0.08445945945945946,243.0
325,326,0.10766871165644172,0.0847047047047047,243.0
326,327,0.10397553516819572,0.08494994994994995,243.0
327,328,0.10823170731707317,0.0851951951951952,243.0
328,329,0.12279635258358662,0.08544044044044044,246.0
329,330,0.09727272727272727,0.08568568568568569,247.0
330,331,0.1256797583081571,0.08593093093093093,248.0
331,332,0.11174698795180724,0.08617617617617618,249.0
332,333,0.11261261261261261,0.08642142142142142,251.0
333,334,0.09940119760479042,0.08666666666666667,251.0
334,335,0.11492537313432835,0.08691191191191192,252.0
335,336,0.11220238095238096,0.08715715715715716,253.0
336,337,0.12403560830860533,0.08740240240240241,254.0
337,338,0.10769230769230768,0.08764764764764765,254.0
338,339,0.12389380530973451,0.08789289289289288,255.0
339,340,0.11676470588235295,0.08813813813813813,255.0
340,341,0.11906158357771261,0.08838338338338338,256.0
341,342,0.11842105263157894,0.08862862862862862,256.0
342,343,0.12186588921282798,0.08887387387387387,256.0
343,344,0.12209302325581395,0.08911911911911911,256.0
344,345,0.11884057971014493,0.08936436436436436,257.0
345,346,0.10433526011560694,0.0896096096096096,258.0
346,347,0.11671469740634005,0.08985485485485485,258.0
347,348,0.12701149425287356,0.0901001001001001,258.0
348,349,0.11633237822349571,0.09034534534534534,259.0
349,350,0.10628571428571429,0.09059059059059059,260.0
350,351,0.1113960113960114,0.09083583583583583,260.0
351,352,0.11193181818181817,0.09108108108108108,261.0
352,353,0.11274787535410764,0.09132632632632633,262.0
353,354,0.103954802259887,0.09157157157157157,263.0
354,355,0.10957746478873238,0.09181681681681682,265.0
355,356,0.11151685393258427,0.09206206206206206,266.0
356,357,0.12044817927170869,0.09230730730730731,266.0
357,358,0.11564245810055866,0.09255255255255256,267.0
358,359,0.12005571030640669,0.0927977977977978,267.0
359,360,0.11083333333333333,0.09304304304304305,267.0
360,361,0.1141274238227147,0.09328828828828829,268.0
361,362,0.11243093922651934,0.09353353353353352,269.0
362,363,0.12451790633608817,0.09377877877877877,271.0
363,364,0.12307692307692307,0.09402402402402402,272.0
364,365,0.12465753424657534,0.09426926926926926,272.0
365,366,0.12978142076502733,0.09451451451451451,272.0
366,367,0.11089918256130792,0.09475975975975975,273.0
367,368,0.1328804347826087,0.095005005005005,273.0
368,369,0.11219512195121951,0.09525025025025025,274.0
369,370,0.12324324324324325,0.09549549549549549,275.0
370,371,0.13423180592991912,0.09574074074074074,275.0
371,372,0.1295698924731183,0.09598598598598598,275.0
372,373,0.1289544235924933,0.09623123123123123,275.0
373,374,0.1339572192513369,0.09647647647647647,276.0
374,375,0.12373333333333333,0.09672172172172172,277.0
375,376,0.11941489361702128,0.09696696696696697,277.0
376,377,0.12175066312997347,0.09721221221221221,279.0
377,378,0.13253968253968254,0.09745745745745746,280.0
378,379,0.11319261213720316,0.0977027027027027,281.0
379,380,0.11605263157894737,0.09794794794794795,282.0
380,381,0.13595800524934382,0.0981931931931932,282.0
381,382,0.14921465968586387,0.09843843843843844,284.0
382,383,0.1289817232375979,0.09868368368368369,284.0
383,384,0.11171874999999999,0.09892892892892893,286.0
384,385,0.11766233766233765,0.09917417417417418,287.0
385,386,0.1393782383419689,0.09941941941941941,289.0
386,387,0.11937984496124032,0.09966466466466466,289.0
387,388,0.12036082474226804,0.0999099099099099,289.0
388,389,0.14035989717223651,0.10015515515515515,292.0
389,390,0.12615384615384617,0.1004004004004004,292.0
390,391,0.12966751918158567,0.10064564564564564,292.0
391,392,0.13418367346938775,0.10089089089089089,293.0
392,393,0.12875318066157762,0.10113613613613613,294.0
393,394,0.11091370558375635,0.10138138138138138,295.0
394,395,0.1331645569620253,0.10162662662662662,295.0
395,396,0.14116161616161615,0.10187187187187187,296.0
396,397,0.1385390428211587,0.10211711711711711,296.0
397,398,0.12964824120603016,0.10236236236236236,296.0
398,399,0.13283208020050125,0.1026076076076076,296.0
399,400,0.12625,0.10285285285285285,296.0
400,401,0.1344139650872818,0.1030980980980981,298.0
401,402,0.13383084577114426,0.10334334334334334,298.0
402,403,0.14044665012406948,0.10358858858858859,300.0
403,404,0.12995049504950495,0.10383383383383384,300.0
404,405,0.13703703703703704,0.10407907907907908,303.0
405,406,0.13251231527093596,0.10432432432432433,303.0
406,407,0.13071253071253072,0.10456956956956957,305.0
407,408,0.13970588235294118,0.10481481481481482,305.0
408,409,0.13594132029339853,0.10506006006006005,307.0
409,410,0.13121951219512196,0.1053053053053053,307.0
410,411,0.14257907542579076,0.10555055055055054,308.0
411,412,0.14344660194174758,0.10579579579579579,309.0
412,413,0.14019370460048425,0.10604104104104103,309.0
413,414,0.13429951690821257,0.10628628628628628,311.0
414,415,0.14265060240963856,0.10653153153153153,311.0
415,416,0.13798076923076924,0.10677677677677677,311.0
416,417,0.14292565947242206,0.10702202202202202,312.0
417,418,0.14330143540669857,0.10726726726726726,313.0
418,419,0.1431980906921241,0.10751251251251251,316.0
419,420,0.1376190476190476,0.10775775775775776,319.0
420,421,0.13657957244655583,0.108003003003003,319.0
421,422,0.14407582938388624,0.10824824824824825,320.0
422,423,0.13853427895981088,0.10849349349349349,320.0
423,424,0.14080188679245284,0.10873873873873874,321.0
424,425,0.14611764705882355,0.10898398398398398,321.0
425,426,0.13098591549295774,0.10922922922922923,322.0
426,427,0.14707259953161592,0.10947447447447448,323.0
427,428,0.13294392523364484,0.10971971971971972,324.0
428,429,0.13892773892773894,0.10996496496496497,325.0
429,430,0.13930232558139535,0.11021021021021021,325.0
430,431,0.14849187935034802,0.11045545545545546,325.0
431,432,0.14722222222222223,0.11070070070070069,325.0
432,433,0.15381062355658198,0.11094594594594594,329.0
433,434,0.15506912442396312,0.11119119119119118,329.0
434,435,0.14344827586206896,0.11143643643643643,331.0
435,436,0.1463302752293578,0.11168168168168167,332.0
436,437,0.15011441647597254,0.11192692692692692,334.0
437,438,0.14292237442922376,0.11217217217217217,335.0
438,439,0.1416856492027335,0.11241741741741741,337.0
439,440,0.14545454545454545,0.11266266266266266,339.0
440,441,0.15283446712018142,0.1129079079079079,340.0
441,442,0.1423076923076923,0.11315315315315315,340.0
442,443,0.14198645598194132,0.1133983983983984,341.0
443,444,0.14774774774774774,0.11364364364364364,341.0
444,445,0.14134831460674158,0.11388888888888889,342.0
445,446,0.14417040358744393,0.11413413413413413,343.0
446,447,0.14451901565995526,0.11437937937937938,343.0
447,448,0.14776785714285715,0.11462462462462462,343.0
448,449,0.1398663697104677,0.11486986986986987,343.0
449,450,0.14311111111111113,0.11511511511511512,344.0
450,451,0.14855875831485588,0.11536036036036036,345.0
451,452,0.14646017699115044,0.11560560560560561,345.0
452,453,0.14194260485651214,0.11585085085085085,346.0
453,454,0.14713656387665197,0.1160960960960961,347.0
454,455,0.13252747252747252,0.11634134134134133,349.0
455,456,0.14890350877192984,0.11658658658658658,350.0
456,457,0.14923413566739607,0.11683183183183182,352.0
457,458,0.14519650655021835,0.11707707707707707,352.0
458,459,0.14618736383442266,0.11732232232232231,352.0
459,460,0.14108695652173914,0.11756756756756756,352.0
460,461,0.14967462039045554,0.1178128128128128,353.0
461,462,0.1590909090909091,0.11805805805805805,353.0
462,463,0.141036717062635,0.1183033033033033,353.0
463,464,0.1504310344827586,0.11854854854854854,355.0
464,465,0.16172043010752687,0.11879379379379379,356.0
465,466,0.15622317596566523,0.11903903903903904,357.0
466,467,0.1501070663811563,0.11928428428428428,358.0
467,468,0.15598290598290598,0.11952952952952953,360.0
468,469,0.15991471215351813,0.11977477477477477,360.0
469,470,0.16191489361702127,0.12002002002002002,360.0
470,471,0.15180467091295116,0.12026526526526526,361.0
471,472,0.16588983050847458,0.12051051051051051,363.0
472,473,0.15095137420718818,0.12075575575575576,363.0
473,474,0.14556962025316456,0.121001001001001,363.0
474,475,0.16,0.12124624624624625,364.0
475,476,0.15252100840336133,0.1214914914914915,364.0
476,477,0.15681341719077568,0.12173673673673674,364.0
477,478,0.1606694560669456,0.12198198198198199,366.0
478,479,0.16075156576200417,0.12222722722722722,367.0
479,480,0.1564583333333333,0.12247247247247246,367.0
480,481,0.15322245322245323,0.12271771771771771,367.0
481,482,0.1558091286307054,0.12296296296296295,368.0
482,483,0.16107660455486542,0.1232082082082082,370.0
483,484,0.15826446280991735,0.12345345345345345,371.0
484,485,0.14824742268041238,0.12369869869869869,371.0
485,486,0.15946502057613168,0.12394394394394394,373.0
486,487,0.15523613963039012,0.12418918918918918,374.0
487,488,0.15061475409836064,0.12443443443443443,374.0
488,489,0.1605316973415133,0.12467967967967968,376.0
489,490,0.16163265306122448,0.12492492492492492,376.0
490,491,0.16171079429735236,0.12517017017017015,376.0
491,492,0.1603658536585366,0.1254154154154154,376.0
492,493,0.16551724137931034,0.12566066066066064,376.0
493,494,0.15607287449392712,0.1259059059059059,377.0
494,495,0.16101010101010102,0.12615115115115114,377.0
495,496,0.17076612903225807,0.12639639639639638,379.0
496,497,0.16156941649899395,0.12664164164164163,379.0
497,498,0.164859437751004,0.12688688688688687,379.0
498,499,0.1535070140280561,0.12713213213213212,380.0
499,500,0.16119999999999998,0.12737737737737737,380.0
500,501,0.16447105788423155,0.1276226226226226,380.0
501,502,0.1561752988047809,0.12786786786786786,380.0
502,503,0.16779324055666006,0.1281131131131131,380.0
503,504,0.17222222222222222,0.12835835835835835,380.0
504,505,0.1506930693069307,0.1286036036036036,380.0
505,506,0.16403162055335968,0.12884884884884884,381.0
506,507,0.15719921104536488,0.1290940940940941,383.0
507,508,0.16358267716535432,0.12933933933933933,383.0
508,509,0.1711198428290766,0.12958458458458458,384.0
509,510,0.1596078431372549,0.12982982982982982,387.0
510,511,0.16320939334637966,0.13007507507507507,388.0
511,512,0.1634765625,0.13032032032032032,388.0
512,513,0.16452241715399613,0.13056556556556556,388.0
513,514,0.1735408560311284,0.1308108108108108,389.0
514,515,0.15650485436893202,0.13105605605605605,390.0
515,516,0.16705426356589148,0.1313013013013013,391.0
516,517,0.1667311411992263,0.13154654654654654,391.0
517,518,0.17857142857142858,0.1317917917917918,391.0
518,519,0.1726396917148362,0.13203703703703704,391.0
519,520,0.17192307692307693,0.13228228228228228,391.0
520,521,0.16065259117082534,0.13252752752752753,393.0
521,522,0.16590038314176245,0.13277277277277277,394.0
522,523,0.16634799235181644,0.13301801801801802,397.0
523,524,0.16278625954198472,0.13326326326326327,398.0
524,525,0.15695238095238095,0.1335085085085085,398.0
525,526,0.1650190114068441,0.13375375375375376,398.0
526,527,0.1603415559772296,0.133998998998999,400.0
527,528,0.17007575757575757,0.13424424424424425,402.0
528,529,0.1767485822306238,0.1344894894894895,404.0
529,530,0.1686792452830189,0.13473473473473474,404.0
530,531,0.16365348399246704,0.13497997997997999,404.0
531,532,0.16052631578947368,0.13522522522522523,404.0
532,533,0.1795497185741088,0.13547047047047048,404.0
533,534,0.17359550561797754,0.13571571571571572,404.0
534,535,0.1861682242990654,0.13596096096096097,406.0
535,536,0.16977611940298507,0.13620620620620622,406.0
536,537,0.1824953445065177,0.13645145145145143,406.0
537,538,0.17137546468401488,0.13669669669669668,407.0
538,539,0.16549165120593692,0.13694194194194192,407.0
539,540,0.17148148148148148,0.13718718718718717,408.0
540,541,0.1787430683918669,0.13743243243243242,408.0
